"","Category","Term","Count","X.","PValue","Genes","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR"
"135","GOTERM_BP_ALL","GO:0071396~cellular response to lipid",70,1.86219739292365,0.0168096084777449,"Q5PQL2, Q1JQE0, Q5SWW4, Q38997, Q01341, Q9C5Z2, Q63120, P22897, A5YKK6, Q9NS86, O48538, Q9CWR2, P11505, A0JP85, Q2HJ97, Q8L7L1, P53683, P68037, Q80YX1, Q9EPU0, Q2QM47, P63331, Q08499, Q9WTN3, Q8L7U5, Q5NVI9, F4IEM5, Q9ZV15, Q5TJE1, Q9UBS8, P62510, A1A5H6, O75925, Q24368, O94874, B2RWS6, Q9W0T1, Q01063, P28583, O04714, Q99PV0, Q6ZQ08, P63036, P26794, P53042, Q39012, A0A0G2JZ79, P58195, Q60EX6, Q6P2Q9, Q9QVC8, Q9LR78, Q92900, P35951, Q8RWL2, Q05086, O08759, P30803, Q501J6, Q9QXN3, Q9SJ61, Q14151, P41233, Q38873, Q8K0V4, P11915, Q9SMX1, P51542, Q3E9C0, A7MAZ3",3357,136,8103,1.24237764811018,1,0.741060165743537,28.9644132820686
"136","GOTERM_BP_ALL","GO:0006811~ion transport",206,5.48018089917531,0.0169425687156403,"Q8WNR0, Q8TJA9, Q9VAS7, Q9SJT7, Q9VCA2, Q8L725, P92939, O00400, Q9JHE5, Q54QU8, Q5I012, Q9HC07, Q8NFU1, P22413, P70549, Q8AVM5, Q9SKZ5, Q9LHE5, Q99571, Q9ZUA5, Q6UXY8, Q6P9R2, O43772, Q898Q9, P49282, Q9FIZ9, P51799, A7KAM9, P0C605, Q5SUC9, Q8IZF0, Q9UP95, Q99437, P51794, Q5XH14, A2AJK6, Q9LKW9, Q8F641, S4R2P9, Q10074, P43006, Q9FKT8, Q9HD20, Q16720, Q9ZWT3, Q2A865, Q9W0Y6, Q8N695, P31637, Q02357, Q9W0Y8, Q9PIN2, Q63120, Q9HC58, Q8LES0, Q01484, P07001, P13607, P11505, Q64542, Q921Y4, P54679, Q949R9, P63331, Q4ZJI4, Q7XQ12, Q28677, Q08499, Q9MZS1, Q9JKZ2, Q49SH1, Q8I4B0, O18868, Q12955, B3NV41, Q8R4D1, Q86TL2, Q86A77, Q9ULQ1, Q9NW15, Q55AH5, Q29611, Q63632, P33085, Q9P0M2, Q9H1D0, O15440, O05399, Q0WU02, Q9C5M0, O15439, Q8BLQ7, Q99104, Q9TTH8, Q9QVC8, Q920R6, Q9Z2A0, O14775, P31649, Q2ULH4, P31646, Q54NQ9, Q5PQZ3, Q9LT02, F1LMY4, Q5R7F0, P36062, Q9QZS5, Q84ZC0, Q8T8P3, P11442, Q78KK3, P80404, O35547, A0JPA0, G5E8K5, Q10901, Q9TU34, O55173, Q6DEL1, O00763, Q96N87, P38361, B5X0N6, Q925N0, Q92887, Q9SLA2, Q01063, P78382, Q14643, Q5YCC5, P0ABC9, P53273, Q8R0M8, Q9SH30, Q1EHB4, P42345, Q55DY8, O88563, P51906, Q91V14, Q6AXR5, Q5F448, Q12705, Q9UI40, D3K0R6, P33527, P54641, Q9Y115, P48553, Q9EPI9, P17970, Q8CFD0, Q62976, O35509, Q5ZM14, Q7T384, O43808, Q8K596, P11024, Q9U6A0, Q9Y4W6, Q8BH79, A2A259, P41216, O23087, F4JAA5, Q9C8G9, Q3UW12, P32331, Q695T7, Q8QGH2, Q42883, Q96SW2, O01666, P28584, Q5H8A6, H2LRU7, P63031, Q86UD5, Q6N075, Q7Z2H8, Q3ZMH1, Q04013, P48051, Q9VGH7, Q68FD5, Q8CD54, P57103, B4GVM9, P59015, Q5XTS1, Q5RKL5, Q9LIC2, Q9Y0A1, P48765, P48768, Q91VE0, Q02280, B1H2N3, Q23917, O70511, P48962, Q96PH1, Q9W0T5, Q8C8R3",3357,442,8103,1.12496613411296,1,0.740702331539712,29.1579556327797
"137","GOTERM_BP_ALL","GO:0006457~protein folding",80,2.12822559191274,0.0170617526021046,"Q2TBI4, Q9ZVJ4, Q4R713, Q9CWM4, Q22235, Q3MHL7, Q9LZK5, P05307, Q8CDN6, Q9UTM4, P28769, Q10209, Q9S7C0, F4JIN3, Q38900, Q7SXW4, Q0Z7W6, Q8R1N4, Q9FF55, Q7KQL8, Q6P6S9, P36183, Q9V3A6, Q5NVI9, Q4HXF6, Q2T9X2, P57759, Q5U508, Q54ES9, Q9VTE5, Q66HD0, P24724, O43047, Q5RCG9, P18253, Q09140, Q38931, Q6Q151, P27798, Q0UP11, Q11067, P63036, Q4R6F8, Q13356, Q9TW32, P24525, Q3MI00, P52009, Q54SR7, Q04960, Q552J0, Q17770, D4AVD4, Q9SF16, Q8LDP4, Q9QVC8, Q2KDW6, P09103, Q95M18, Q9LPC7, O14775, P30946, Q8GYX8, Q7S7Z6, P22953, Q8W4D0, P82995, Q91W90, P34893, P48820, Q6P5P3, Q5ZL00, Q99615, Q9NZJ4, Q8LGG0, P27323, Q28205, P18850, Q9LV09, O43447",3357,158,8103,1.22215812038325,1,0.74006564946309,29.3310184904927
"138","GOTERM_BP_ALL","GO:0071826~ribonucleoprotein complex subunit organization",114,3.03272146847566,0.0183513331815563,"Q1LUA8, Q9CAX6, P62755, Q9C5Z1, Q86HD3, Q7RBT0, P62752, Q9C5Z2, Q09305, P0CL18, Q8T6B9, A5YKK6, Q8T295, P05739, A7RM20, O60508, A0JP85, F4K4E3, O13982, Q8Y7M8, P32911, Q7ZTZ2, Q5ZIY4, O74945, P42795, Q5SWD9, O94653, Q53GS9, A1A5H6, Q9SGA6, B5FZ19, Q9DCD2, Q9VKX4, Q99PV0, Q5AYN6, Q6DRC4, Q7ZUG0, Q9NVX2, Q9VU02, Q7SXM7, Q54KZ8, O14206, P35684, Q2GZQ4, Q1ZXK3, Q0ITS8, Q6P2Q9, Q9LM92, Q99700, P83877, Q18786, O42661, Q6BIK6, P52756, Q5ZJ85, Q6FLF3, Q9LF30, Q755N4, P39524, Q10752, Q9JJY4, Q56P27, Q54C49, Q12874, P63155, Q6AYB3, Q4R8Z2, Q15428, O64650, Q09689, P62323, O14036, P56820, O22785, Q6Z358, Q8H0U4, O94906, Q13107, Q9LZ17, Q54E49, B3N4C7, P17210, Q10190, A1C5V3, Q99633, Q9Y450, Q9C1X1, P37276, Q0V1H5, Q0V8R7, P0CT84, O75533, Q9Z1D1, Q6ZQ08, A7SK48, O94248, O35900, P0DJ54, P0DJ56, Q8NKF4, A7SDW5, Q9JMJ4, Q8RXF1, P46782, Q6NS21, Q5SUF2, O75643, P31674, O54781, Q9BZJ0, P79083, Q9H7B2, Q5ZMS3, Q80X73",3357,234,8103,1.1759354735226,1,0.762452996093394,31.1780601112303
"139","GOTERM_BP_ALL","GO:0048580~regulation of post-embryonic development",20,0.532056397978186,0.0200665040184339,"P07207, P22953, Q8W4D0, Q18786, Q6NLV4, B5X0I6, Q10G81, Q67XX3, P46873, O01775, Q94FB9, Q23551, Q05609, Q95ZQ4, P29503, P55034, Q9ZVH4, Q6ZFZ4, Q8GWT4, Q9U299",3357,31,8103,1.55726599210124,1,0.789742819775031,33.5636655531733
"140","GOTERM_BP_ALL","GO:0034660~ncRNA metabolic process",230,6.11864857674913,0.0205973329489192,"Q45826, Q8VBV3, O94268, Q9H0A0, Q9HDY4, Q09996, Q91WQ3, Q92PX0, P62755, O80775, Q54UB1, Q86HD3, Q90WU3, Q8GUP1, Q10257, Q99MN1, A7MHT9, Q54YD4, Q8C460, P49692, Q04217, Q9VCA5, Q0UWT7, Q9H9Y6, P52432, Q9VK89, Q5ZIY4, Q5SWD9, Q8NDF8, Q5ZIH0, Q7UHU7, A7TMF9, Q6PAT0, Q9CZU3, O94387, Q9C9R3, Q5HZH2, A0A0G2JZ79, Q88IU5, P20447, A2AJK6, Q803X4, Q8N8A6, F4K2E9, Q9SHL7, Q6BIK6, Q9CZD3, O88796, Q6P8C4, O14214, Q86TN4, Q1HFZ0, Q3MIT2, Q9NYH9, Q5QMN3, A7MAZ3, Q9Y2P8, Q8MQJ9, Q5R9I5, Q91WM3, Q6P4S8, Q149F1, Q28E61, Q3T042, Q01780, Q86IZ9, Q6DHJ1, Q56X76, Q12056, Q8C4J7, Q5TUF1, Q8GX84, Q9CWX9, A7SWH1, P62313, Q7SBC6, O36015, Q15024, A1C5V3, Q54CD8, O94480, Q9Y3B2, Q54TJ4, Q59LU0, Q9U299, Q5R631, Q9C1X1, Q9LD90, Q74GW7, P28634, Q75K27, P46778, Q8IY37, O94248, Q14690, Q6VEU1, P47838, Q4IR18, P46782, Q6NS21, Q5M7N8, Q9NR30, P56183, Q7KWX9, Q8BHB4, Q5EAR5, Q9W4M9, P26640, P32598, Q7ZVE0, O22145, Q9CWH5, Q5I0G4, O74777, Q96J94, Q12904, Q9CAX6, Q2KHP8, O94443, Q8S1Z1, Q7SYR1, Q9BTF0, Q9NV31, Q5F3D7, A5I5U3, C1E9Y5, Q9SP08, O00567, Q9UTP9, Q6P8E9, Q14684, Q96PZ0, O94653, O14717, Q8R2N2, Q86KU2, O35130, C5JMX0, P28668, Q8RXN5, Q8R5K4, Q9P4X3, P36428, Q54PB2, Q5U2W5, Q09522, O82413, A6QLH5, P35687, Q2GZQ4, O13861, O23247, P42345, Q8BMJ2, P35182, Q9FMU5, P87144, Q6F2U9, Q3SWZ4, Q7ZYJ9, Q9UJK0, Q6FLF3, Q0P4H0, Q755N4, Q8I5R7, O74351, Q6AYD3, Q4QR99, Q9JI38, Q9H0D6, Q5RFQ0, O14045, Q9VD92, Q5XIA3, O14040, Q9BZE4, O22928, A4IIX9, Q8BP74, Q7SYV0, Q8VCZ8, P21269, Q09916, Q8NI36, Q9D7B1, Q10101, A2RSX7, O82462, A1A4L5, Q9Y2X3, Q5R4J1, Q5ZKM1, Q13395, Q9VAQ5, Q8S9J2, Q9P2J5, Q9SK22, Q07648, Q8H4D4, P53759, Q0V8R7, B2RWS6, Q0CY48, P50750, A0JMQ0, Q9CR57, O95478, Q803A7, O54889, O13823, Q86U44, Q8H136, B3MA91, Q869Q2, Q8K301, Q9HGM5, Q94K73, Q9LZH9, Q4G073, Q9USJ1, Q08DI8, P22232, Q9H7B2, Q06287, Q5JKF2, Q9CY21, Q8BP86, Q9BRS2, Q07G10, Q80X73",3357,499,8103,1.11255576389598,1,0.795524189837149,34.2859174270778
"141","GOTERM_BP_ALL","GO:0080147~root hair cell development",7,0.186219739292365,0.0227418774652016,"O48709, F4JLE5, F4K5J1, Q9LKB9, P55034, F4K2E9, Q0WPX9",3357,7,8103,2.41376228775693,1,0.824390288808076,37.1285444713907
"142","GOTERM_BP_ALL","GO:0048765~root hair cell differentiation",7,0.186219739292365,0.0227418774652016,"O48709, F4JLE5, F4K5J1, Q9LKB9, P55034, F4K2E9, Q0WPX9",3357,7,8103,2.41376228775693,1,0.824390288808076,37.1285444713907
"143","GOTERM_BP_ALL","GO:0048767~root hair elongation",7,0.186219739292365,0.0227418774652016,"O48709, F4JLE5, F4K5J1, Q9LKB9, P55034, F4K2E9, Q0WPX9",3357,7,8103,2.41376228775693,1,0.824390288808076,37.1285444713907
"144","GOTERM_BP_ALL","GO:0048764~trichoblast maturation",7,0.186219739292365,0.0227418774652016,"O48709, F4JLE5, F4K5J1, Q9LKB9, P55034, F4K2E9, Q0WPX9",3357,7,8103,2.41376228775693,1,0.824390288808076,37.1285444713907
"145","GOTERM_BP_ALL","GO:0009814~defense response, incompatible interaction",7,0.186219739292365,0.0227418774652016,"Q9FNK4, O80396, Q9SZ15, P27323, Q9S7H8, Q39024, F4K2E9",3357,7,8103,2.41376228775693,1,0.824390288808076,37.1285444713907
"146","GOTERM_BP_ALL","GO:0090626~plant epidermis morphogenesis",7,0.186219739292365,0.0227418774652016,"Q9CAD5, Q9SAF1, F4K5J1, Q9FHN8, Q8L3Z8, Q9LKB9, Q9LHG8",3357,7,8103,2.41376228775693,1,0.824390288808076,37.1285444713907
"147","GOTERM_BP_ALL","GO:0009873~ethylene-activated signaling pathway",7,0.186219739292365,0.0227418774652016,"O80396, O48538, Q05609, Q8GWE6, Q94AH6, Q9S7J8, P42644",3357,7,8103,2.41376228775693,1,0.824390288808076,37.1285444713907
"148","GOTERM_BP_ALL","GO:0048438~floral whorl development",7,0.186219739292365,0.0227418774652016,"Q10N20, Q9C6B3, F4K5J1, Q8W4D0, Q9LKB9, P55034, Q9LV09",3357,7,8103,2.41376228775693,1,0.824390288808076,37.1285444713907
"149","GOTERM_BP_ALL","GO:0010026~trichome differentiation",7,0.186219739292365,0.0227418774652016,"Q9SAF1, F4K5J1, Q9FHN8, Q8L3Z8, Q9LKB9, Q10G81, Q9LHG8",3357,7,8103,2.41376228775693,1,0.824390288808076,37.1285444713907
"150","GOTERM_BP_ALL","GO:0019852~L-ascorbic acid metabolic process",7,0.186219739292365,0.0227418774652016,"Q5R5D5, Q93VR3, Q46857, P19468, Q2QXY1, P48506, Q9M8S8",3357,7,8103,2.41376228775693,1,0.824390288808076,37.1285444713907
"151","GOTERM_BP_ALL","GO:0046351~disaccharide biosynthetic process",7,0.186219739292365,0.0227418774652016,"G4RK44, Q0JHF8, Q8W0Z9, P46283, Q9SYM4, O23617, Q9ZV48",3357,7,8103,2.41376228775693,1,0.824390288808076,37.1285444713907
"152","GOTERM_BP_ALL","GO:0019228~neuronal action potential",7,0.186219739292365,0.0227418774652016,"Q62976, O70511, Q12955, Q7Z406, G5E8K5, Q9W0Y8, Q99571",3357,7,8103,2.41376228775693,1,0.824390288808076,37.1285444713907
"153","GOTERM_BP_ALL","GO:0048868~pollen tube development",7,0.186219739292365,0.0227418774652016,"Q10N20, Q9M1K2, P54609, Q94KD3, Q9SLK6, Q9SLG9, Q0WPX9",3357,7,8103,2.41376228775693,1,0.824390288808076,37.1285444713907
"154","GOTERM_BP_ALL","GO:0071369~cellular response to ethylene stimulus",7,0.186219739292365,0.0227418774652016,"O80396, O48538, Q05609, Q8GWE6, Q94AH6, Q9S7J8, P42644",3357,7,8103,2.41376228775693,1,0.824390288808076,37.1285444713907
"155","GOTERM_BP_ALL","GO:0072661~protein targeting to plasma membrane",11,0.292631018888002,0.0228038443896691,"O70511, Q54KA7, O18868, Q12955, Q13237, G5E8K5, Q61410, P16157, Q02357, Q8C8R3, Q01484",3357,14,8103,1.89652751180901,1,0.822627645017288,37.2089191060985
"156","GOTERM_BP_ALL","GO:0021700~developmental maturation",61,1.62277201383347,0.0233188559544808,"Q7KRY7, P49858, P30153, O14617, Q9BXS5, Q62976, F4K5J1, P13395, Q8IN94, Q2TGJ4, O08586, O62698, Q24547, P25867, Q24117, Q9VCE1, P12370, F4IEM5, P17210, O01346, Q6R748, P16905, Q9VHS8, P37276, P34624, Q9UJX6, Q2TA06, O04714, Q15349, Q9LKB9, P09622, Q9V359, P05049, Q96JM7, Q99104, P55034, P42345, Q8BGJ0, Q4R9A8, P07207, P53619, P59015, P97477, F4JLE5, P92177, P13582, Q9Y0A1, Q99NH0, Q32Q06, Q01820, F4K2E9, Q9LT02, P27791, F1LMY4, P05132, Q94887, O48709, P92208, Q9VT65, Q8IRI6, Q0WPX9",3357,118,8103,1.24779236909468,1,0.826947892248326,37.873150220782
"157","GOTERM_BP_ALL","GO:0002119~nematode larval development",31,0.824687416866188,0.0247622340365963,"Q21735, P49029, O02621, Q09996, Q09522, P09446, Q9XWZ2, Q11067, Q22235, P34600, Q9U2R0, P46873, O61199, P40614, P52478, P35129, Q17770, O17214, H2KYQ5, A8X5H5, Q09530, Q18786, P48166, P34385, O01775, P41932, Q23551, O01159, Q9TZC4, Q95ZQ4, Q9U299",3357,54,8103,1.38567835037898,1,0.842539212613303,39.6993322593817
"158","GOTERM_BP_ALL","GO:0006767~water-soluble vitamin metabolic process",28,0.74487895716946,0.0266769635367365,"Q9UVT8, Q5R5D5, Q5ZKP2, Q9H3S4, Q9M8S8, O14678, P21369, Q9Y7P0, Q4JIJ3, Q9US41, P48506, P11498, Q9Z735, Q9Z734, Q93VR3, Q58696, O89016, P19468, Q84MD8, P22413, Q9NRN7, Q9KPQ9, P33527, Q46857, Q8W1X2, O00763, A6H730, Q2QXY1",3357,48,8103,1.40802800119154,1,0.861515083038068,42.0432583281849
"159","GOTERM_BP_ALL","GO:1901605~alpha-amino acid metabolic process",102,2.71348762968875,0.0279692968502642,"Q54DD3, Q2KHZ9, Q2RIB4, P49420, Q78JT3, Q9VW26, D3Z7P3, A9V3C0, Q9LN20, Q9WY55, Q94C74, Q0V8E4, P87131, Q54LN4, O34849, P54260, Q8R519, Q9FPH3, O27390, P16120, Q6YP21, Q0JKD0, P19582, Q9P7G9, Q9LYU8, O88986, O08651, Q92203, Q91X83, Q64380, P09622, Q6P7I0, D9IFD5, Q8QZR1, O29445, Q17770, P09103, Q8L970, Q58424, Q9WVL0, Q54GT6, P49079, P49078, Q9S281, Q5XHA8, Q75HE6, Q9NRN7, Q74E52, Q05762, A5PKH3, Q96HN2, D3K0R6, Q9M439, Q9M8D3, Q8TD30, Q86AX3, Q182I1, P54689, Q86H28, P49366, Q67W29, Q94B78, Q8BP74, P05307, Q8RFC2, Q8KFZ5, Q91YE3, Q4JIJ3, Q64542, Q83A83, Q8AAB1, Q9FNK4, P11179, Q9C5C4, Q54XS1, O23254, Q07648, B4RUH2, Q6GME1, O04714, P32528, P00504, Q9UT44, O05394, Q571F8, Q6CLS8, Q9JHW4, P48506, Q71N41, P32232, Q28DB5, Q0V6P9, P19468, Q57695, Q9LV03, P0A962, Q10170, Q63342, P27653, Q7Q6A7, Q54HH2, Q54VI3",3357,210,8103,1.17239882548194,1,0.872180591853459,43.5760445318292
