Uniq_ID,FRP,tube_number,trtmnt_tank,sample_day,infection_status,maturity,RNA_ng.ul,total.yield_ng,elution_vol_ul,org_sample_ul,target,sq_all.runs_mean,sample_pos.neg,Library_ID
6157_224_12,6157,224,cold,2,0,M,19.2,249.6,15,35,Hemato,93.054,pos,380822
6157_423_26,6157,423,cold,17,0,M,25,275,12,all,Hemato,93.054,neg,NA
6157_423_26,6157,423,cold,17,0,M,25,275,12,all,Hemato,93.054,pos,NA
6158_101_9,6158,101,NA,0,1,I,4.18,54.34,15,35,Hemato,587.75,pos,NA
6158_324_12,6158,324,ambient,2,1,I,16.5,247.5,15,NA,Hemato,587.75,pos,NA
6158_483_26,6158,483,ambient,17,1,I,13.3,199.5,15,NA,Hemato,587.75,pos,NA
6159_26_9,6159,26,NA,0,1,I,1.38,62.1,50,all,Hemato,402.25,pos,NA
6159_313_12,6159,313,ambient,2,1,I,2,90,50,all,Hemato,402.25,pos,NA
6159_508_26,6159,508,ambient,17,1,I,7.74,77.4,15,35,Hemato,402.25,pos,NA
6160_238_12,6160,238,cold,2,0,M,38,494,15,35,Hemato,28.975,neg,380822
6160_238_12,6160,238,cold,2,0,M,38,494,15,35,Hemato,28.975,pos,380822
6160_426_26,6160,426,cold,17,0,M,5.28,68.64,14,all,Hemato,28.975,neg,304428
6160_426_26,6160,426,cold,17,0,M,5.28,68.64,14,all,Hemato,28.975,pos,304428
6160_7_9,6160,7,NA,0,0,M,11.8,153.4,15,35,Hemato,28.975,neg,NA
6160_7_9,6160,7,NA,0,0,M,11.8,153.4,15,35,Hemato,28.975,pos,NA
6161_302_12,6161,302,ambient,2,0,M,8.04,120.6,15,NA,Hemato,99.3315,neg,NA
6161_302_12,6161,302,ambient,2,0,M,8.04,120.6,15,NA,Hemato,99.3315,pos,NA
6161_512_26,6161,512,ambient,17,0,M,10.9,109,15,35,Hemato,99.3315,neg,NA
6161_512_26,6161,512,ambient,17,0,M,10.9,109,15,35,Hemato,99.3315,pos,NA
6161_53_9,6161,53,NA,0,0,M,31.2,405.6,15,35,Hemato,99.3315,neg,380820
6161_53_9,6161,53,NA,0,0,M,31.2,405.6,15,35,Hemato,99.3315,pos,380820
6161_53_9,6161,53,NA,0,0,M,15.5,201.5,15,35,Hemato,99.3315,neg,380820
6161_53_9,6161,53,NA,0,0,M,15.5,201.5,15,35,Hemato,99.3315,pos,380820
6162_220_12,6162,220,cold,2,1,I,12.9,167.7,15,35,Hemato,878.75,pos,NA
6162_407_26,6162,407,cold,17,1,I,14.5,217.5,15,all,Hemato,878.75,pos,NA
6163_228_12,6163,228,cold,2,1,I,28,364,15,35,Hemato,141.225,pos,380823
6163_424_26,6163,424,cold,17,1,I,21.4,321,15,NA,Hemato,141.225,pos,NA
6164_257_12,6164,257,cold,2,1,I,27.2,353.6,15,35,Hemato,889.25,pos,380823
6164_460_26,6164,460,cold,17,1,I,1.55,7.75,10,all,Hemato,889.25,pos,NA
6164_71_9,6164,71,NA,0,1,I,18.2,236.6,15,35,Hemato,889.25,pos,NA
6165_360_12,6165,360,ambient,2,0,I,1.55,69.75,50,all,Hemato,50.4366666666667,pos,NA
6165_360_12,6165,360,ambient,2,0,I,1.55,69.75,50,all,,50.4366666666667,pos,NA
6165_469_26,6165,469,ambient,17,0,I,5.16,232.2,50,all,Hemato,50.4366666666667,pos,NA
6165_469_26,6165,469,ambient,17,0,I,5.16,232.2,50,all,,50.4366666666667,pos,NA
6165_469_26,6165,469,ambient,17,0,I,5.16,232.2,50,all,Hemato,50.4366666666667,pos,NA
6165_469_26,6165,469,ambient,17,0,I,5.16,232.2,50,all,,50.4366666666667,pos,NA
6165_55_9,6165,55,NA,0,0,I,1.16,52.2,50,all,Hemato,50.4366666666667,pos,NA
6165_55_9,6165,55,NA,0,0,I,1.16,52.2,50,all,,50.4366666666667,pos,NA
6166_21_9,6166,21,NA,0,0,I,1.72,77.4,50,all,Hemato,126.053,neg,NA
6166_21_9,6166,21,NA,0,0,I,1.72,77.4,50,all,Hemato,126.053,pos,NA
6166_349_12,6166,349,ambient,2,0,I,5.56,250.2,50,all,Hemato,126.053,neg,349
6166_349_12,6166,349,ambient,2,0,I,5.56,250.2,50,all,Hemato,126.053,pos,349
6166_496_26,6166,496,ambient,17,0,I,5.88,264.6,50,all,Hemato,126.053,neg,NA
6166_496_26,6166,496,ambient,17,0,I,5.88,264.6,50,all,Hemato,126.053,pos,NA
6167_207_12,6167,207,cold,2,0,I,1.88,84.6,50,all,Hemato,466.25,pos,NA
6167_414_26,6167,414,cold,17,0,I,7.52,338.4,50,all,Hemato,466.25,pos,NA
6167_414_26,6167,414,cold,17,0,I,28.6,314.6,12,all,Hemato,466.25,pos,NA
6167_45_9,6167,45,NA,0,0,I,5.4,243,50,all,Hemato,466.25,pos,NA
6168_357_12,6168,357,ambient,2,1,I,17.3,224.9,15,35,Hemato,108.75,pos,NA
6168_466_26,6168,466,ambient,17,1,I,18.4,276,15,NA,Hemato,108.75,pos,NA
6169_486_26,6169,486,ambient,17,1,I,5.87,88.05,15,NA,Hemato,334.125,pos,NA
6170_516_26,6170,516,ambient,17,1,I,14,182,14,50,Hemato,656.5,pos,NA
6170_516_26,6170,516,ambient,17,1,I,7,91,14,50,Hemato,656.5,pos,NA
6170_516_26,6170,516,ambient,17,1,I,4.6,59.8,14,10,Hemato,656.5,pos,NA
6171_221_12,6171,221,cold,2,0,I,3.22,144.9,50,all,Hemato,380502.92,pos,221
6171_427_26,6171,427,cold,17,0,I,3.71,166.95,50,all,Hemato,380502.92,pos,427
6171_73_9,6171,73,NA,0,0,I,5.28,237.6,50,all,Hemato,380502.92,pos,73
6172_316_12,6172,316,cold,2,0,M,28.7,373.1,15,35,Hemato,163.475,pos,380822
6173_210_12,6173,210,cold,2,1,I,33.3,432.9,15,35,Hemato,837.75,pos,380823
6173_420_26,6173,420,cold,17,1,I,29.8,387.4,14,all,Hemato,837.75,pos,304428
6173_63_9,6173,63,NA,0,1,I,10,130,15,35,Hemato,837.75,pos,NA
6174_20_9,6174,20,NA,0,1,I,27.7,360.1,15,35,Hemato,182.25,pos,380821
6174_233_12,6174,233,cold,2,1,I,35.2,457.6,15,35,Hemato,182.25,pos,380823
6174_433_26,6174,433,cold,17,1,I,17.6,264,15,all,Hemato,182.25,pos,NA
6175_246_12,6175,246,cold,2,0,I,20.7,269.1,15,35,Hemato,NA,pos 6 rep ,380822
6175_246_12,6175,246,cold,2,0,I,20.7,269.1,15,35,Hemato,NA,pos,380822
6175_447_26,6175,447,cold,17,0,I,7.2,93.6,14,all,Hemato,NA,pos 6 rep ,304428
6175_447_26,6175,447,cold,17,0,I,7.2,93.6,14,all,Hemato,NA,pos,304428
6175_67_9,6175,67,NA,0,0,I,13.9,180.7,15,35,Hemato,NA,pos 6 rep ,NA
6175_67_9,6175,67,NA,0,0,I,13.9,180.7,15,35,Hemato,NA,pos,NA
6176_329_12,6176,329,ambient,2,0,M,2.9,37.7,15,35,Hemato,55.1025,neg,NA
6176_329_12,6176,329,ambient,2,0,M,2.9,37.7,15,35,Hemato,55.1025,pos,NA
6176_48_9,6176,48,NA,0,0,M,3.1,40.3,15,35,Hemato,55.1025,neg,NA
6176_48_9,6176,48,NA,0,0,M,3.1,40.3,15,35,Hemato,55.1025,pos,NA
6176_490_26,6176,490,ambient,17,0,M,10.7,107,15,35,Hemato,55.1025,neg,NA
6176_490_26,6176,490,ambient,17,0,M,10.7,107,15,35,Hemato,55.1025,pos,NA
6177_250_12,6177,250,cold,2,1,I,31.6,410.8,15,35,Hemato,416.25,pos,380823
6177_456_26,6177,456,cold,17,1,I,19.9,298.5,15,all,Hemato,416.25,pos,NA
6177_54_9,6177,54,NA,0,1,I,25.2,327.6,15,35,Hemato,416.25,pos,380821
6178_124_9,6178,124,NA,0,0,M,22.8,296.4,15,35,Hemato,439.45,pos,380820
6178_124_9,6178,124,NA,0,0,M,16.6,215.8,15,35,Hemato,439.45,pos,380820
6178_218_12,6178,218,cold,2,0,M,12.5,162.5,15,35,Hemato,439.45,pos,380822
6179_315_12,6179,315,ambient,2,0,M,17.8,231.4,15,35,Hemato,23.67825,neg,NA
6179_315_12,6179,315,ambient,2,0,M,17.8,231.4,15,35,Hemato,23.67825,pos,NA
6179_34_9,6179,34,NA,0,0,M,7.84,101.92,15,35,Hemato,23.67825,neg,NA
6179_34_9,6179,34,NA,0,0,M,7.84,101.92,15,35,Hemato,23.67825,pos,NA
6179_515_26,6179,515,ambient,17,0,M,7.23,72.3,15,35,Hemato,23.67825,neg,NA
6179_515_26,6179,515,ambient,17,0,M,7.23,72.3,15,35,Hemato,23.67825,pos,NA
6180_149_9,6180,149,NA,0,0,I,2.51,112.95,50,all,Hemato,64.89725,neg,NA
6180_149_9,6180,149,NA,0,0,I,2.51,112.95,50,all,Hemato,64.89725,pos,NA
6180_370_12,6180,370,warm,2,0,I,1.8,81,50,all,Hemato,64.89725,neg,NA
6180_370_12,6180,370,warm,2,0,I,1.8,81,50,all,Hemato,64.89725,pos,NA
6180_402_26,6180,402,warm,17,0,I,10.3,133.9,15,70,Hemato,64.89725,neg,329777
6180_402_26,6180,402,warm,17,0,I,10.3,133.9,15,70,Hemato,64.89725,pos,329777
6180_402_26,6180,402,warm,17,0,I,1.46,65.7,50,all,Hemato,64.89725,neg,329777
6180_402_26,6180,402,warm,17,0,I,1.46,65.7,50,all,Hemato,64.89725,pos,329777
6180_402_26,6180,402,warm,17,0,I,4.36,21.8,10,all,Hemato,64.89725,neg,329777
6180_402_26,6180,402,warm,17,0,I,4.36,21.8,10,all,Hemato,64.89725,pos,329777
6181_175_9,6181,175,NA,0,0,I,1.64,73.8,50,all,Hemato,88.7748333333333,neg,NA
6181_175_9,6181,175,NA,0,0,I,1.64,73.8,50,all,,88.7748333333333,pos,NA
6181_175_9,6181,175,NA,0,0,I,1.64,73.8,50,all,Hemato,88.7748333333333,pos,NA
6181_355_12,6181,355,ambient,2,0,I,3.32,149.4,50,all,Hemato,88.7748333333333,neg,NA
6181_355_12,6181,355,ambient,2,0,I,3.32,149.4,50,all,,88.7748333333333,pos,NA
6181_355_12,6181,355,ambient,2,0,I,3.32,149.4,50,all,Hemato,88.7748333333333,pos,NA
6181_470_26,6181,470,ambient,17,0,I,5.28,237.6,50,all,Hemato,88.7748333333333,neg,NA
6181_470_26,6181,470,ambient,17,0,I,5.28,237.6,50,all,,88.7748333333333,pos,NA
6181_470_26,6181,470,ambient,17,0,I,5.28,237.6,50,all,Hemato,88.7748333333333,pos,NA
6182_462_26,6182,462,ambient,17,1,I,3.3,16.5,10,all,Hemato,7371.25,pos,NA
6183_322_12,6183,322,ambient,2,1,I,2.69,121.05,50,all,Hemato,1781.16666666667,pos,NA
6183_494_26,6183,494,ambient,17,1,I,2.66,119.7,50,all,Hemato,1781.16666666667,pos,NA
6184_148_9,6184,148,NA,0,1,I,5.08,228.6,50,all,Hemato,255.666666666667,pos,NA
6184_318_12,6184,318,ambient,2,1,I,2.84,127.8,50,all,Hemato,255.666666666667,pos,NA
6184_513_26,6184,513,ambient,17,1,I,1.44,64.8,50,all,Hemato,255.666666666667,pos,NA
6185_145_9,6185,145,NA,0,0,I,4.4,198,50,all,Hemato,166.4825,pos,NA
6185_336_12,6185,336,ambient,2,0,I,2.62,117.9,50,all,Hemato,166.4825,pos,NA
6185_487_26,6185,487,ambient,17,0,I,3.51,157.95,50,all,Hemato,166.4825,pos,NA
6186_171_9,6186,171,NA,0,0,I,3.41,153.45,50,all,Hemato,126.5735,neg,NA
6186_171_9,6186,171,NA,0,0,I,3.41,153.45,50,all,Hemato,126.5735,pos,NA
6186_306_12,6186,306,ambient,2,0,I,3.03,136.35,50,all,Hemato,126.5735,neg,NA
6186_306_12,6186,306,ambient,2,0,I,3.03,136.35,50,all,Hemato,126.5735,pos,NA
6186_510_26,6186,510,ambient,17,0,I,1.62,72.9,50,all,Hemato,126.5735,neg,NA
6186_510_26,6186,510,ambient,17,0,I,1.62,72.9,50,all,Hemato,126.5735,pos,NA
6187_158_9,6187,158,NA,0,1,I,18.6,241.8,15,35,Hemato,1447.25,pos,380821
6187_239_12,6187,239,cold,2,1,I,20.3,263.9,15,35,Hemato,1447.25,pos,NA
6187_431_26,6187,431,cold,17,1,I,37.2,483.6,14,all,Hemato,1447.25,pos,304428
6187_431_26,6187,431,cold,17,1,I,8.38,108.94,14,all,Hemato,1447.25,pos,304428
6188_172_9,6188,172,NA,0,1,I,84,1092,15,35,Hemato,641.75,pos,NA
6188_245_12,6188,245,cold,2,1,I,31.5,409.5,15,35,Hemato,641.75,pos,NA
6188_443_26,6188,443,cold,17,1,I,59.4,772.2,14,all,Hemato,641.75,pos,304428
6188_443_26,6188,443,cold,17,1,I,7.28,94.64,14,all,Hemato,641.75,pos,304428
6189_216_12,6189,216,cold,2,0,I,44.4,577.2,15,35,Hemato,87.0075,neg,380822
6189_216_12,6189,216,cold,2,0,I,44.4,577.2,15,35,Hemato,87.0075,pos,380822
6190_101_9,6190,101,NA,0,3,M,4.18,54.34,15,35,Hemato,63.3325,pos,NA
6190_256_12,6190,256,cold,2,3,M,13.1,196.5,15,35,Hemato,63.3325,pos,NA
6190_452_26,6190,452,cold,17,3,M,2.64,13.2,10,all,Hemato,63.3325,pos,NA
6191_227_12,6191,227,cold,2,0,I,18,234,15,35,Hemato,266.14825,neg,380822
6191_227_12,6191,227,cold,2,0,I,18,234,15,35,Hemato,266.14825,pos,380822
6191_442_26,6191,442,cold,17,0,I,4,52,14,all,Hemato,266.14825,neg,304428
6191_442_26,6191,442,cold,17,0,I,4,52,14,all,Hemato,266.14825,pos,304428
6191_95_9,6191,95,NA,0,0,I,11.5,149.5,15,35,Hemato,266.14825,neg,NA
6191_95_9,6191,95,NA,0,0,I,11.5,149.5,15,35,Hemato,266.14825,pos,NA
6192_178_9,6192,178,NA,0,1,I,26,1170,50,all,Hemato,1119,pos,178
6192_359_12,6192,359,ambient,2,1,I,5.68,255.6,50,all,Hemato,1119,pos,359
6192_463_26,6192,463,ambient,17,1,I,2.83,127.35,50,all,Hemato,1119,pos,463
6193_174_9,6193,174,NA,0,1,I,3.36,151.2,50,all,Hemato,363,pos,NA
6193_333_12,6193,333,ambient,2,1,I,6.08,273.6,50,all,Hemato,363,pos,NA
6193_482_26,6193,482,ambient,17,1,I,5.12,230.4,50,all,Hemato,363,pos,NA
6194_235_12,6194,235,cold,2,0,M,13.7,178.1,15,70,Hemato,59.725,pos,329775
6194_432_26,6194,432,cold,17,0,M,14.1,352.5,30,all,Hemato,59.725,pos,329777
6194_432_26,6194,432,cold,17,0,M,26.7,347.1,15,70,Hemato,59.725,pos,329777
6194_98_9,6194,98,NA,0,0,M,13.3,172.9,15,70,Hemato,59.725,pos,NA
6195_150_9,6195,150,NA,0,1,I,5.04,226.8,50,all,Hemato,248.166666666667,pos,NA
6195_150_9,6195,150,NA,0,1,I,5.04,226.8,50,all,,248.166666666667,pos,NA
6195_304_12,6195,304,ambient,2,1,I,2.69,121.05,50,all,Hemato,248.166666666667,pos,NA
6195_304_12,6195,304,ambient,2,1,I,2.69,121.05,50,all,,248.166666666667,pos,NA
6195_501_26,6195,501,ambient,17,1,I,3.41,153.45,50,all,Hemato,248.166666666667,pos,NA
6195_501_26,6195,501,ambient,17,1,I,3.41,153.45,50,all,,248.166666666667,pos,NA
6196_170_9,6196,170,NA,0,1,I,23.1,300.3,15,35,Hemato,455.75,pos,NA
6196_203_12,6196,203,cold,2,1,I,42,546,15,35,Hemato,455.75,pos,NA
6196_408_26,6196,408,cold,17,1,I,18,234,14,all,Hemato,455.75,pos,304428
6197_161_9,6197,161,NA,0,0,M,16.9,219.7,15,70,Hemato,924.974833333333,neg,NA
6197_161_9,6197,161,NA,0,0,M,16.9,219.7,15,70,Hemato,924.974833333333,pos,NA
6197_244_12,6197,244,cold,2,0,M,23.9,310.7,15,70,Hemato,924.974833333333,neg,329775
6197_244_12,6197,244,cold,2,0,M,23.9,310.7,15,70,Hemato,924.974833333333,pos,329775
6197_449_26,6197,449,cold,17,0,M,19.8,257.4,15,70,Hemato,924.974833333333,neg,304428
6197_449_26,6197,449,cold,17,0,M,19.8,257.4,15,70,Hemato,924.974833333333,neg,329777
6197_449_26,6197,449,cold,17,0,M,19.8,257.4,15,70,Hemato,924.974833333333,pos,304428
6197_449_26,6197,449,cold,17,0,M,19.8,257.4,15,70,Hemato,924.974833333333,pos,329777
6197_449_26,6197,449,cold,17,0,M,15.9,206.7,14,all,Hemato,924.974833333333,neg,304428
6197_449_26,6197,449,cold,17,0,M,15.9,206.7,14,all,Hemato,924.974833333333,neg,329777
6197_449_26,6197,449,cold,17,0,M,15.9,206.7,14,all,Hemato,924.974833333333,pos,304428
6197_449_26,6197,449,cold,17,0,M,15.9,206.7,14,all,Hemato,924.974833333333,pos,329777
6198_154_9,6198,154,NA,0,1,I,1.32,59.4,50,all,Hemato,NA,POS,NA
6198_154_9,6198,154,NA,0,1,I,1.32,59.4,50,all,Hemato,NA,pos,NA
6198_230_12,6198,230,cold,2,1,I,6.2,279,50,all,Hemato,NA,POS,NA
6198_230_12,6198,230,cold,2,1,I,6.2,279,50,all,Hemato,NA,pos,NA
6198_428_26,6198,428,cold,17,1,I,17.8,231.4,14,all,Hemato,NA,POS,NA
6198_428_26,6198,428,cold,17,1,I,17.8,231.4,14,all,Hemato,NA,pos,NA
6198_428_26,6198,428,cold,17,1,I,2.75,123.75,50,all,Hemato,NA,POS,NA
6198_428_26,6198,428,cold,17,1,I,2.75,123.75,50,all,Hemato,NA,pos,NA
6199_151_9,6199,151,NA,0,1,I,18.6,241.8,15,35,Hemato,1549.75,pos,380821
6199_151_9,6199,151,NA,0,1,I,18.6,241.8,15,35,Hemato,1549.75,pos,151
6199_254_12,6199,254,cold,2,1,I,28.4,369.2,15,35,Hemato,1549.75,pos,254
6199_445_26,6199,445,cold,17,1,I,20.4,306,15,all,Hemato,1549.75,pos,445
6200_208_12,6200,208,cold,2,3,M,14.1,211.5,15,35,Hemato,135.20225,neg,NA
6200_208_12,6200,208,cold,2,3,M,14.1,211.5,15,35,Hemato,135.20225,pos,NA
6200_416_26,6200,416,cold,17,3,M,2.94,14.7,10,all,Hemato,135.20225,neg,NA
6200_416_26,6200,416,cold,17,3,M,2.94,14.7,10,all,Hemato,135.20225,pos,NA
6200_94_9,6200,94,NA,0,3,M,19.1,286.5,15,35,Hemato,135.20225,neg,NA
6200_94_9,6200,94,NA,0,3,M,19.1,286.5,15,35,Hemato,135.20225,pos,NA
6201_163_9,6201,163,NA,0,1,I,16.3,211.9,15,35,Hemato,372.85,pos,380821
6201_163_9,6201,163,NA,0,1,I,16.3,211.9,15,35,,372.85,pos,380821
6201_341_12,6201,341,ambient,2,1,I,17.9,232.7,15,35,Hemato,372.85,pos,NA
6201_341_12,6201,341,ambient,2,1,I,17.9,232.7,15,35,,372.85,pos,NA
6201_478_26,6201,478,ambient,17,1,I,9.88,247,30,all,Hemato,372.85,pos,NA
6201_478_26,6201,478,ambient,17,1,I,9.88,247,30,all,,372.85,pos,NA
6202_109_9,6202,109,NA,0,1,I,3.76,48.88,15,35,Hemato,1377.75,pos,NA
6202_337_12,6202,337,ambient,2,1,I,23.7,237,15,35,Hemato,1377.75,pos,NA
6203_113_9,6203,113,NA,0,0,M,38.1,495.3,15,70,Hemato,3069.6,pos,113
6203_222_12,6203,222,cold,2,0,M,30.6,397.8,15,70,Hemato,3069.6,pos,329775
6203_222_12,6203,222,cold,2,0,M,30.6,397.8,15,70,Hemato,3069.6,pos,222
6203_425_26,6203,425,cold,17,0,M,29.9,388.7,15,70,Hemato,3069.6,pos,329777
6203_425_26,6203,425,cold,17,0,M,29.9,388.7,15,70,Hemato,3069.6,pos,425
6204_114_9,6204,114,NA,0,3,M,6.37,95.55,15,35,Hemato,385,pos,NA
6204_114_9,6204,114,NA,0,3,M,5.37,80.55,15,NA,Hemato,385,pos,NA
6204_252_12,6204,252,cold,2,3,M,10.5,157.5,15,35,Hemato,385,pos,NA
6204_448_26,6204,448,cold,17,3,M,11.4,57,10,all,Hemato,385,pos,NA
6205_121_9,6205,121,NA,0,0,I,6.23,80.99,15,35,Hemato,6631.83333333333,pos,NA
6205_121_9,6205,121,NA,0,0,I,6.23,80.99,15,35,,6631.83333333333,pos,NA
6205_475_26,6205,475,ambient,17,0,I,13.1,196.5,15,NA,Hemato,6631.83333333333,pos,NA
6205_475_26,6205,475,ambient,17,0,I,13.1,196.5,15,NA,,6631.83333333333,pos,NA
6206_103_9,6206,103,NA,0,1,I,16,208,15,35,Hemato,297.65,pos,380821
6206_319_12,6206,319,ambient,2,1,I,11.2,168,15,NA,Hemato,297.65,pos,NA
6206_509_26,6206,509,ambient,17,1,I,9.75,97.5,15,35,Hemato,297.65,pos,NA
6207_128_9,6207,128,NA,0,1,I,5.32,239.4,50,all,Hemato,145.75,pos,NA
6207_202_12,6207,202,cold,2,1,I,4.68,210.6,50,all,Hemato,145.75,pos,NA
6207_412_26,6207,412,cold,17,1,I,5,225,50,all,Hemato,145.75,pos,NA
6208_106_9,6208,106,NA,0,1,I,3.1,139.5,50,all,Hemato,87232.75,pos,NA
6208_229_12,6208,229,cold,2,1,I,2.12,95.4,50,all,Hemato,87232.75,pos,NA
6208_435_26,6208,435,cold,17,1,I,20.8,270.4,14,all,Hemato,87232.75,pos,NA
6208_435_26,6208,435,cold,17,1,I,0.92,41.4,50,all,Hemato,87232.75,pos,NA
6209_125_9,6209,125,NA,0,1,I,5.88,264.6,50,all,Hemato,317,pos,NA
6209_251_12,6209,251,cold,2,1,I,4.8,216,50,all,Hemato,317,pos,NA
6209_444_26,6209,444,cold,17,1,I,8.24,370.8,50,all,Hemato,317,pos,NA
6210_274_12,6210,274,warm,2,1,I,2.44,109.8,50,all,Hemato,4572.5,pos,NA
6210_401_26,6210,401,warm,17,1,I,2.18,98.1,50,all,Hemato,4572.5,pos,329776
6210_401_26,6210,401,warm,17,1,I,5.27,68.51,15,70,Hemato,4572.5,pos,329776
6211_118_9,6211,118,NA,0,1,I,51,663,15,70,Hemato,105477.333333333,pos,118
6211_118_9,6211,118,NA,0,1,I,51,663,15,70,,105477.333333333,pos,118
6211_349_12,6211,349,ambient,2,1,I,5.56,250.2,50,all,Hemato,105477.333333333,pos,349
6211_349_12,6211,349,ambient,2,1,I,5.56,250.2,50,all,,105477.333333333,pos,349
6211_481_26,6211,481,ambient,17,1,I,17.9,232.7,15,70,Hemato,105477.333333333,pos,329776
6211_481_26,6211,481,ambient,17,1,I,17.9,232.7,15,70,Hemato,105477.333333333,pos,481
6211_481_26,6211,481,ambient,17,1,I,17.9,232.7,15,70,,105477.333333333,pos,329776
6211_481_26,6211,481,ambient,17,1,I,17.9,232.7,15,70,,105477.333333333,pos,481
6212_132_9,6212,132,NA,0,1,I,11.3,146.9,15,70,Hemato,333000,pos,132
6212_334_12,6212,334,ambient,2,1,I,15.6,202.8,15,70,Hemato,333000,pos,329771
6212_334_12,6212,334,ambient,2,1,I,15.6,202.8,15,70,Hemato,333000,pos,334
6212_485_26,6212,485,ambient,17,1,I,7.61,98.93,15,70,Hemato,333000,pos,304428
6212_485_26,6212,485,ambient,17,1,I,7.61,98.93,15,70,Hemato,333000,pos,329776
6212_485_26,6212,485,ambient,17,1,I,7.61,98.93,15,70,Hemato,333000,pos,485
6212_485_26,6212,485,ambient,17,1,I,5.52,71.76,14,all,Hemato,333000,pos,304428
6212_485_26,6212,485,ambient,17,1,I,5.52,71.76,14,all,Hemato,333000,pos,329776
6212_485_26,6212,485,ambient,17,1,I,5.52,71.76,14,all,Hemato,333000,pos,485
6213_108_9,6213,108,NA,0,0,I,13.6,176.8,15,35,Hemato,74.915,neg,380820
6213_108_9,6213,108,NA,0,0,I,13.6,176.8,15,35,Hemato,74.915,pos,380820
6213_310_12,6213,310,ambient,2,0,I,27.3,354.9,15,35,Hemato,74.915,neg,NA
6213_310_12,6213,310,ambient,2,0,I,27.3,354.9,15,35,Hemato,74.915,pos,NA
6213_506_26,6213,506,ambient,17,0,I,1.54,38.5,30,all,Hemato,74.915,neg,NA
6213_506_26,6213,506,ambient,17,0,I,1.54,38.5,30,all,Hemato,74.915,pos,NA
6214_107_9,6214,107,NA,0,1,I,2.59,116.55,50,all,Hemato,NA,POS,NA
6214_107_9,6214,107,NA,0,1,I,2.59,116.55,50,all,,NA,pos,NA
6214_107_9,6214,107,NA,0,1,I,2.59,116.55,50,all,Hemato,NA,pos,NA
6214_311_12,6214,311,ambient,2,1,I,2.05,92.25,50,all,Hemato,NA,POS,NA
6214_311_12,6214,311,ambient,2,1,I,2.05,92.25,50,all,,NA,pos,NA
6214_311_12,6214,311,ambient,2,1,I,2.05,92.25,50,all,Hemato,NA,pos,NA
6214_504_26,6214,504,ambient,17,1,I,15.5,697.5,50,all,Hemato,NA,POS,329776
6214_504_26,6214,504,ambient,17,1,I,15.5,697.5,50,all,,NA,pos,329776
6214_504_26,6214,504,ambient,17,1,I,15.5,697.5,50,all,Hemato,NA,pos,329776
6214_504_26,6214,504,ambient,17,1,I,13.2,171.6,15,70,Hemato,NA,POS,329776
6214_504_26,6214,504,ambient,17,1,I,13.2,171.6,15,70,,NA,pos,329776
6214_504_26,6214,504,ambient,17,1,I,13.2,171.6,15,70,Hemato,NA,pos,329776
6215_23_9,6215,23,NA,0,1,I,1.16,52.2,50,all,Hemato,307.833333333333,pos,NA
6215_253_12,6215,253,cold,2,1,#N/A,0.84,37.8,50,all,Hemato,307.833333333333,pos,NA
6215_457_26,6215,457,cold,17,1,#N/A,3.58,161.1,50,all,Hemato,307.833333333333,pos,329776
6215_457_26,6215,457,cold,17,1,#N/A,10,130,15,70,Hemato,307.833333333333,pos,329776
6216_267_12,6216,267,warm,2,0,I,4.88,219.6,50,all,Hemato,2.53,neg,NA
6216_40_9,6216,40,NA,0,0,I,1.75,78.75,50,all,Hemato,2.53,neg,NA
6217_129_9,6217,129,NA,0,0,I,16.7,217.1,15,70,Hemato,NA,,NA
6218_373_12,6218,373,warm,2,3,I,14.3,214.5,15,NA,Hemato,0.8835,neg,NA
6218_93_9,6218,93,NA,0,3,I,19.1,286.5,15,35,Hemato,0.8835,neg,NA
6219_116_9,6219,116,NA,0,1,I,4.2,189,50,all,Hemato,652,pos,NA
6219_276_12,6219,276,warm,2,1,I,4.2,189,50,all,Hemato,652,pos,NA
6220_162_9,6220,162,NA,0,1,I,2.88,129.6,50,all,Hemato,198,pos,NA
6220_293_12,6220,293,warm,2,1,I,8.52,383.4,50,all,Hemato,198,pos,NA
6221_16_9,6221,16,NA,0,1,I,10.2,459,50,all,Hemato,146.5,pos,NA
6221_16_9,6221,16,NA,0,1,I,10.2,459,50,all,Hemato,146.5,pos,NA
6221_380_12,6221,380,warm,2,1,I,3.03,136.35,50,all,Hemato,146.5,pos,NA
6222_1_9,6222,1,NA,0,0,M,13,169,15,35,Hemato,5.81,pos,NA
6223_270_12,6223,270,warm,2,0,M,29.3,380.9,15,35,Hemato,0.4255,neg,380824
6224_277_12,6224,277,warm,2,1,I,9.32,419.4,50,all,Hemato,52.3,pos,NA
6224_74_9,6224,74,NA,0,1,I,4.6,207,50,all,Hemato,52.3,pos,NA
6225_298_12,6225,298,warm,2,1,I,2.1,94.5,50,all,Hemato,163000,pos,NA
6225_92_9,6225,92,NA,0,1,I,6.56,295.2,50,all,Hemato,163000,pos,NA
6226_260_12,6226,260,warm,2,0,I,8.28,372.6,50,all,Hemato,1.93,neg,NA
6226_85_9,6226,85,NA,0,0,I,10.8,486,50,all,Hemato,1.93,neg,NA
6227_366_12,6227,366,warm,2,1,I,2.41,108.45,50,all,Hemato,70.75,pos,NA
