Uniq_ID,FRP,tube_number,trtmnt_tank,sample_day,infection_status,maturity,RNA_ng.ul,total.yield_ng,elution_vol_ul,org_sample_ul,target,sq_all.runs_mean
6173_63_9,6173,63,NA,9,1,I,10,130,15,35,Hemato,837.75
6174_20_9,6174,20,NA,9,1,I,27.7,360.1,15,35,Hemato,182.25
6174_233_12,6174,233,cold,12,1,I,35.2,457.6,15,35,Hemato,182.25
6174_433_26,6174,433,cold,26,1,I,17.6,264,15,all,Hemato,182.25
6175_246_12,6175,246,cold,12,0,I,20.7,269.1,15,35,Hemato,NA
6175_246_12,6175,246,cold,12,0,I,20.7,269.1,15,35,Hemato,NA
6175_447_26,6175,447,cold,26,0,I,7.2,93.6,14,all,Hemato,NA
6175_447_26,6175,447,cold,26,0,I,7.2,93.6,14,all,Hemato,NA
6175_67_9,6175,67,NA,9,0,I,13.9,180.7,15,35,Hemato,NA
6175_67_9,6175,67,NA,9,0,I,13.9,180.7,15,35,Hemato,NA
6176_329_12,6176,329,ambient,12,0,M,2.9,37.7,15,35,Hemato,55.1025
6176_329_12,6176,329,ambient,12,0,M,2.9,37.7,15,35,Hemato,55.1025
6176_48_9,6176,48,NA,9,0,M,3.1,40.3,15,35,Hemato,55.1025
6176_48_9,6176,48,NA,9,0,M,3.1,40.3,15,35,Hemato,55.1025
6176_490_26,6176,490,ambient,26,0,M,10.7,107,15,35,Hemato,55.1025
6176_490_26,6176,490,ambient,26,0,M,10.7,107,15,35,Hemato,55.1025
6177_250_12,6177,250,cold,12,1,I,31.6,410.8,15,35,Hemato,416.25
6177_456_26,6177,456,cold,26,1,I,19.9,298.5,15,all,Hemato,416.25
6177_54_9,6177,54,NA,9,1,I,25.2,327.6,15,35,Hemato,416.25
6178_124_9,6178,124,NA,9,0,M,22.8,296.4,15,35,Hemato,439.45
6178_124_9,6178,124,NA,9,0,M,16.6,215.8,15,35,Hemato,439.45
6178_218_12,6178,218,cold,12,0,M,12.5,162.5,15,35,Hemato,439.45
6179_315_12,6179,315,ambient,12,0,M,17.8,231.4,15,35,Hemato,23.67825
6179_315_12,6179,315,ambient,12,0,M,17.8,231.4,15,35,Hemato,23.67825
6179_34_9,6179,34,NA,9,0,M,7.84,101.92,15,35,Hemato,23.67825
6179_34_9,6179,34,NA,9,0,M,7.84,101.92,15,35,Hemato,23.67825
6179_515_26,6179,515,ambient,26,0,M,7.23,72.3,15,35,Hemato,23.67825
6179_515_26,6179,515,ambient,26,0,M,7.23,72.3,15,35,Hemato,23.67825
6180_149_9,6180,149,NA,9,0,I,2.51,112.95,50,all,Hemato,64.89725
6180_149_9,6180,149,NA,9,0,I,2.51,112.95,50,all,Hemato,64.89725
6180_370_12,6180,370,warm,12,0,I,1.8,81,50,all,Hemato,64.89725
6180_370_12,6180,370,warm,12,0,I,1.8,81,50,all,Hemato,64.89725
6180_402_26,6180,402,warm,26,0,I,10.3,133.9,15,70,Hemato,64.89725
6180_402_26,6180,402,warm,26,0,I,10.3,133.9,15,70,Hemato,64.89725
6180_402_26,6180,402,warm,26,0,I,1.46,65.7,50,all,Hemato,64.89725
6180_402_26,6180,402,warm,26,0,I,1.46,65.7,50,all,Hemato,64.89725
6180_402_26,6180,402,warm,26,0,I,4.36,21.8,10,all,Hemato,64.89725
6180_402_26,6180,402,warm,26,0,I,4.36,21.8,10,all,Hemato,64.89725
6181_175_9,6181,175,NA,9,0,I,1.64,73.8,50,all,Hemato,88.77483333
6181_175_9,6181,175,NA,9,0,I,1.64,73.8,50,all,,88.77483333
6181_175_9,6181,175,NA,9,0,I,1.64,73.8,50,all,Hemato,88.77483333
6181_355_12,6181,355,ambient,12,0,I,3.32,149.4,50,all,Hemato,88.77483333
6181_355_12,6181,355,ambient,12,0,I,3.32,149.4,50,all,,88.77483333
6181_355_12,6181,355,ambient,12,0,I,3.32,149.4,50,all,Hemato,88.77483333
6181_470_26,6181,470,ambient,26,0,I,5.28,237.6,50,all,Hemato,88.77483333
6181_470_26,6181,470,ambient,26,0,I,5.28,237.6,50,all,,88.77483333
6181_470_26,6181,470,ambient,26,0,I,5.28,237.6,50,all,Hemato,88.77483333
6182_462_26,6182,462,ambient,26,1,I,3.3,16.5,10,all,Hemato,7371.25
6183_322_12,6183,322,ambient,12,1,I,2.69,121.05,50,all,Hemato,1781.166667
6183_494_26,6183,494,ambient,26,1,I,2.66,119.7,50,all,Hemato,1781.166667
6184_148_9,6184,148,NA,9,1,I,5.08,228.6,50,all,Hemato,255.6666667
6184_318_12,6184,318,ambient,12,1,I,2.84,127.8,50,all,Hemato,255.6666667
6184_513_26,6184,513,ambient,26,1,I,1.44,64.8,50,all,Hemato,255.6666667
6185_145_9,6185,145,NA,9,0,I,4.4,198,50,all,Hemato,166.4825
6185_336_12,6185,336,ambient,12,0,I,2.62,117.9,50,all,Hemato,166.4825
6185_487_26,6185,487,ambient,26,0,I,3.51,157.95,50,all,Hemato,166.4825
6186_171_9,6186,171,NA,9,0,I,3.41,153.45,50,all,Hemato,126.5735
6186_171_9,6186,171,NA,9,0,I,3.41,153.45,50,all,Hemato,126.5735
6186_306_12,6186,306,ambient,12,0,I,3.03,136.35,50,all,Hemato,126.5735
6186_306_12,6186,306,ambient,12,0,I,3.03,136.35,50,all,Hemato,126.5735
6186_510_26,6186,510,ambient,26,0,I,1.62,72.9,50,all,Hemato,126.5735
6186_510_26,6186,510,ambient,26,0,I,1.62,72.9,50,all,Hemato,126.5735
6187_158_9,6187,158,NA,9,1,I,18.6,241.8,15,35,Hemato,1447.25
6187_239_12,6187,239,cold,12,1,I,20.3,263.9,15,35,Hemato,1447.25
6187_431_26,6187,431,cold,26,1,I,37.2,483.6,14,all,Hemato,1447.25
6187_431_26,6187,431,cold,26,1,I,8.38,108.94,14,all,Hemato,1447.25
6188_172_9,6188,172,NA,9,1,I,84,1092,15,35,Hemato,641.75
6188_245_12,6188,245,cold,12,1,I,31.5,409.5,15,35,Hemato,641.75
6188_443_26,6188,443,cold,26,1,I,59.4,772.2,14,all,Hemato,641.75
6188_443_26,6188,443,cold,26,1,I,7.28,94.64,14,all,Hemato,641.75
6189_216_12,6189,216,cold,12,0,I,44.4,577.2,15,35,Hemato,87.0075
6189_216_12,6189,216,cold,12,0,I,44.4,577.2,15,35,Hemato,87.0075
6190_101_9,6190,101,NA,9,3,M,4.18,54.34,15,35,Hemato,63.3325
6190_256_12,6190,256,cold,12,3,M,13.1,196.5,15,35,Hemato,63.3325
6190_452_26,6190,452,cold,26,3,M,2.64,13.2,10,all,Hemato,63.3325
6191_227_12,6191,227,cold,12,0,I,18,234,15,35,Hemato,266.14825
6191_227_12,6191,227,cold,12,0,I,18,234,15,35,Hemato,266.14825
6191_442_26,6191,442,cold,26,0,I,4,52,14,all,Hemato,266.14825
6191_442_26,6191,442,cold,26,0,I,4,52,14,all,Hemato,266.14825
6191_95_9,6191,95,NA,9,0,I,11.5,149.5,15,35,Hemato,266.14825
6191_95_9,6191,95,NA,9,0,I,11.5,149.5,15,35,Hemato,266.14825
6192_178_9,6192,178,NA,9,1,I,26,1170,50,all,Hemato,1119
6192_359_12,6192,359,ambient,12,1,I,5.68,255.6,50,all,Hemato,1119
6192_463_26,6192,463,ambient,26,1,I,2.83,127.35,50,all,Hemato,1119
6193_174_9,6193,174,NA,9,1,I,3.36,151.2,50,all,Hemato,363
6193_333_12,6193,333,ambient,12,1,I,6.08,273.6,50,all,Hemato,363
6193_482_26,6193,482,ambient,26,1,I,5.12,230.4,50,all,Hemato,363
6194_235_12,6194,235,cold,12,0,M,13.7,178.1,15,70,Hemato,59.725
6194_432_26,6194,432,cold,26,0,M,14.1,352.5,30,all,Hemato,59.725
6194_432_26,6194,432,cold,26,0,M,26.7,347.1,15,70,Hemato,59.725
6194_98_9,6194,98,NA,9,0,M,13.3,172.9,15,70,Hemato,59.725
6195_150_9,6195,150,NA,9,1,I,5.04,226.8,50,all,Hemato,248.1666667
6195_150_9,6195,150,NA,9,1,I,5.04,226.8,50,all,,248.1666667
6195_304_12,6195,304,ambient,12,1,I,2.69,121.05,50,all,Hemato,248.1666667
6195_304_12,6195,304,ambient,12,1,I,2.69,121.05,50,all,,248.1666667
6195_501_26,6195,501,ambient,26,1,I,3.41,153.45,50,all,Hemato,248.1666667
6195_501_26,6195,501,ambient,26,1,I,3.41,153.45,50,all,,248.1666667
6196_170_9,6196,170,NA,9,1,I,23.1,300.3,15,35,Hemato,455.75
6196_203_12,6196,203,cold,12,1,I,42,546,15,35,Hemato,455.75
6196_408_26,6196,408,cold,26,1,I,18,234,14,all,Hemato,455.75
6197_161_9,6197,161,NA,9,0,M,16.9,219.7,15,70,Hemato,924.9748333
6197_161_9,6197,161,NA,9,0,M,16.9,219.7,15,70,Hemato,924.9748333
6197_244_12,6197,244,cold,12,0,M,23.9,310.7,15,70,Hemato,924.9748333
6197_244_12,6197,244,cold,12,0,M,23.9,310.7,15,70,Hemato,924.9748333
6197_449_26,6197,449,cold,26,0,M,19.8,257.4,15,70,Hemato,924.9748333
6197_449_26,6197,449,cold,26,0,M,19.8,257.4,15,70,Hemato,924.9748333
6197_449_26,6197,449,cold,26,0,M,15.9,206.7,14,all,Hemato,924.9748333
6197_449_26,6197,449,cold,26,0,M,15.9,206.7,14,all,Hemato,924.9748333
6198_154_9,6198,154,NA,9,1,I,1.32,59.4,50,all,Hemato,NA
6198_154_9,6198,154,NA,9,1,I,1.32,59.4,50,all,Hemato,NA
6198_230_12,6198,230,cold,12,1,I,6.2,279,50,all,Hemato,NA
6198_230_12,6198,230,cold,12,1,I,6.2,279,50,all,Hemato,NA
6198_428_26,6198,428,cold,26,1,I,17.8,231.4,14,all,Hemato,NA
6198_428_26,6198,428,cold,26,1,I,17.8,231.4,14,all,Hemato,NA
6198_428_26,6198,428,cold,26,1,I,2.75,123.75,50,all,Hemato,NA
6198_428_26,6198,428,cold,26,1,I,2.75,123.75,50,all,Hemato,NA
6199_151_9,6199,151,NA,9,1,I,18.6,241.8,15,35,Hemato,1549.75
6199_254_12,6199,254,cold,12,1,I,28.4,369.2,15,35,Hemato,1549.75
6199_445_26,6199,445,cold,26,1,I,20.4,306,15,all,Hemato,1549.75
6200_208_12,6200,208,cold,12,3,M,14.1,211.5,15,35,Hemato,135.20225
6200_208_12,6200,208,cold,12,3,M,14.1,211.5,15,35,Hemato,135.20225
6200_416_26,6200,416,cold,26,3,M,2.94,14.7,10,all,Hemato,135.20225
6200_416_26,6200,416,cold,26,3,M,2.94,14.7,10,all,Hemato,135.20225
6200_94_9,6200,94,NA,9,3,M,19.1,286.5,15,35,Hemato,135.20225
6200_94_9,6200,94,NA,9,3,M,19.1,286.5,15,35,Hemato,135.20225
6201_163_9,6201,163,NA,9,1,I,16.3,211.9,15,35,Hemato,372.85
6201_163_9,6201,163,NA,9,1,I,16.3,211.9,15,35,,372.85
6201_341_12,6201,341,ambient,12,1,I,17.9,232.7,15,35,Hemato,372.85
6201_341_12,6201,341,ambient,12,1,I,17.9,232.7,15,35,,372.85
6201_478_26,6201,478,ambient,26,1,I,9.88,247,30,all,Hemato,372.85
6201_478_26,6201,478,ambient,26,1,I,9.88,247,30,all,,372.85
6202_109_9,6202,109,NA,9,1,I,3.76,48.88,15,35,Hemato,1377.75
6202_337_12,6202,337,ambient,12,1,I,23.7,237,15,35,Hemato,1377.75
6203_113_9,6203,113,NA,9,0,M,38.1,495.3,15,70,Hemato,3069.6
6203_222_12,6203,222,cold,12,0,M,30.6,397.8,15,70,Hemato,3069.6
6203_425_26,6203,425,cold,26,0,M,29.9,388.7,15,70,Hemato,3069.6
6204_114_9,6204,114,NA,9,3,M,6.37,95.55,15,35,Hemato,385
6204_114_9,6204,114,NA,9,3,M,5.37,80.55,15,NA,Hemato,385
6204_252_12,6204,252,cold,12,3,M,10.5,157.5,15,35,Hemato,385
6204_448_26,6204,448,cold,26,3,M,11.4,57,10,all,Hemato,385
6205_121_9,6205,121,NA,9,0,I,6.23,80.99,15,35,Hemato,6631.833333
6205_121_9,6205,121,NA,9,0,I,6.23,80.99,15,35,,6631.833333
6205_475_26,6205,475,ambient,26,0,I,13.1,196.5,15,NA,Hemato,6631.833333
6205_475_26,6205,475,ambient,26,0,I,13.1,196.5,15,NA,,6631.833333
6206_103_9,6206,103,NA,9,1,I,16,208,15,35,Hemato,297.65
6206_319_12,6206,319,ambient,12,1,I,11.2,168,15,NA,Hemato,297.65
6206_509_26,6206,509,ambient,26,1,I,9.75,97.5,15,35,Hemato,297.65
6207_128_9,6207,128,NA,9,1,I,5.32,239.4,50,all,Hemato,145.75
6207_202_12,6207,202,cold,12,1,I,4.68,210.6,50,all,Hemato,145.75
6207_412_26,6207,412,cold,26,1,I,5,225,50,all,Hemato,145.75
6208_106_9,6208,106,NA,9,1,I,3.1,139.5,50,all,Hemato,87232.75
6208_229_12,6208,229,cold,12,1,I,2.12,95.4,50,all,Hemato,87232.75
6208_435_26,6208,435,cold,26,1,I,20.8,270.4,14,all,Hemato,87232.75
6208_435_26,6208,435,cold,26,1,I,0.92,41.4,50,all,Hemato,87232.75
6209_125_9,6209,125,NA,9,1,I,5.88,264.6,50,all,Hemato,317
6209_251_12,6209,251,cold,12,1,I,4.8,216,50,all,Hemato,317
6209_444_26,6209,444,cold,26,1,I,8.24,370.8,50,all,Hemato,317
6210_274_12,6210,274,warm,12,1,I,2.44,109.8,50,all,Hemato,4572.5
6210_401_26,6210,401,warm,26,1,I,2.18,98.1,50,all,Hemato,4572.5
6210_401_26,6210,401,warm,26,1,I,5.27,68.51,15,70,Hemato,4572.5
6211_118_9,6211,118,NA,9,1,I,51,663,15,70,Hemato,105477.3333
6211_118_9,6211,118,NA,9,1,I,51,663,15,70,,105477.3333
6211_349_12,6211,349,ambient,12,1,I,5.56,250.2,50,all,Hemato,105477.3333
6211_349_12,6211,349,ambient,12,1,I,5.56,250.2,50,all,,105477.3333
6211_481_26,6211,481,ambient,26,1,I,17.9,232.7,15,70,Hemato,105477.3333
6211_481_26,6211,481,ambient,26,1,I,17.9,232.7,15,70,,105477.3333
6212_132_9,6212,132,NA,9,1,I,11.3,146.9,15,70,Hemato,333000
6212_334_12,6212,334,ambient,12,1,I,15.6,202.8,15,70,Hemato,333000
6212_485_26,6212,485,ambient,26,1,I,7.61,98.93,15,70,Hemato,333000
6212_485_26,6212,485,ambient,26,1,I,5.52,71.76,14,all,Hemato,333000
6213_108_9,6213,108,NA,9,0,I,13.6,176.8,15,35,Hemato,74.915
6213_108_9,6213,108,NA,9,0,I,13.6,176.8,15,35,Hemato,74.915
6213_310_12,6213,310,ambient,12,0,I,27.3,354.9,15,35,Hemato,74.915
6213_310_12,6213,310,ambient,12,0,I,27.3,354.9,15,35,Hemato,74.915
6213_506_26,6213,506,ambient,26,0,I,1.54,38.5,30,all,Hemato,74.915
6213_506_26,6213,506,ambient,26,0,I,1.54,38.5,30,all,Hemato,74.915
6214_107_9,6214,107,NA,9,1,I,2.59,116.55,50,all,Hemato,NA
6214_107_9,6214,107,NA,9,1,I,2.59,116.55,50,all,,NA
6214_107_9,6214,107,NA,9,1,I,2.59,116.55,50,all,Hemato,NA
6214_311_12,6214,311,ambient,12,1,I,2.05,92.25,50,all,Hemato,NA
6214_311_12,6214,311,ambient,12,1,I,2.05,92.25,50,all,,NA
6214_311_12,6214,311,ambient,12,1,I,2.05,92.25,50,all,Hemato,NA
6214_504_26,6214,504,ambient,26,1,I,15.5,697.5,50,all,Hemato,NA
6214_504_26,6214,504,ambient,26,1,I,15.5,697.5,50,all,,NA
6214_504_26,6214,504,ambient,26,1,I,15.5,697.5,50,all,Hemato,NA
6214_504_26,6214,504,ambient,26,1,I,13.2,171.6,15,70,Hemato,NA
6214_504_26,6214,504,ambient,26,1,I,13.2,171.6,15,70,,NA
6214_504_26,6214,504,ambient,26,1,I,13.2,171.6,15,70,Hemato,NA
6215_23_9,6215,23,NA,9,1,I,1.16,52.2,50,all,Hemato,307.8333333
6215_253_12,6215,253,cold,12,1,#N/A,0.84,37.8,50,all,Hemato,307.8333333
6215_457_26,6215,457,cold,26,1,#N/A,3.58,161.1,50,all,Hemato,307.8333333
6215_457_26,6215,457,cold,26,1,#N/A,10,130,15,70,Hemato,307.8333333
6216_267_12,6216,267,warm,12,0,I,4.88,219.6,50,all,Hemato,2.53
6216_40_9,6216,40,NA,9,0,I,1.75,78.75,50,all,Hemato,2.53
6217_129_9,6217,129,NA,9,0,I,16.7,217.1,15,70,Hemato,NA
6218_373_12,6218,373,warm,12,3,I,14.3,214.5,15,NA,Hemato,0.8835
6218_93_9,6218,93,NA,9,3,I,19.1,286.5,15,35,Hemato,0.8835
6219_116_9,6219,116,NA,9,1,I,4.2,189,50,all,Hemato,652
6219_276_12,6219,276,warm,12,1,I,4.2,189,50,all,Hemato,652
6220_162_9,6220,162,NA,9,1,I,2.88,129.6,50,all,Hemato,198
6220_293_12,6220,293,warm,12,1,I,8.52,383.4,50,all,Hemato,198
6221_16_9,6221,16,NA,9,1,I,10.2,459,50,all,Hemato,146.5
6221_16_9,6221,16,NA,9,1,I,10.2,459,50,all,Hemato,146.5
6221_380_12,6221,380,warm,12,1,I,3.03,136.35,50,all,Hemato,146.5
6222_1_9,6222,1,NA,9,0,M,13,169,15,35,Hemato,5.81
6223_270_12,6223,270,warm,12,0,M,29.3,380.9,15,35,Hemato,0.4255
6224_277_12,6224,277,warm,12,1,I,9.32,419.4,50,all,Hemato,52.3
6224_74_9,6224,74,NA,9,1,I,4.6,207,50,all,Hemato,52.3
6225_298_12,6225,298,warm,12,1,I,2.1,94.5,50,all,Hemato,163000
6225_92_9,6225,92,NA,9,1,I,6.56,295.2,50,all,Hemato,163000
6226_260_12,6226,260,warm,12,0,I,8.28,372.6,50,all,Hemato,1.93
6226_85_9,6226,85,NA,9,0,I,10.8,486,50,all,Hemato,1.93
6227_366_12,6227,366,warm,12,1,I,2.41,108.45,50,all,Hemato,70.75
6227_83_9,6227,83,NA,9,1,I,3.44,154.8,50,all,Hemato,70.75
6228_29_9,6228,29,NA,9,0,I,33.1,430.3,15,35,Hemato,78.7
6228_29_9,6228,29,NA,9,0,I,25.8,335.4,15,35,Hemato,78.7
6228_290_12,6228,290,warm,12,0,I,28.5,370.5,15,35,Hemato,78.7
6229_379_12,6229,379,warm,12,0,I,3.94,177.3,50,all,Hemato,0
6229_89_9,6229,89,NA,9,0,I,4.96,223.2,50,all,Hemato,0
6230_292_12,6230,292,warm,12,0,M,17.2,223.6,15,35,Hemato,4.6
6231_102_9,6231,102,NA,9,1,I,14.5,188.5,15,35,Hemato,0.1885
6231_278_12,6231,278,warm,12,1,I,17.7,230.1,15,35,Hemato,0.1885
6232_286_12,6232,286,warm,12,0,M,51,663,15,35,Hemato,NA
6233_117_9,6233,117,NA,9,1,I,23.1,300.3,15,35,NA,NA
6233_371_12,6233,371,warm,12,1,I,28.5,370.5,15,35,NA,NA
6234_263_12,6234,263,warm,12,0,I,26.6,345.8,15,35,Hemato,0
6235_297_12,6235,297,warm,12,0,I,40.9,531.7,15,35,Hemato,NA
6236_157_9,6236,157,NA,9,0,I,7.6,342,50,all,Hemato,1.36
6236_361_12,6236,361,warm,12,0,I,6.52,293.4,50,all,Hemato,1.36
6237_17_9,6237,17,NA,9,1,I,17.4,226.2,15,35,Hemato,1330
6238_375_12,6238,375,warm,12,0,M,23.2,301.6,15,35,Hemato,NA
6239_166_9,6239,166,NA,9,1,I,14.7,191.1,15,35,Hemato,1500
6240_362_12,6240,362,warm,12,1,I,13.4,174.2,15,35,Hemato,2115
6241_323_12,6241,323,ambient,12,1,I,22.2,333,15,NA,Hemato,15300
6242_377_12,6242,377,warm,12,0,M,22.3,289.9,15,35,Hemato,155
6243_173_9,6243,173,NA,9,1,I,4.77,71.55,15,35,Hemato,4515
6243_272_12,6243,272,warm,12,1,I,9.42,122.46,15,35,Hemato,4515
6244_284_12,6244,284,warm,12,1,I,27.6,358.8,15,35,Hemato,235
6245_126_9,6245,126,NA,9,1,I,17.2,258,15,NA,Hemato,103.75
6245_365_12,6245,365,warm,12,1,I,37,481,15,35,Hemato,103.75
6246_265_12,6246,265,warm,12,0,I,7.24,325.8,50,all,Hemato,0.279
6246_3_9,6246,3,NA,9,0,I,7.2,324,50,all,Hemato,0.279
6247_152_9,6247,152,NA,9,0,I,2.46,110.7,50,all,Hemato,NA
6247_287_12,6247,287,warm,12,0,I,5.52,248.4,50,all,Hemato,NA
6248_378_12,6248,378,warm,12,0,I,14.1,183.3,15,35,Hemato,0.2485
6249_279_12,6249,279,warm,12,1,I,35.5,461.5,15,35,Hemato,32.15
6249_96_9,6249,96,NA,9,1,I,14.1,211.5,15,35,Hemato,32.15
6250_294_12,6250,294,warm,12,1,I,5.23,67.99,15,35,Hemato,119500
6250_72_9,6250,72,NA,9,1,I,9.16,137.4,15,35,Hemato,119500
6251_376_12,6251,376,warm,12,1,I,8.47,110.11,15,35,Hemato,147.5
6252_330_12,6252,330,ambient,12,3,M,11,143,15,70,Hemato,0.436
6252_99_9,6252,99,NA,9,3,M,6.56,98.4,15,35,Hemato,0.436
6253_275_12,6253,275,warm,12,0,I,29.8,387.4,15,35,Hemato,0
6254_296_12,6254,296,warm,12,0,I,8.49,110.37,15,35,Hemato,1.124
6255_262_12,6255,262,warm,12,1,I,41.3,536.9,15,35,Hemato,1785
6256_283_12,6256,283,warm,12,1,I,19,247,15,35,Hemato,NA
6257_363_12,6257,363,warm,12,1,I,20.7,269.1,15,35,Hemato,NA
6258_140_9,6258,140,NA,9,3,M,6.92,103.8,15,35,Hemato,NA
6258_140_9,6258,140,NA,9,3,M,6.92,103.8,15,35,Hemato,NA
6258_261_12,6258,261,warm,12,3,M,10.6,159,15,NA,Hemato,NA
6258_261_12,6258,261,warm,12,3,M,10.6,159,15,NA,Hemato,NA
6259_281_12,6259,281,warm,12,0,M,23.1,300.3,15,35,Hemato,0.1295
6260_374_12,6260,374,warm,12,0,M,18.3,237.9,15,35,Hemato,NA
6261_273_12,6261,273,warm,12,1,I,36.1,469.3,15,35,Hemato,3345
6262_289_12,6262,289,warm,12,1,I,27.1,352.3,15,35,Hemato,78.8
6263_368_12,6263,368,warm,12,1,I,16.6,215.8,15,35,Hemato,29.25
6264_180_9,6264,180,NA,9,0,I,14.4,216,15,35,Hemato,1.02
6264_268_12,6264,268,warm,12,0,I,15.2,197.6,15,35,Hemato,1.02
6265_155_9,6265,155,NA,9,0,I,12.2,183,15,35,Hemato,16.5
6265_282_12,6265,282,warm,12,0,I,24.4,317.2,15,35,Hemato,16.5
6266_264_12,6266,264,warm,12,1,I,40.5,526.5,15,35,Hemato,199
6267_159_9,6267,159,NA,9,1,I,20.1,261.3,15,70,Hemato,1.495
6267_288_12,6267,288,warm,12,1,I,24.8,322.4,15,70,Hemato,1.495
6268_369_12,6268,369,warm,12,0,I,31.5,409.5,15,70,Hemato,0.193
6269_160_9,6269,160,NA,9,1,I,24.6,319.8,15,70,Hemato,256.5
6269_364_12,6269,364,warm,12,1,I,21.1,274.3,15,70,Hemato,256.5
6270_131_9,6270,131,NA,9,0,M,45.4,590.2,15,70,Hemato,3445
6270_269_12,6270,269,warm,12,0,M,31.7,475.5,15,NA,Hemato,3445
6271_105_9,6271,105,NA,9,0,M,42.6,553.8,15,70,Hemato,2.95
6271_295_12,6271,295,warm,12,0,M,7.54,98.02,15,70,Hemato,2.95
6272_111_9,6272,111,NA,9,0,I,39.9,518.7,15,35,Hemato,2.41
6272_111_9,6272,111,NA,9,0,I,20,260,15,35,Hemato,2.41
6272_338_12,6272,338,ambient,12,0,I,10.6,159,15,NA,Hemato,2.41
6273_127_9,6273,127,NA,9,1,I,72,936,15,70,Hemato,211000
6273_280_12,6273,280,warm,12,1,I,17.9,232.7,15,70,Hemato,211000
6274_122_9,6274,122,NA,9,1,I,17.8,231.4,15,70,Hemato,9085
6274_367_12,6274,367,warm,12,1,I,24.3,315.9,15,70,Hemato,9085
6275_110_9,6275,110,NA,9,3,M,11.4,171,15,35,Hemato,NA
6275_372_12,6275,372,warm,12,3,M,10.1,151.5,15,NA,Hemato,NA
6276_50_9,6276,50,NA,9,0,I,12.6,163.8,15,35,Hemato,0.362
6277_177_9,6277,177,NA,9,0,I,63,819,15,35,Hemato,7.325
6277_177_9,6277,177,NA,9,0,I,22.8,296.4,15,35,Hemato,7.325
6278_147_9,6278,147,NA,9,1,I,15.3,198.9,15,70,Hemato,23422.5
6278_413_26,6278,413,cold,26,1,I,6.38,82.94,15,70,Hemato,23422.5
6279_13_9,6279,13,NA,9,1,I,8.29,107.77,15,70,Hemato,747
6279_219_12,6279,219,cold,12,1,I,19.3,250.9,15,70,Hemato,747
6279_411_26,6279,411,cold,26,1,I,11.3,146.9,15,70,Hemato,747
