"","target","content","sample","cq","cq_mean","cq_sd","sq","log_sq","sq_sd","sq_all.runs_mean","rep_pos.neg","sample_pos.neg","year_FRP","FRP","run","comments"
"368","Hemato","Unkn-10","34-H06","29.41",29.47,0.088,249,"2.395",14.9,255.666666666667,"pos","pos","2017-6184",6184,"4/25/18 third",""
"369","Hemato","Unkn-23","34-H06","29.32",29.03,0.408,271,"2.43E+00",97.1,255.666666666667,"pos","pos","2017-6184",6184,"4/27/18 2nd",""
"370","Hemato","Unkn-23","34-H06","28.75",29.03,0.408,408,"2.61E+00",97.1,255.666666666667,"pos","pos","2017-6184",6184,"4/27/18 2nd",""
"371","Hemato","Unkn-26","38-A08","30.22",29.95,0.371,154,"2.187",49.7,255.666666666667,"pos","pos","2017-6184",6184,"3/29/18 second",""
"372","Hemato","Unkn-26","38-A08","29.69",29.95,0.371,224,"2.35",49.7,255.666666666667,"pos","pos","2017-6184",6184,"3/29/18 second",""
"373","Hemato","Unkn-02","33-G09","34.29",34.46,0.235,7.78,"0.891",1.16,166.4825,"pos","pos","2017-6185",6185,"4/25/18 third",""
"374","Hemato","Unkn-02","33-G09","34.62",34.46,0.235,6.15,"0.789",1.16,166.4825,"pos","pos","2017-6185",6185,"4/25/18 third",""
"375","Hemato","Unkn-27","38-F04","29.71",29.88,0.238,365,"2.562",54.8,166.4825,"pos","pos","2017-6185",6185,"4/24/18 first",""
"376","Hemato","Unkn-27","38-F04","30.05",29.88,0.238,287,"2.458",54.8,166.4825,"pos","pos","2017-6185",6185,"4/24/18 first",""
"377","Hemato","Unkn-03","33-F03","N/A",0,0,0,"N/A",0,126.5735,"neg","neg","2017-6186",6186,"4/25/18 second",""
"378","Hemato","Unkn-03","33-F03","37.84",37.84,0,0.294,"-0.532",0,126.5735,"neg","neg","2017-6186",6186,"4/25/18 second",""
"379","Hemato","Unkn-30","38-F07","30.15",30.23,0.112,267,"2.427",20.1,126.5735,"pos","pos","2017-6186",6186,"4/24/18 first",""
"380","Hemato","Unkn-30","38-F07","30.31",30.23,0.112,239,"2.378",20.1,126.5735,"pos","pos","2017-6186",6186,"4/24/18 first",""
"381","Hemato","Unkn-15","33-D07","25.37",25.33,0.047,2710,"3.432",96,1447.25,"pos","pos","2017-6187",6187,"4/25/18 second",""
"382","Hemato","Unkn-15","33-D07","25.3",25.33,0.047,2840,"3.454",96,1447.25,"pos","pos","2017-6187",6187,"4/25/18 second",""
"383","Hemato","Unkn-32","37-G04","31.16",31.18,0.022,121,"2.081",1.79,1447.25,"pos","pos","2017-6187",6187,"3/29/18 1st",""
"384","Hemato","Unkn-32","37-G04","31.19",31.18,0.022,118,"2.072",1.79,1447.25,"pos","pos","2017-6187",6187,"3/29/18 1st",""
"385","Hemato","Unkn-35","31-F11","27.32",27.32,0.002,1090,"3.038",1.81,641.75,"pos","pos","2017-6188",6188,"4/24/18 second",""
"386","Hemato","Unkn-35","31-F11","27.32",27.32,0.002,1090,"3.037",1.81,641.75,"pos","pos","2017-6188",6188,"4/24/18 second",""
"387","Hemato","Unkn-14","37-C06","30.41",30.48,0.093,202,"2.305",12.3,641.75,"pos","pos","2017-6188",6188,"3/29/18 1st",""
"388","Hemato","Unkn-14","37-C06","30.54",30.48,0.093,185,"2.266",12.3,641.75,"pos","pos","2017-6188",6188,"3/29/18 1st",""
"389","Hemato","Unkn-34","33-H02","36.13",36.24,0.16,2.18,"3.38E-01",0.228,87.0075,"neg","neg","2017-6189",6189,"4/27/18 2nd",""
"390","Hemato","Unkn-34","33-H02","36.35",36.24,0.16,1.85,"2.68E-01",0.228,87.0075,"neg","neg","2017-6189",6189,"4/27/18 2nd",""
"391","Hemato","Unkn-28","37-F03","29.85",30.08,0.325,200,"2.301",39.8,87.0075,"pos","pos","2017-6189",6189,"3/29/18 second",""
"392","Hemato","Unkn-28","37-F03","30.31",30.08,0.325,144,"2.158",39.8,87.0075,"pos","pos","2017-6189",6189,"3/29/18 second",""
"393","Hemato","Unkn-28","32-H11","33.17",33.01,0.233,8.93,"0.951",1.72,63.3325,"pos","pos","2017-6190",6190,"4/25/18 second",""
"394","Hemato","Unkn-28","32-H11","32.84",33.01,0.233,11.4,"1.055",1.72,63.3325,"pos","pos","2017-6190",6190,"4/25/18 second",""
"395","Hemato","Unkn-25","37-E07","31.07",31.22,0.219,129,"2.109",17.4,63.3325,"pos","pos","2017-6190",6190,"3/29/18 1st",""
"396","Hemato","Unkn-25","37-E07","31.38",31.22,0.219,104,"2.017",17.4,63.3325,"pos","pos","2017-6190",6190,"3/29/18 1st",""
"397","Hemato","Unkn-09","33-F06","37.96",37.96,0,0.593,"-2.27E-01",0,266.14825,"neg","neg","2017-6191",6191,"4/27/18 2nd",""
"398","Hemato","Unkn-09","33-F06","N/A",0,0,0,"N/A",0,266.14825,"neg","neg","2017-6191",6191,"4/27/18 2nd",""
"399","Hemato","Unkn-09","37-B06","28.85",29.01,0.222,589,"2.77",80.9,266.14825,"pos","pos","2017-6191",6191,"3/29/18 1st",""
"400","Hemato","Unkn-09","37-B06","29.17",29.01,0.222,475,"2.677",80.9,266.14825,"pos","pos","2017-6191",6191,"3/29/18 1st",""
"401","Hemato","Unkn-14","33-C02","28.5",28.45,0.074,272,"2.435",15.4,1119,"pos","pos","2017-6192",6192,"4/25/18 second",""
"402","Hemato","Unkn-14","33-C02","28.4",28.45,0.074,294,"2.469",15.4,1119,"pos","pos","2017-6192",6192,"4/25/18 second",""
"403","Hemato","Unkn-24","38-E01","26.94",26.7,0.338,1620,"3.21",469,1119,"pos","pos","2017-6192",6192,"3/29/18 second",""
"404","Hemato","Unkn-24","38-E01","26.46",26.7,0.338,2290,"3.359",469,1119,"pos","pos","2017-6192",6192,"3/29/18 second",""
"405","Hemato","Unkn-17","33-H05","29.1",29,0.143,309,"2.49",33.8,363,"pos","pos","2017-6193",6193,"4/25/18 third",""
"406","Hemato","Unkn-17","33-H05","28.9",29,0.143,357,"2.552",33.8,363,"pos","pos","2017-6193",6193,"4/25/18 third",""
"407","Hemato","Unkn-02","38-A04","29.46",29.61,0.219,436,"2.64",61,363,"pos","pos","2017-6193",6193,"4/24/18 first",""
"408","Hemato","Unkn-02","38-A04","29.77",29.61,0.219,350,"2.544",61,363,"pos","pos","2017-6193",6193,"4/24/18 first",""
"409","Hemato","Unkn-07","33-H01","32.26",32.03,0.326,32.8,"1.516",8.96,59.725,"pos","pos","2017-6194",6194,"4/25/18 third",""
"410","Hemato","Unkn-07","33-H01","31.8",32.03,0.326,45.5,"1.658",8.96,59.725,"pos","pos","2017-6194",6194,"4/25/18 third",""
"411","Hemato","Unkn-26","37-H04","30.81",30.97,0.224,89.4,"1.951",12.8,59.725,"pos","pos","2017-6194",6194,"4/24/18 second",""
"412","Hemato","Unkn-26","37-H04","31.13",30.97,0.224,71.2,"1.853",12.8,59.725,"pos","pos","2017-6194",6194,"4/24/18 second",""
"413","Hemato","Unkn-10","33-D05","27.75",27.93,0.254,473,"2.674",77.1,248.166666666667,"pos","pos","2017-6195",6195,"4/25/18 second",""
"414","Hemato","Unkn-10","33-D05","28.11",27.93,0.254,363,"2.56",77.1,248.166666666667,"pos","pos","2017-6195",6195,"4/25/18 second",""
"415","","Unkn-25","38-E06","32.33",32.36,0.035,163,"2.21E+00",3.83,248.166666666667,"pos","pos","2017-6195",6195,"3/27/18 third",""
"416","","Unkn-25","38-E06","32.38",32.36,0.035,158,"2.20E+00",3.83,248.166666666667,"pos","pos","2017-6195",6195,"3/27/18 third",""
"417","Hemato","Unkn-24","38-E06","30.77",30.82,0.073,172,"2.235",8.64,248.166666666667,"pos","pos","2017-6195",6195,"4/24/18 first",""
"418","Hemato","Unkn-24","38-E06","30.87",30.82,0.073,160,"2.203",8.64,248.166666666667,"pos","pos","2017-6195",6195,"4/24/18 first",""
"419","Hemato","Unkn-39","32-C12","29.1",29.12,0.021,569,"2.755",8.02,455.75,"pos","pos","2017-6196",6196,"4/25/18 first",""
"420","Hemato","Unkn-39","32-C12","29.13",29.12,0.021,558,"2.746",8.02,455.75,"pos","pos","2017-6196",6196,"4/25/18 first",""
"421","Hemato","Unkn-36","37-H01","29.55",29.62,0.106,366,"2.564",25.2,455.75,"pos","pos","2017-6196",6196,"3/29/18 1st",""
"422","Hemato","Unkn-36","37-H01","29.7",29.62,0.106,330,"2.519",25.2,455.75,"pos","pos","2017-6196",6196,"3/29/18 1st",""
"423","Hemato","Unkn-31","31-H02","38.51",38.4,0.147,0.858,"-0.066",0.094,924.974833333333,"neg","neg","2017-6197",6197,"4/25/18 first",""
"424","Hemato","Unkn-31","31-H02","38.3",38.4,0.147,0.991,"-0.004",0.094,924.974833333333,"neg","neg","2017-6197",6197,"4/25/18 first",""
"425","Hemato","Unkn-26","31-G12","27.01",26.91,0.147,2420,"3.383",265,924.974833333333,"pos","pos","2017-6197",6197,"4/25/18 first",""
"426","Hemato","Unkn-26","31-G12","26.8",26.91,0.147,2790,"3.446",265,924.974833333333,"pos","pos","2017-6197",6197,"4/25/18 first",""
"427","Hemato","Unkn-10","37-B07","30.6",30.67,0.109,178,"2.251",12.7,924.974833333333,"pos","pos","2017-6197",6197,"3/29/18 1st",""
"428","Hemato","Unkn-10","37-B07","30.75",30.67,0.109,160,"2.204",12.7,924.974833333333,"pos","pos","2017-6197",6197,"3/29/18 1st",""
"429","Hemato","","31-E12","",NA,NA,NA,"",NA,NA,"","POS","2017-6198",6198,"","out of DNA"
"430","Hemato","Unkn-17","37-D04","30",30.12,0.181,269,"2.43",30.7,NA,"pos","pos","2017-6198",6198,"3/29/18 1st",""
"431","Hemato","Unkn-17","37-D04","30.25",30.12,0.181,226,"2.353",30.7,NA,"pos","pos","2017-6198",6198,"3/29/18 1st",""
"432","Hemato","Unkn-40","31-F12","29.5",29.63,0.173,228,"2.358",26,1549.75,"pos","pos","2017-6199",6199,"4/24/18 second",""
"433","Hemato","Unkn-40","31-F12","29.75",29.63,0.173,191,"2.282",26,1549.75,"pos","pos","2017-6199",6199,"4/24/18 second",""
"434","Hemato","Unkn-24","37-E06","26.44",26.55,0.149,3100,"3.491",296,1549.75,"pos","pos","2017-6199",6199,"3/29/18 1st",""
"435","Hemato","Unkn-24","37-E06","26.65",26.55,0.149,2680,"3.428",296,1549.75,"pos","pos","2017-6199",6199,"3/29/18 1st",""
"436","Hemato","Unkn-21","33-G02","N/A",0,0,0,"N/A",0,135.20225,"neg","neg","2017-6200",6200,"5/3/18 first",""
"437","Hemato","Unkn-21","33-G02","37.18",37.18,0,0.809,"-9.20E-02",0,135.20225,"neg","neg","2017-6200",6200,"5/3/18 first",""
"438","Hemato","Unkn-37","37-H02","29.21",29.45,0.345,317,"2.501",66.3,135.20225,"pos","pos","2017-6200",6200,"3/29/18 second",""
"439","Hemato","Unkn-37","37-H02","29.7",29.45,0.345,223,"2.349",66.3,135.20225,"pos","pos","2017-6200",6200,"3/29/18 second",""
"440","Hemato","Unkn-38","33-A07","30.72",30.82,0.137,53.6,"1.729",5.03,372.85,"pos","pos","2017-6201",6201,"4/25/18 second",""
"441","Hemato","Unkn-38","33-A07","30.92",30.82,0.137,46.5,"1.668",5.03,372.85,"pos","pos","2017-6201",6201,"4/25/18 second",""
"442","","Unkn-22","38-E03","30.11",30.39,0.397,741,"2.87",166,372.85,"pos","pos","2017-6201",6201,"3/27/18 third",""
"443","","Unkn-22","38-E03","30.67",30.39,0.397,506,"2.704",166,372.85,"pos","pos","2017-6201",6201,"3/27/18 third",""
"444","Hemato","Unkn-21","38-E03","29.31",29.44,0.184,486,"2.686",58,372.85,"pos","pos","2017-6201",6201,"4/24/18 first",""
"445","Hemato","Unkn-21","38-E03","29.57",29.44,0.184,404,"2.606",58,372.85,"pos","pos","2017-6201",6201,"4/24/18 first",""
"446","Hemato","Unkn-10","32-E07","26.94",26.98,0.048,2530,"3.403",81.4,1377.75,"pos","pos","2017-6202",6202,"4/25/18 first",""
"447","Hemato","Unkn-10","32-E07","27.01",26.98,0.048,2410,"3.383",81.4,1377.75,"pos","pos","2017-6202",6202,"4/25/18 first",""
"448","Hemato","Unkn-28","38-F05","29.94",30.06,0.169,310,"2.491",34.1,1377.75,"pos","pos","2017-6202",6202,"4/24/18 first",""
"449","Hemato","Unkn-28","38-F05","30.18",30.06,0.169,261,"2.417",34.1,1377.75,"pos","pos","2017-6202",6202,"4/24/18 first",""
"450","Hemato","Unkn-03","32-A08","24.84",25.11,0.373,10800,"4.033",2330,3069.6,"pos","pos","2017-6203",6203,"4/25/18 first",""
"451","Hemato","Unkn-03","32-A08","25.37",25.11,0.373,7490,"3.875",2330,3069.6,"pos","pos","2017-6203",6203,"4/25/18 first",""
"452","Hemato","Unkn-02","37-A04","32.84",33.14,0.429,38.2,"1.581",9.2,3069.6,"pos","pos","2017-6203",6203,"3/29/18 1st",""
"453","Hemato","Unkn-02","37-A04","33.44",33.14,0.429,25.1,"1.4",9.2,3069.6,"pos","pos","2017-6203",6203,"3/29/18 1st",""
"454","Hemato","Unkn-30","37-A04","32.37",32.29,0.112,30.3,"1.482",2.56,3069.6,"pos","pos","2017-6203",6203,"4/25/18 third",""
"455","Hemato","Unkn-30","37-A04","32.21",32.29,0.112,34,"1.531",2.56,3069.6,"pos","pos","2017-6203",6203,"4/25/18 third",""
"456","Hemato","Unkn-39","37-H06","29.24",29.49,0.356,451,"2.655",93.4,385,"pos","pos","2017-6204",6204,"3/29/18 1st",""
"457","Hemato","Unkn-39","37-H06","29.75",29.49,0.356,319,"2.504",93.4,385,"pos","pos","2017-6204",6204,"3/29/18 1st",""
"458","Hemato","Unkn-28","32-B07","24.02",24.02,0.009,19000,"4.28",115,6631.83333333333,"pos","pos","2017-6205",6205,"4/25/18 first",""
"459","Hemato","Unkn-28","32-B07","24.01",24.02,0.009,19200,"4.283",115,6631.83333333333,"pos","pos","2017-6205",6205,"4/25/18 first",""
"460","","Unkn-02","38-A03","31.04",30.87,0.239,393,"2.59E+00",71.7,6631.83333333333,"pos","pos","2017-6205",6205,"3/27/18 third",""
"461","","Unkn-02","38-A03","30.7",30.87,0.239,495,"2.69E+00",71.7,6631.83333333333,"pos","pos","2017-6205",6205,"3/27/18 third",""
"462","Hemato","Unkn-01","38-A03","29.55",29.83,0.387,417,"2.62",92.7,6631.83333333333,"pos","pos","2017-6205",6205,"4/25/18 first",""
"463","Hemato","Unkn-01","38-A03","30.1",29.83,0.387,286,"2.456",92.7,6631.83333333333,"pos","pos","2017-6205",6205,"4/25/18 first",""
"464","Hemato","Unkn-37","32-H02","30.74",30.79,0.071,53.2,"1.726",2.67,297.65,"pos","pos","2017-6206",6206,"4/25/18 second",""
"465","Hemato","Unkn-37","32-H02","30.84",30.79,0.071,49.4,"1.694",2.67,297.65,"pos","pos","2017-6206",6206,"4/25/18 second",""
"466","Hemato","Unkn-25","38-E07","29.08",29.15,0.105,573,"2.758",40.5,297.65,"pos","pos","2017-6206",6206,"4/24/18 first",""
"467","Hemato","Unkn-25","38-E07","29.23",29.15,0.105,515,"2.712",40.5,297.65,"pos","pos","2017-6206",6206,"4/24/18 first",""
"468","Hemato","Unkn-07","32-G02","29.22",29.22,0.001,162,"2.208",0.142,145.75,"pos","pos","2017-6207",6207,"4/25/18 second",""
"469","Hemato","Unkn-07","32-G02","29.22",29.22,0.001,162,"2.209",0.142,145.75,"pos","pos","2017-6207",6207,"4/25/18 second",""
"470","Hemato","Unkn-40","37-D02","30.15",30.39,0.335,151,"2.18E+00",30.4,145.75,"pos","pos","2017-6207",6207,"4/27/18 2nd",""
"471","Hemato","Unkn-40","37-D02","30.63",30.39,0.335,108,"2.03E+00",30.4,145.75,"pos","pos","2017-6207",6207,"4/27/18 2nd",""
"472","Hemato","Unkn-30","32-E01","19.43",20.1,0.937,249000,"5.396",107000,87232.75,"pos","pos","2017-6208",6208,"4/24/18 third","poor run but out of DNA"
"473","Hemato","Unkn-30","32-E01","20.76",20.1,0.937,97700,"4.99",107000,87232.75,"pos","pos","2017-6208",6208,"4/24/18 third","poor run but out of DNA"
"474","Hemato","Unkn-13","37-C05","27.74",27.94,0.287,1270,"3.104",219,87232.75,"pos","pos","2017-6208",6208,"3/29/18 1st",""
"475","Hemato","Unkn-13","37-C05","28.14",27.94,0.287,961,"2.983",219,87232.75,"pos","pos","2017-6208",6208,"3/29/18 1st",""
"476","Hemato","Unkn-18","32-B04","29.5",29.4,0.133,434,"2.637",42.5,317,"pos","pos","2017-6209",6209,"4/25/18 first",""
"477","Hemato","Unkn-18","32-B04","29.31",29.4,0.133,494,"2.693",42.5,317,"pos","pos","2017-6209",6209,"4/25/18 first",""
"478","Hemato","Unkn-19","37-D06","30.57",30.67,0.132,181,"2.257",15.4,317,"pos","pos","2017-6209",6209,"3/29/18 1st",""
"479","Hemato","Unkn-19","37-D06","30.76",30.67,0.132,159,"2.202",15.4,317,"pos","pos","2017-6209",6209,"3/29/18 1st",""
"480","Hemato","Unkn-19","32-C03","25.84",25.8,0.056,5440,"3.735",215,4572.5,"pos","pos","2017-6210",6210,"4/25/18 first",""
"481","Hemato","Unkn-19","32-C03","25.76",25.8,0.056,5740,"3.759",215,4572.5,"pos","pos","2017-6210",6210,"4/25/18 first",""
"482","Hemato","Unkn-01","37-A01","26.08",26.25,0.231,3950,"3.597",562,4572.5,"pos","pos","2017-6210",6210,"3/29/18 1st",""
"483","Hemato","Unkn-01","37-A01","26.41",26.25,0.231,3160,"3.5",562,4572.5,"pos","pos","2017-6210",6210,"3/29/18 1st",""
"484","Hemato","Unkn-24","32-C04","20.07",19.96,0.148,293000,"5.467",32100,105477.333333333,"pos","pos","2017-6211",6211,"4/25/18 first",""
"485","Hemato","Unkn-24","32-C04","19.86",19.96,0.148,338000,"5.529",32100,105477.333333333,"pos","pos","2017-6211",6211,"4/25/18 first",""
"486","","Unkn-37","38-H03","30.92",30.78,0.209,425,"2.63E+00",67,105477.333333333,"pos","pos","2017-6211",6211,"3/27/18 third",""
"487","","Unkn-37","38-H03","30.63",30.78,0.209,520,"2.72E+00",67,105477.333333333,"pos","pos","2017-6211",6211,"3/27/18 third",""
"488","Hemato","Unkn-36","38-H03","29.36",29.39,0.037,468,"2.67",12.2,105477.333333333,"pos","pos","2017-6211",6211,"4/24/18 first",""
"489","Hemato","Unkn-36","38-H03","29.41",29.39,0.037,451,"2.654",12.2,105477.333333333,"pos","pos","2017-6211",6211,"4/24/18 first",""
"490","Hemato","Unkn-08","32-B01","19.01",19.18,0.241,610000,"5.785",90600,333000,"pos","pos","2017-6212",6212,"4/25/18 first",""
"491","Hemato","Unkn-08","32-B01","19.35",19.18,0.241,482000,"5.683",90600,333000,"pos","pos","2017-6212",6212,"4/25/18 first",""
"492","Hemato","Unkn-17","38-D04","21.46",21.56,0.147,129000,"5.11",12500,333000,"pos","pos","2017-6212",6212,"4/24/18 first",""
"493","Hemato","Unkn-17","38-D04","21.66",21.56,0.147,111000,"5.046",12500,333000,"pos","pos","2017-6212",6212,"4/24/18 first",""
"494","Hemato","Unkn-15","32-D02","37.58",37.91,0.47,1.63,"0.211",0.423,74.915,"neg","neg","2017-6213",6213,"4/25/18 first",""
"495","Hemato","Unkn-15","32-D02","38.25",37.91,0.47,1.03,"0.012",0.423,74.915,"neg","neg","2017-6213",6213,"4/25/18 first",""
"496","Hemato","Unkn-10","38-B07","30.84",30.98,0.198,163,"2.213",20.8,74.915,"pos","pos","2017-6213",6213,"4/24/18 first",""
"497","Hemato","Unkn-10","38-B07","31.12",30.98,0.198,134,"2.126",20.8,74.915,"pos","pos","2017-6213",6213,"4/24/18 first",""
"498","Hemato","","32-C01","",NA,NA,NA,"",NA,NA,"","POS","2017-6214",6214,"","out of DNA"
"499","","Unkn-40","38-H06","26.82",27.06,0.344,6910,"3.84",1370,NA,"pos","pos","2017-6214",6214,"3/27/18 third",""
"500","","Unkn-40","38-H06","27.31",27.06,0.344,4970,"3.696",1370,NA,"pos","pos","2017-6214",6214,"3/27/18 third",""
"501","Hemato","Unkn-39","38-H06","26.02",26.05,0.036,5030,"3.701",127,NA,"pos","pos","2017-6214",6214,"4/24/18 first",""
"502","Hemato","Unkn-39","38-H06","26.07",26.05,0.036,4850,"3.686",127,NA,"pos","pos","2017-6214",6214,"4/24/18 first",""
"503","Hemato","Unkn-01","32-E10","28.3",28.37,0.099,317,"2.501",21.8,307.833333333333,"pos","pos","2017-6215",6215,"4/25/18 second",""
"504","Hemato","Unkn-01","32-E10","28.44",28.37,0.099,286,"2.457",21.8,307.833333333333,"pos","pos","2017-6215",6215,"4/25/18 second",""
"505","Hemato","Unkn-11","37-C08","29.21",28.89,0.445,317,"2.501",128,307.833333333333,"pos","pos","2017-6215",6215,"3/29/18 second",""
"506","Hemato","Unkn-11","37-C08","28.58",28.89,0.445,499,"2.698",128,307.833333333333,"pos","pos","2017-6215",6215,"3/29/18 second",""
"507","Hemato","Unkn-02","37-C08","29.78",29.61,0.241,188,"2.274",36.7,307.833333333333,"pos","pos","2017-6215",6215,"4/24/18 second",""
"508","Hemato","Unkn-02","37-C08","29.44",29.61,0.241,240,"2.38",36.7,307.833333333333,"pos","pos","2017-6215",6215,"4/24/18 second",""
"509","Hemato","Unkn-21","30-D07","36.07",35.92,0.211,2.26,"3.55E-01",0.377,2.53,"neg","neg","2017-6216",6216,"4/27/18 2nd",""
"510","Hemato","Unkn-21","30-D07","35.77",35.92,0.211,2.8,"4.47E-01",0.377,2.53,"neg","neg","2017-6216",6216,"4/27/18 2nd",""
"511","Hemato","","32-H05","",NA,NA,NA,"",NA,NA,"","","2017-6217",6217,"","out of DNA"
"512","Hemato","Unkn-32","32-G11","36.26",36.34,0.102,0.93,"-0.032",0.0659,0.8835,"neg","neg","2017-6218",6218,"4/25/18 second",""
"513","Hemato","Unkn-32","32-G11","36.41",36.34,0.102,0.837,"-0.078",0.0659,0.8835,"neg","neg","2017-6218",6218,"4/25/18 second",""
"514","Hemato","Unkn-37","32-A07","28.82",28.91,0.12,690,"2.839",53.8,652,"pos","pos","2017-6219",6219,"4/25/18 first",""
"515","Hemato","Unkn-37","32-A07","28.99",28.91,0.12,614,"2.788",53.8,652,"pos","pos","2017-6219",6219,"4/25/18 first",""
"516","Hemato","Unkn-14","33-F07","29.91",29.77,0.19,179,"2.25E+00",26.6,198,"pos","pos","2017-6220",6220,"4/27/18 2nd",""
"517","Hemato","Unkn-14","33-F07","29.64",29.77,0.19,217,"2.34E+00",26.6,198,"pos","pos","2017-6220",6220,"4/27/18 2nd",""
"518","Hemato","Unkn-07","30-C11","30.53",30.6,0.091,153,"2.18E+00",9.4,146.5,"pos","pos","2017-6221",6221,"4/25/18 fourth",""
"519","Hemato","Unkn-07","30-C11","30.66",30.6,0.091,140,"2.15E+00",9.4,146.5,"pos","pos","2017-6221",6221,"4/25/18 fourth",""
"520","Hemato","Unkn-05","32-C09","35.68",35.74,0.088,6.06,"0.783",0.353,5.81,"pos","pos","2017-6222",6222,"4/25/18 first",""
"521","Hemato","Unkn-05","32-C09","35.8",35.74,0.088,5.56,"0.745",0.353,5.81,"pos","pos","2017-6222",6222,"4/25/18 first",""
"522","Hemato","Unkn-01","30-A01","37.85",37.9,0,0.851,"-7.00E-02",0,0.4255,"neg","neg","2017-6223",6223,"4/25/18 fourth",""
"523","Hemato","Unkn-01","30-A01","N/A",0,0,0,"N/A",0,0.4255,"neg","neg","2017-6223",6223,"4/25/18 fourth",""
"524","Hemato","Unkn-13","31-C03","31.64",31.56,0.113,49.3,"1.693",4.24,52.3,"pos","pos","2017-6224",6224,"4/24/18 second",""
"525","Hemato","Unkn-13","31-C03","31.48",31.56,0.113,55.3,"1.743",4.24,52.3,"pos","pos","2017-6224",6224,"4/24/18 second",""
"526","Hemato","Unkn-14","31-D10","20.18",20.34,0.224,181000,"5.259",26000,163000,"pos","pos","2017-6225",6225,"4/24/18 second",""
"527","Hemato","Unkn-14","31-D10","20.5",20.34,0.224,145000,"5.16",26000,163000,"pos","pos","2017-6225",6225,"4/24/18 second",""
"528","Hemato","Unkn-34","31-E04","36.56",36.21,0.493,1.46,"0.163",0.668,1.93,"neg","neg","2017-6226",6226,"4/24/18 second",""
"529","Hemato","Unkn-34","31-E04","35.86",36.21,0.493,2.4,"0.38",0.668,1.93,"neg","neg","2017-6226",6226,"4/24/18 second",""
"530","Hemato","Unkn-17","31-H05","31.11",31.22,0.161,76.5,"1.88E+00",8.07,70.75,"pos","pos","2017-6227",6227,"4/27/18 2nd",""
"531","Hemato","Unkn-17","31-H05","31.34",31.22,0.161,65,"1.81E+00",8.07,70.75,"pos","pos","2017-6227",6227,"4/27/18 2nd",""
"532","Hemato","Unkn-03","34-B01","30.95",31.03,0.119,83.4,"1.921",6.64,78.7,"pos","pos","2017-6228",6228,"4/25/18 third",""
"533","Hemato","Unkn-03","34-B01","31.11",31.03,0.119,74,"1.869",6.64,78.7,"pos","pos","2017-6228",6228,"4/25/18 third",""
"534","Hemato","Unkn-20","31-C11","N/A",0,0,0,"N/A",0,0,"neg","neg","2017-6229",6229,"4/25/18 third",""
"535","Hemato","Unkn-20","31-C11","N/A",0,0,0,"N/A",0,0,"neg","neg","2017-6229",6229,"4/25/18 third",""
"536","Hemato","Unkn-31","30-F09","35.25",35.08,0.243,4.04,"6.06E-01",0.788,4.6,"pos","pos","2017-6230",6230,"4/27/18 2nd",""
"537","Hemato","Unkn-31","30-F09","34.91",35.08,0.243,5.16,"7.12E-01",0.788,4.6,"pos","pos","2017-6230",6230,"4/27/18 2nd",""
"538","Hemato","Unkn-08","32-G06","38.6",38.6,0,0.377,"-4.24E-01",0,0.1885,"neg","neg","2017-6231",6231,"4/27/18 2nd",""
"539","Hemato","Unkn-08","32-G06","N/A",0,0,0,"N/A",0,0.1885,"neg","neg","2017-6231",6231,"4/27/18 2nd",""
"540","Hemato","","30-G01","",NA,NA,NA,"",NA,NA,"","neg 4 rep ","2017-6232",6232,"",""
"541","Hemato","Unkn-12","30-C12","N/A",0,0,0,"N/A",0,0,"neg","neg","2017-6234",6234,"4/25/18 fourth",""
"542","Hemato","Unkn-12","30-C12","N/A",0,0,0,"N/A",0,0,"neg","neg","2017-6234",6234,"4/25/18 fourth",""
"543","Hemato","","30-A07","",NA,NA,NA,"",NA,NA,"","iffy","2017-6235",6235,"5/3/18 first",""
"544","Hemato","Unkn-04","32-B12","37.9",37.84,0.092,1.3,"0.115",0.0866,1.36,"neg","neg","2017-6236",6236,"4/25/18 first",""
"545","Hemato","Unkn-04","32-B12","37.77",37.84,0.092,1.42,"0.154",0.0866,1.36,"neg","neg","2017-6236",6236,"4/25/18 first",""
"546","Hemato","Unkn-14","30-G12","27.44",27.5,0.063,1370,"3.14E+00",59.4,1330,"pos","pos","2017-6237",6237,"4/25/18 fourth",""
"547","Hemato","Unkn-14","30-G12","27.53",27.5,0.063,1290,"3.11E+00",59.4,1330,"pos","pos","2017-6237",6237,"4/25/18 fourth",""
"548","Hemato","","32-H09","",NA,NA,NA,"",NA,NA,"","neg 2 rep ","2017-6238",6238,"","out of DNA"
"549","Hemato","Unkn-36","32-F12","26.48",26.2,0.394,1200,"3.077",425,1500,"pos","pos","2017-6239",6239,"4/25/18 second",""
"550","Hemato","Unkn-36","32-F12","25.93",26.2,0.394,1800,"3.254",425,1500,"pos","pos","2017-6239",6239,"4/25/18 second",""
"551","Hemato","Unkn-29","32-C05","27.25",27.2,0.06,2050,"3.313",88.1,2115,"pos","pos","2017-6240",6240,"4/25/18 first",""
"552","Hemato","Unkn-29","32-C05","27.16",27.2,0.06,2180,"3.338",88.1,2115,"pos","pos","2017-6240",6240,"4/25/18 first",""
"553","Hemato","Unkn-39","31-A04","24.05",24,0.021,15100,"4.18E+00",225,15300,"pos","pos","2017-6241",6241,"4/25/18 fourth",""
