"","FRP","Uniq_ID","trtmnt_tank","sample_day","infection_status","maturity","tube_number","Test_Date","Original_sample_conc_ng.ul","total_sample_vol_ul","total_yield_ng"
"49",6202,"6202_109_9","ambient",9,1,"I","109",NA,NA,NA,NA
"50",6205,"6205_121_9","ambient",9,0,"I","121",NA,NA,NA,NA
"51",6206,"6206_103_9","ambient",9,1,"I","103",NA,NA,NA,NA
"52",6211,"6211_118_9","ambient",9,1,"I","118",NA,NA,NA,NA
"53",6212,"6212_132_9","ambient",9,1,"I","132",NA,NA,NA,NA
"54",6213,"6213_108_9","ambient",9,0,"I","108",NA,NA,NA,NA
"55",6214,"6214_107_9","ambient",9,1,"I","107","5/2/18 13:07","2.59",35,"90.65"
"56",6241,"6241_62_9","ambient",9,1,"I","62",NA,NA,NA,NA
"57",6252,"6252_99_9","ambient",9,3,"M","99",NA,NA,NA,NA
"58",6272,"6272_111_9","ambient",9,0,"I","111",NA,NA,NA,NA
"59",6276,"6276_50_9","ambient",9,0,"I","50",NA,NA,NA,NA
"60",6101,"6101_84_9","cold",9,0,"I","84",NA,NA,NA,NA
"61",6102,"6102_18_9","cold",9,0,"I","18",NA,NA,NA,NA
"62",6103,"6103_46_9","cold",9,1,"I","46","4/3/18 15:08","5.04",35,"176.4"
"63",6104,"6104_41_9","cold",9,0,"I","41",NA,NA,NA,NA
"64",6105,"6105_43_9","cold",9,1,"I","43",NA,NA,NA,NA
"65",6106,"6106_5_9","cold",9,0,"M","5",NA,NA,NA,NA
"66",6108,"6108_6_9","cold",9,1,"I","6",NA,NA,NA,NA
"67",6113,"6113_78_9","cold",9,0,"I","78","4/24/18 14:51","2.19",35,"76.65"
"68",6116,"6116_76_9","cold",9,1,"I","76",NA,NA,NA,NA
"69",6117,"6117_42_9","cold",9,0,"I","42","4/24/18 14:51","0",35,"0"
"70",6118,"6118_87_9","cold",9,1,"I","87",NA,NA,NA,NA
"71",6119,"6119_153_9","cold",9,0,"I","153","4/10/18 17:22","2.02",35,"70.7"
"72",6120,"6120_165_9","cold",9,1,"I","165",NA,NA,NA,NA
"73",6126,"6126_79_9","cold",9,1,"I","79",NA,NA,NA,NA
"74",6128,"6128_112_9","cold",9,1,"I","112",NA,NA,NA,NA
"75",6132,"6132_88_9","cold",9,0,"I","88","4/10/18 14:47","2.81",35,"98.35"
"76",6133,"6133_36_9","cold",9,0,"I","36","4/10/18 14:47","4.16",35,"145.6"
"77",6138,"6138_80_9","cold",9,0,"I","80","4/24/18 14:32","2.66",35,"93.1"
"78",6140,"6140_8_9","cold",9,1,"I","8",NA,NA,NA,NA
"79",6141,"6141_123_9","cold",9,1,"I","123",NA,NA,NA,NA
"80",6147,"6147_30_9","cold",9,0,"I","30","4/29/18 17:58","0",35,"0"
"81",6148,"6148_56_9","cold",9,1,"I","56","2/28/18 17:59","0.896",35,"31.36"
"82",6149,"6149_64_9","cold",9,1,"I","64",NA,NA,NA,NA
"83",6151,"6151_19_9","cold",9,1,"I","19",NA,NA,NA,NA
"84",6153,"6153_11_9","cold",9,0,"M","11",NA,NA,NA,NA
"85",6154,"6154_68_9","cold",9,0,"I","68","4/29/18 17:58","2.1",35,"73.5"
"86",6156,"6156_24_9","cold",9,0,"I","24",NA,NA,NA,NA
"87",6157,"6157_169_9","cold",9,0,"M","169",NA,NA,NA,NA
"88",6160,"6160_7_9","cold",9,0,"M","7",NA,NA,NA,NA
"89",6162,"6162_61_9","cold",9,1,"I","61",NA,NA,NA,NA
"90",6163,"6163_130_9","cold",9,1,"I","130",NA,NA,NA,NA
"91",6164,"6164_71_9","cold",9,1,"I","71",NA,NA,NA,NA
"92",6167,"6167_45_9","cold",9,0,"I","45","4/29/18 17:58","5.4",35,"189"
"93",6171,"6171_73_9","cold",9,0,"I","73","5/2/18 13:08","5.28",35,"184.8"
"94",6172,"6172_60,_9","cold",9,0,"M","60, 100",NA,NA,NA,NA
"95",6173,"6173_63_9","cold",9,1,"I","63",NA,NA,NA,NA
"96",6174,"6174_20_9","cold",9,1,"I","20",NA,NA,NA,NA
"97",6175,"6175_67_9","cold",9,0,"I","67",NA,NA,NA,NA
"98",6177,"6177_54_9","cold",9,1,"I","54",NA,NA,NA,NA
"99",6178,"6178_124_9","cold",9,0,"M","124",NA,NA,NA,NA
"100",6187,"6187_158_9","cold",9,1,"I","158",NA,NA,NA,NA
"101",6188,"6188_172_9","cold",9,1,"I","172",NA,NA,NA,NA
"102",6189,"6189_176_9","cold",9,0,"I","176","2/28/18 18:00","Out of range",35,"#VALUE!"
"103",6190,"6190_101_9","cold",9,3,"M","101",NA,NA,NA,NA
"104",6191,"6191_95_9","cold",9,0,"I","95",NA,NA,NA,NA
"105",6194,"6194_98_9","cold",9,0,"M","98",NA,NA,NA,NA
"106",6196,"6196_170_9","cold",9,1,"I","170",NA,NA,NA,NA
"107",6197,"6197_161_9","cold",9,0,"M","161",NA,NA,NA,NA
"108",6198,"6198_154_9","cold",9,1,"I","154","4/4/18 13:58","1.32",35,"46.2"
"109",6199,"6199_151_9","cold",9,1,"I","151",NA,NA,NA,NA
"110",6200,"6200_94_9","cold",9,3,"M","94",NA,NA,NA,NA
"111",6203,"6203_113_9","cold",9,0,"M","113",NA,NA,NA,NA
"112",6204,"6204_114_9","cold",9,3,"M","114",NA,NA,NA,NA
"113",6207,"6207_128_9","cold",9,1,"I","128","4/23/18 18:01","5.32",35,"186.2"
"114",6208,"6208_106_9","cold",9,1,"I","106","4/23/18 18:02","3.1",35,"108.5"
"115",6209,"6209_125_9","cold",9,1,"I","125","4/23/18 17:40","5.88",35,"205.8"
"116",6215,"6215_23_9","cold",9,1,"I","23","4/23/18 17:41","1.16",35,"40.6"
"117",6277,"6277_177_9","cold",9,0,"I","177",NA,NA,NA,NA
"118",6278,"6278_147_9","cold",9,1,"I","147",NA,NA,NA,NA
"119",6279,"6279_13_9","cold",9,1,"I","13",NA,NA,NA,NA
"120",6129,"6129_86_9","warm",9,1,"I","86","4/20/18 14:18","3.09",35,"108.15"
"121",6180,"6180_149_9","warm",9,0,"I","149","4/20/18 14:30","2.51",35,"87.85"
"122",6210,"6210_120_9","warm",9,1,"I","120","4/20/18 14:18","0",35,"0"
"123",6216,"6216_40_9","warm",9,0,"I","40","5/23/18 14:54","1.75",35,"61.25"
"124",6217,"6217_129_9","warm",9,0,"I","129",NA,NA,NA,NA
"125",6218,"6218_93_9","warm",9,3,"I","93",NA,NA,NA,NA
"126",6219,"6219_116_9","warm",9,1,"I","116","5/24/18 13:51","4.2",35,"147"
"127",6220,"6220_162_9","warm",9,1,"I","162","5/24/18 13:51","2.88",35,"100.8"
"128",6221,"6221_16_9","warm",9,1,"I","16","5/24/18 17:46","10.2",35,"357"
"129",6222,"6222_1_9","warm",9,0,"M","1",NA,NA,NA,NA
"130",6223,"6223_44_9","warm",9,0,"M","44",NA,NA,NA,NA
"131",6224,"6224_74_9","warm",9,1,"I","74","5/24/18 17:46","4.6",35,"161"
"132",6225,"6225_92_9","warm",9,1,"I","92","5/24/18 17:46","6.56",35,"229.6"
"133",6226,"6226_85_9","warm",9,0,"I","85","5/23/18 14:55","10.8",35,"378"
"134",6227,"6227_83_9","warm",9,1,"I","83","5/24/18 17:47","3.44",35,"120.4"
"135",6228,"6228_29_9","warm",9,0,"I","29",NA,NA,NA,NA
"136",6229,"6229_89_9","warm",9,0,"I","89","5/23/18 14:55","4.96",35,"173.6"
"137",6230,"6230_22_9","warm",9,0,"M","22",NA,NA,NA,NA
"138",6231,"6231_102_9","warm",9,1,"I","102",NA,NA,NA,NA
"139",6232,"6232_52_9","warm",9,0,"M","52",NA,NA,NA,NA
"140",6233,"6233_117_9","warm",9,1,"I","117",NA,NA,NA,NA
"141",6234,"6234_2_9","warm",9,0,"I","2",NA,NA,NA,NA
"142",6235,"6235_35_9","warm",9,0,"I","35",NA,NA,NA,NA
"143",6236,"6236_157_9","warm",9,0,"I","157","5/23/18 14:55","7.6",35,"266"
"144",6237,"6237_17_9","warm",9,1,"I","17",NA,NA,NA,NA
"145",6238,"6238_9_9","warm",9,0,"M","9",NA,NA,NA,NA
"146",6239,"6239_166_9","warm",9,1,"I","166",NA,NA,NA,NA
"147",6240,"6240_134_9","warm",9,1,"I","134",NA,NA,NA,NA
"148",6242,"6242_39_9","warm",9,0,"M","39",NA,NA,NA,NA
"149",6243,"6243_173_9","warm",9,1,"I","173",NA,NA,NA,NA
"150",6244,"6244_58_9","warm",9,1,"I","58",NA,NA,NA,NA
"151",6245,"6245_126_9","warm",9,1,"I","126",NA,NA,NA,NA
"152",6246,"6246_3_9","warm",9,0,"I","3","5/24/18 13:50","7.2",35,"252"
"153",6247,"6247_152_9","warm",9,0,"I","152","5/24/18 13:51","2.46",35,"86.1"
"154",6248,"6248_49_9","warm",9,0,"I","49",NA,NA,NA,NA
"155",6249,"6249_96_9","warm",9,1,"I","96",NA,NA,NA,NA
"156",6250,"6250_72_9","warm",9,1,"I","72",NA,NA,NA,NA
"157",6251,"6251_167_9","warm",9,1,"I","167",NA,NA,NA,NA
"158",6253,"6253_25_9","warm",9,0,"I","25",NA,NA,NA,NA
"159",6254,"6254_69_9","warm",9,0,"I","69",NA,NA,NA,NA
"160",6255,"6255_143_9","warm",9,1,"I","143",NA,NA,NA,NA
"161",6256,"6256_146_9","warm",9,1,"I","146",NA,NA,NA,NA
"162",6257,"6257_138_9","warm",9,1,"I","138",NA,NA,NA,NA
"163",6258,"6258_140_9","warm",9,3,"M","140",NA,NA,NA,NA
"164",6259,"6259_139_9","warm",9,0,"M","139",NA,NA,NA,NA
"165",6260,"6260_136_9","warm",9,0,"M","136",NA,NA,NA,NA
"166",6261,"6261_164_9","warm",9,1,"I","164",NA,NA,NA,NA
"167",6262,"6262_168_9","warm",9,1,"I","168",NA,NA,NA,NA
"168",6263,"6263_179_9","warm",9,1,"I","179",NA,NA,NA,NA
"169",6264,"6264_180_9","warm",9,0,"I","180",NA,NA,NA,NA
"170",6265,"6265_155_9","warm",9,0,"I","155",NA,NA,NA,NA
"171",6266,"6266_156_9","warm",9,1,"I","156",NA,NA,NA,NA
"172",6267,"6267_159_9","warm",9,1,"I","159",NA,NA,NA,NA
"173",6268,"6268_97_9","warm",9,0,"I","97",NA,NA,NA,NA
"174",6269,"6269_160_9","warm",9,1,"I","160",NA,NA,NA,NA
"175",6270,"6270_131_9","warm",9,0,"M","131",NA,NA,NA,NA
"176",6271,"6271_105_9","warm",9,0,"M","105",NA,NA,NA,NA
"177",6273,"6273_127_9","warm",9,1,"I","127",NA,NA,NA,NA
"178",6274,"6274_122_9","warm",9,1,"I","122",NA,NA,NA,NA
"179",6275,"6275_110_9","warm",9,3,"M","110",NA,NA,NA,NA
"180",6107,"6107_350_12","ambient",12,0,"M","350",NA,NA,NA,NA
"181",6109,"6109_351_12","ambient",12,0,"I","351",NA,NA,NA,NA
"182",6110,"6110_331_12","ambient",12,0,"I","331",NA,NA,NA,NA
"183",6111,"6111_356_12","ambient",12,1,"I","356",NA,NA,NA,NA
"184",6112,"6112_317_12","ambient",12,0,"I","317",NA,NA,NA,NA
"185",6114,"6114_326_12","ambient",12,1,"I","326",NA,NA,NA,NA
"186",6115,"6115_307_12","ambient",12,1,"I","307",NA,NA,NA,NA
"187",6121,"6121_352_12","ambient",12,1,"I","352",NA,NA,NA,NA
"188",6122,"6122_325_12","ambient",12,1,"I","325",NA,NA,NA,NA
"189",6123,"6123_345_12","ambient",12,0,"I","345",NA,NA,NA,NA
"190",6124,"6124_347_12","ambient",12,0,"M","347",NA,NA,NA,NA
"191",6125,"6125_303_12","ambient",12,1,"I","303",NA,NA,NA,NA
"192",6127,"6127_335_12","ambient",12,0,"I","335","5/2/18 13:08","3.46",35,"121.1"
"193",6130,"6130_339_12","ambient",12,0,"I","339","4/9/18 13:19","0.88",35,"30.8"
"194",6131,"6131_314_12","ambient",12,0,"I","314","4/9/18 13:19","1.42",35,"49.7"
"195",6134,"6134_353_12","ambient",12,1,"I","353","4/6/18 13:39","2.68",35,"93.8"
"196",6135,"6135_327_12","ambient",12,1,"M","327","4/6/18 13:38","2.01",35,"70.35"
"197",6136,"6136_321_12","ambient",12,0,"M","321",NA,NA,NA,NA
"198",6137,"6137_301_12","ambient",12,1,"I","301",NA,NA,NA,NA
"199",6139,"6139_332_12","ambient",12,3,"M","332",NA,NA,NA,NA
"200",6142,"6142_346_12","ambient",12,0,"I","346","4/9/18 13:19","1.8",35,"63"
"201",6143,"6143_343_12","ambient",12,0,"M","343",NA,NA,NA,NA
"202",6144,"6144_348_12","ambient",12,1,"I","348","4/6/18 13:39","5.76",35,"201.6"
"203",6145,"6145_305_12","ambient",12,1,"I","305","4/6/18 14:03","2.44",35,"85.4"
"204",6146,"6146_309_12","ambient",12,0,"I","309","4/9/18 13:37","4",35,"140"
"205",6150,"6150_312_12","ambient",12,0,"M","312",NA,NA,NA,NA
"206",6152,"6152_344_12","ambient",12,0,"M","344",NA,NA,NA,NA
"207",6155,"6155_358_12","ambient",12,1,"I","358","4/6/18 14:03","3.71",35,"129.85"
"208",6158,"6158_324_12","ambient",12,1,"I","324",NA,NA,NA,NA
"209",6159,"6159_313_12","ambient",12,1,"I","313","3/26/18 13:35","2",35,"70"
"210",6161,"6161_302_12","ambient",12,0,"M","302",NA,NA,NA,NA
"211",6165,"6165_360_12","ambient",12,0,"I","360","4/9/18 13:37","1.55",35,"54.25"
"212",6166,"6166_349_12","ambient",12,0,"I","349","4/9/18 13:38","5.56",35,"194.6"
"213",6168,"6168_357_12","ambient",12,1,"I","357",NA,NA,NA,NA
"214",6169,"6169_328_12","ambient",12,1,"I","328",NA,NA,NA,NA
"215",6170,"6170_320_12","ambient",12,1,"I","320",NA,NA,NA,NA
"216",6176,"6176_329_12","ambient",12,0,"M","329",NA,NA,NA,NA
"217",6179,"6179_315_12","ambient",12,0,"M","315",NA,NA,NA,NA
"218",6181,"6181_355_12","ambient",12,0,"I","355","4/28/18 15:42","3.32",35,"116.2"
"219",6182,"6182_354_12","ambient",12,1,"I","354",NA,NA,NA,NA
"220",6183,"6183_322_12","ambient",12,1,"I","322","5/1/18 17:59","2.69",35,"94.15"
"221",6184,"6184_318_12","ambient",12,1,"I","318","5/1/18 14:28","2.84",35,"99.4"
"222",6185,"6185_336_12","ambient",12,0,"I","336","4/28/18 15:42","2.62",35,"91.7"
"223",6186,"6186_306_12","ambient",12,0,"I","306","4/28/18 15:43","3.03",35,"106.05"
"224",6192,"6192_359_12","ambient",12,1,"I","359","5/1/18 14:28","5.68",35,"198.8"
"225",6193,"6193_333_12","ambient",12,1,"I","333","5/1/18 14:28","6.08",35,"212.8"
"226",6195,"6195_304_12","ambient",12,1,"I","304","5/1/18 17:59","2.69",35,"94.15"
"227",6201,"6201_341_12","ambient",12,1,"I","341",NA,NA,NA,NA
"228",6202,"6202_337_12","ambient",12,1,"I","337",NA,NA,NA,NA
"229",6205,"6205_342_12","ambient",12,0,"I","342",NA,NA,NA,NA
"230",6206,"6206_319_12","ambient",12,1,"I","319",NA,NA,NA,NA
"231",6211,"6211_349_12","ambient",12,1,"I","349","4/9/18 13:38","5.56",35,"194.6"
"232",6212,"6212_334_12","ambient",12,1,"I","334",NA,NA,NA,NA
"233",6213,"6213_310_12","ambient",12,0,"I","310",NA,NA,NA,NA
"234",6214,"6214_311_12","ambient",12,1,"I","311","5/2/18 13:08","2.05",35,"71.75"
"235",6241,"6241_323_12","ambient",12,1,"I","323",NA,NA,NA,NA
"236",6252,"6252_330_12","ambient",12,3,"M","330",NA,NA,NA,NA
"237",6272,"6272_338_12","ambient",12,0,"I","338",NA,NA,NA,NA
"238",6101,"6101_206_12","cold",12,0,"I","206",NA,NA,NA,NA
"239",6102,"6102_236_12","cold",12,0,"I","236",NA,NA,NA,NA
"240",6103,"6103_215_12","cold",12,1,"I","215","4/23/18 17:41","6.68",35,"233.8"
"241",6104,"6104_259_12","cold",12,0,"I","259",NA,NA,NA,NA
"242",6105,"6105_234_12","cold",12,1,"I","234",NA,NA,NA,NA
"243",6106,"6106_241_12","cold",12,0,"M","241",NA,NA,NA,NA
"244",6108,"6108_255_12","cold",12,1,"I","255",NA,NA,NA,NA
"245",6113,"6113_214_12","cold",12,0,"I","214","4/24/18 14:51","3.55",35,"124.25"
"246",6116,"6116_212_12","cold",12,1,"I","212",NA,NA,NA,NA
"247",6117,"6117_225_12","cold",12,0,"I","225","4/24/18 14:51","1.76",35,"61.6"
"248",6118,"6118_240_12","cold",12,1,"I","240",NA,NA,NA,NA
"249",6119,"6119_258_12","cold",12,0,"I","258","4/10/18 17:22","3.86",35,"135.1"
"250",6120,"6120_248_12","cold",12,1,"I","248",NA,NA,NA,NA
"251",6126,"6126_201_12","cold",12,1,"I","201",NA,NA,NA,NA
"252",6128,"6128_231_12","cold",12,1,"I","231",NA,NA,NA,NA
"253",6132,"6132_205_12","cold",12,0,"I","205","4/10/18 17:23","1.64",35,"57.4"
"254",6133,"6133_223_12","cold",12,0,"I","223","4/10/18 17:23","8.24",35,"288.4"
"255",6138,"6138_247_12","cold",12,0,"I","247","4/24/18 14:32","6.44",35,"225.4"
"256",6140,"6140_237_12","cold",12,1,"I","237",NA,NA,NA,NA
"257",6141,"6141_249_12","cold",12,1,"I","249",NA,NA,NA,NA
"258",6147,"6147_204_12","cold",12,0,"I","204","4/29/18 17:58","3.6",35,"126"
"259",6148,"6148_213_12","cold",12,1,"I","213",NA,NA,NA,NA
"260",6149,"6149_226_12","cold",12,1,"I","226",NA,NA,NA,NA
"261",6151,"6151_243_12","cold",12,1,"I","243",NA,NA,NA,NA
"262",6153,"6153_209_12","cold",12,0,"M","209",NA,NA,NA,NA
"263",6154,"6154_232_12","cold",12,0,"I","232","4/29/18 17:58","2.38",35,"83.3"
"264",6156,"6156_242_12","cold",12,0,"I","242",NA,NA,NA,NA
"265",6157,"6157_224_12","cold",12,0,"M","224",NA,NA,NA,NA
"266",6160,"6160_238_12","cold",12,0,"M","238",NA,NA,NA,NA
"267",6162,"6162_220_12","cold",12,1,"I","220",NA,NA,NA,NA
"268",6163,"6163_228_12","cold",12,1,"I","228",NA,NA,NA,NA
"269",6164,"6164_257_12","cold",12,1,"I","257",NA,NA,NA,NA
"270",6167,"6167_207_12","cold",12,0,"I","207","4/29/18 17:58","1.88",35,"65.8"
"271",6171,"6171_221_12","cold",12,0,"I","221","5/1/18 17:59","3.22",35,"112.7"
"272",6172,"6172_316_12","cold",12,0,"M","316",NA,NA,NA,NA
"273",6173,"6173_210_12","cold",12,1,"I","210",NA,NA,NA,NA
"274",6174,"6174_233_12","cold",12,1,"I","233",NA,NA,NA,NA
"275",6175,"6175_246_12","cold",12,0,"I","246",NA,NA,NA,NA
"276",6177,"6177_250_12","cold",12,1,"I","250",NA,NA,NA,NA
"277",6178,"6178_218_12","cold",12,0,"M","218",NA,NA,NA,NA
"278",6187,"6187_239_12","cold",12,1,"I","239",NA,NA,NA,NA
"279",6188,"6188_245_12","cold",12,1,"I","245",NA,NA,NA,NA
"280",6189,"6189_216_12","cold",12,0,"I","216",NA,NA,NA,NA
"281",6190,"6190_256_12","cold",12,3,"M","256",NA,NA,NA,NA
"282",6191,"6191_227_12","cold",12,0,"I","227",NA,NA,NA,NA
"283",6194,"6194_235_12","cold",12,0,"M","235",NA,NA,NA,NA
"284",6196,"6196_203_12","cold",12,1,"I","203",NA,NA,NA,NA
"285",6197,"6197_244_12","cold",12,0,"M","244",NA,NA,NA,NA
"286",6198,"6198_230_12","cold",12,1,"I","230","4/23/18 18:02","6.2",35,"217"
"287",6199,"6199_254_12","cold",12,1,"I","254",NA,NA,NA,NA
"288",6200,"6200_208_12","cold",12,3,"M","208",NA,NA,NA,NA
"289",6203,"6203_222_12","cold",12,0,"M","222",NA,NA,NA,NA
"290",6204,"6204_252_12","cold",12,3,"M","252",NA,NA,NA,NA
"291",6207,"6207_202_12","cold",12,1,"I","202","4/23/18 18:02","4.68",35,"163.8"
"292",6208,"6208_229_12","cold",12,1,"I","229","4/23/18 18:02","2.12",35,"74.2"
"293",6209,"6209_251_12","cold",12,1,"I","251","4/23/18 17:40","4.8",35,"168"
"294",6215,"6215_253_12","cold",12,1,"#N/A","253","4/23/18 17:41","0.84",35,"29.4"
"295",6278,"6278__12","cold",12,1,"I","",NA,NA,NA,NA
"296",6279,"6279_219_12","cold",12,1,"I","219",NA,NA,NA,NA
"297",6129,"6129_299_12","warm",12,1,"I","299","4/20/18 14:30","0",35,"0"
"298",6180,"6180_370_12","warm",12,0,"I","370","4/20/18 14:30","1.8",35,"63"
"299",6210,"6210_274_12","warm",12,1,"I","274","4/20/18 14:30","2.44",35,"85.4"
"300",6216,"6216_267_12","warm",12,0,"I","267","5/23/18 14:54","4.88",35,"170.8"
"301",6217,"6217_285_12","warm",12,0,"I","285",NA,NA,NA,NA
"302",6218,"6218_373_12","warm",12,3,"I","373",NA,NA,NA,NA
"303",6219,"6219_276_12","warm",12,1,"I","276","5/24/18 13:51","4.2",35,"147"
"304",6220,"6220_293_12","warm",12,1,"I","293","5/24/18 13:51","8.52",35,"298.2"
"305",6221,"6221_380_12","warm",12,1,"I","380","5/24/18 17:46","3.03",35,"106.05"
"306",6222,"6222_266_12","warm",12,0,"M","266",NA,NA,NA,NA
"307",6223,"6223_270_12","warm",12,0,"M","270",NA,NA,NA,NA
"308",6224,"6224_277_12","warm",12,1,"I","277","5/24/18 17:46","9.32",35,"326.2"
"309",6225,"6225_298_12","warm",12,1,"I","298","5/24/18 17:47","2.1",35,"73.5"
"310",6226,"6226_260_12","warm",12,0,"I","260","5/23/18 14:55","8.28",35,"289.8"
"311",6227,"6227_366_12","warm",12,1,"I","366","5/24/18 17:47","2.41",35,"84.35"
"312",6228,"6228_290_12","warm",12,0,"I","290",NA,NA,NA,NA
"313",6229,"6229_379_12","warm",12,0,"I","379","5/23/18 14:55","3.94",35,"137.9"
"314",6230,"6230_292_12","warm",12,0,"M","292",NA,NA,NA,NA
"315",6231,"6231_278_12","warm",12,1,"I","278",NA,NA,NA,NA
"316",6232,"6232_286_12","warm",12,0,"M","286",NA,NA,NA,NA
"317",6233,"6233_371_12","warm",12,1,"I","371",NA,NA,NA,NA
"318",6234,"6234_263_12","warm",12,0,"I","263",NA,NA,NA,NA
"319",6235,"6235_297_12","warm",12,0,"I","297",NA,NA,NA,NA
"320",6236,"6236_361_12","warm",12,0,"I","361","5/23/18 14:55","6.52",35,"228.2"
"321",6237,"6237_271_12","warm",12,1,"I","271",NA,NA,NA,NA
"322",6238,"6238_375_12","warm",12,0,"M","375",NA,NA,NA,NA
"323",6239,"6239_291_12","warm",12,1,"I","291",NA,NA,NA,NA
"324",6240,"6240_362_12","warm",12,1,"I","362",NA,NA,NA,NA
"325",6242,"6242_377_12","warm",12,0,"M","377",NA,NA,NA,NA
"326",6243,"6243_272_12","warm",12,1,"I","272",NA,NA,NA,NA
"327",6244,"6244_284_12","warm",12,1,"I","284",NA,NA,NA,NA
"328",6245,"6245_365_12","warm",12,1,"I","365",NA,NA,NA,NA
"329",6246,"6246_265_12","warm",12,0,"I","265","5/24/18 13:50","7.24",35,"253.4"
"330",6247,"6247_287_12","warm",12,0,"I","287","5/24/18 13:51","5.52",35,"193.2"
"331",6248,"6248_378_12","warm",12,0,"I","378",NA,NA,NA,NA
"332",6249,"6249_279_12","warm",12,1,"I","279",NA,NA,NA,NA
"333",6250,"6250_294_12","warm",12,1,"I","294",NA,NA,NA,NA
"334",6251,"6251_376_12","warm",12,1,"I","376",NA,NA,NA,NA
"335",6253,"6253_275_12","warm",12,0,"I","275",NA,NA,NA,NA
"336",6254,"6254_296_12","warm",12,0,"I","296",NA,NA,NA,NA
"337",6255,"6255_262_12","warm",12,1,"I","262",NA,NA,NA,NA
"338",6256,"6256_283_12","warm",12,1,"I","283",NA,NA,NA,NA
"339",6257,"6257_363_12","warm",12,1,"I","363",NA,NA,NA,NA
"340",6258,"6258_261_12","warm",12,3,"M","261",NA,NA,NA,NA
"341",6259,"6259_281_12","warm",12,0,"M","281",NA,NA,NA,NA
"342",6260,"6260_374_12","warm",12,0,"M","374",NA,NA,NA,NA
"343",6261,"6261_273_12","warm",12,1,"I","273",NA,NA,NA,NA
"344",6262,"6262_289_12","warm",12,1,"I","289",NA,NA,NA,NA
"345",6263,"6263_368_12","warm",12,1,"I","368",NA,NA,NA,NA
"346",6264,"6264_268_12","warm",12,0,"I","268",NA,NA,NA,NA
"347",6265,"6265_282_12","warm",12,0,"I","282",NA,NA,NA,NA
"348",6266,"6266_264_12","warm",12,1,"I","264",NA,NA,NA,NA
"349",6267,"6267_288_12","warm",12,1,"I","288",NA,NA,NA,NA
"350",6268,"6268_369_12","warm",12,0,"I","369",NA,NA,NA,NA
"351",6269,"6269_364_12","warm",12,1,"I","364",NA,NA,NA,NA
"352",6270,"6270_269_12","warm",12,0,"M","269",NA,NA,NA,NA
"353",6271,"6271_295_12","warm",12,0,"M","295",NA,NA,NA,NA
"354",6273,"6273_280_12","warm",12,1,"I","280",NA,NA,NA,NA
"355",6274,"6274_367_12","warm",12,1,"I","367",NA,NA,NA,NA
"356",6275,"6275_372_12","warm",12,3,"M","372",NA,NA,NA,NA
"357",6107,"6107_471_26","ambient",26,0,"M","471-1",NA,NA,NA,NA
"358",6109,"6109_480_26","ambient",26,0,"I","480-1","8/9/18 13:05","6.86",10,"68.6"
"359",6110,"6110_488_26","ambient",26,0,"I","488-1","8/9/18 13:05","9.74",10,"97.4"
"360",6111,"6111_468_26","ambient",26,1,"I","468-1",NA,NA,NA,NA
"361",6112,"6112_499_26","ambient",26,0,"I","499-1",NA,NA,NA,NA
"362",6114,"6114_484_26","ambient",26,1,"I","484-1","8/9/18 13:05","9.12",10,"91.2"
"363",6115,"6115_514_26","ambient",26,1,"I","514-1","8/9/18 13:06","Out of range",10,"#VALUE!"
"364",6121,"6121_472_26","ambient",26,1,"I","472-1","8/9/18 13:04","Out of range",10,"#VALUE!"
"365",6122,"6122_489_26","ambient",26,1,"I","489-1","8/9/18 13:05","Out of range",10,"#VALUE!"
"366",6123,"6123_473_26","ambient",26,0,"I","473-1","8/9/18 13:04","4.8",10,"48"
"367",6124,"6124_464_26","ambient",26,0,"M","464-1",NA,NA,NA,NA
"368",6125,"6125_503_26","ambient",26,1,"I","503-1",NA,NA,NA,NA
"369",6127,"6127_497_26","ambient",26,0,"I","497-1","5/2/18 13:08","4.36",35,"152.6"
"370",6130,"6130_498_26","ambient",26,0,"I","498-1","3/27/18 15:08","1.8",35,"63"
"371",6131,"6131_507_26","ambient",26,0,"I","507-1","4/9/18 13:20","0.88",35,"30.8"
"372",6134,"6134_465_26","ambient",26,1,"I","465-1","3/26/18 13:25","0",35,"0"
"373",6135,"6135_492_26","ambient",26,1,"M","492-1","4/6/18 13:39","1.08",35,"37.8"
"374",6136,"6136_491_26","ambient",26,0,"M","491-1",NA,NA,NA,NA
"375",6137,"6137_500_26","ambient",26,1,"I","500-1","8/9/18 13:06","Out of range",10,"#VALUE!"
"376",6139,"6139_493_26","ambient",26,3,"M","493-1",NA,NA,NA,NA
"377",6142,"6142_474_26","ambient",26,0,"I","474-1","4/9/18 13:20","0",35,"0"
"378",6143,"6143_479_26","ambient",26,0,"M","479-1","8/9/18 13:04","Out of range",10,"#VALUE!"
"379",6144,"6144_477_26","ambient",26,1,"I","477-1","4/6/18 13:39","1.84",35,"64.4"
"380",6145,"6145_505_26","ambient",26,1,"I","505-1","4/6/18 14:04","0",35,"0"
"381",6146,"6146_502_26","ambient",26,0,"I","502-1","4/9/18 13:38","2.18",35,"76.3"
"382",6150,"6150_511_26","ambient",26,0,"M","511-1","8/9/18 13:06","Out of range",10,"#VALUE!"
