,Run_ID,Assay_Name,Test_Name,Test_Date,Qubit_tube_conc,Units,Original_sample_conc,Units.1,Sample_Volume,Dilution_Factor,Std_1_RFU,Std_2_RFU,Excitation,Emission,Far_Red_RFU,tube_number,Sample_Day,Uniq_ID,FRP,infection_status,maturity,treatment_tank,temperature_treatment,comments
116,2018-05-23_145415,RNA High sensitivity,Sample_#180523-145555,5/23/18 14:55,163,ng/mL,6.52,ng/uL,5,40,89.29,1715.34,Red,Far Red,683.72,361,12,6236_361_12,6236,0,I,6,warm,11/12/17
117,2018-05-23_145415,RNA High sensitivity,Sample_#180523-145546,5/23/18 14:55,190,ng/mL,7.6,ng/uL,5,40,89.29,1715.34,Red,Far Red,776.64,157,9,6236_157_9,6236,0,I,6,warm,
118,2018-05-23_145415,RNA High sensitivity,Sample_#180523-145538,5/23/18 14:55,98.4,ng/mL,3.94,ng/uL,5,40,89.29,1715.34,Red,Far Red,445.26,379,12,6229_379_12,6229,0,I,6,warm,11/15/17
119,2018-05-23_145415,RNA High sensitivity,Sample_#180523-145528,5/23/18 14:55,124,ng/mL,4.96,ng/uL,5,40,89.29,1715.34,Red,Far Red,539.85,89,9,6229_89_9,6229,0,I,6,warm,
120,2018-05-23_145415,RNA High sensitivity,Sample_#180523-145519,5/23/18 14:55,207,ng/mL,8.28,ng/uL,5,40,89.29,1715.34,Red,Far Red,837.49,260,12,6226_260_12,6226,0,I,4,warm,11/13/17
121,2018-05-23_145415,RNA High sensitivity,Sample_#180523-145504,5/23/18 14:55,270,ng/mL,10.8,ng/uL,5,40,89.29,1715.34,Red,Far Red,1049.48,85,9,6226_85_9,6226,0,I,4,warm,
122,2018-05-23_145415,RNA High sensitivity,Sample_#180523-145452,5/23/18 14:54,122,ng/mL,4.88,ng/uL,5,40,89.29,1715.34,Red,Far Red,533.83,267,12,6216_267_12,6216,0,I,4,warm,11/13/17
123,2018-05-23_145415,RNA High sensitivity,Sample_#180523-145441,5/23/18 14:54,43.8,ng/mL,1.75,ng/uL,5,40,89.29,1715.34,Red,Far Red,241,40,9,6216_40_9,6216,0,I,4,warm,
124,2018-05-24_135020,RNA High sensitivity,Sample_#180524-135159,5/24/18 13:51,213,ng/mL,8.52,ng/uL,5,40,89.63,1758.85,Red,Far Red,878.88,293,12,6220_293_12,6220,1,I,5,warm,11/12/17
125,2018-05-24_135020,RNA High sensitivity,Sample_#180524-135149,5/24/18 13:51,72,ng/mL,2.88,ng/uL,5,40,89.63,1758.85,Red,Far Red,353.83,162,9,6220_162_9,6220,1,I,5,warm,
126,2018-05-24_135020,RNA High sensitivity,Sample_#180524-135139,5/24/18 13:51,105,ng/mL,4.2,ng/uL,5,40,89.63,1758.85,Red,Far Red,479.8,276,12,6219_276_12,6219,1,I,4,warm,11/14/17
127,2018-05-24_135020,RNA High sensitivity,Sample_#180524-135128,5/24/18 13:51,105,ng/mL,4.2,ng/uL,5,40,89.63,1758.85,Red,Far Red,479.25,116,9,6219_116_9,6219,1,I,4,warm,
128,2018-05-24_135020,RNA High sensitivity,Sample_#180524-135119,5/24/18 13:51,138,ng/mL,5.52,ng/uL,5,40,89.63,1758.85,Red,Far Red,604.96,287,12,6247_287_12,6247,0,I,5,warm,11/12/17
129,2018-05-24_135020,RNA High sensitivity,Sample_#180524-135109,5/24/18 13:51,61.4,ng/mL,2.46,ng/uL,5,40,89.63,1758.85,Red,Far Red,312.86,152,9,6247_152_9,6247,0,I,5,warm,
130,2018-05-24_135020,RNA High sensitivity,Sample_#180524-135058,5/24/18 13:50,181,ng/mL,7.24,ng/uL,5,40,89.63,1758.85,Red,Far Red,763.11,265,12,6246_265_12,6246,0,I,4,warm,11/13/17
131,2018-05-24_135020,RNA High sensitivity,Sample_#180524-135045,5/24/18 13:50,180,ng/mL,7.2,ng/uL,5,40,89.63,1758.85,Red,Far Red,761.94,3,9,6246_3_9,6246,0,I,4,warm,
132,2018-05-24_174551,RNA High sensitivity,Sample_#180524-174722,5/24/18 17:47,60.3,ng/mL,2.41,ng/uL,5,40,84.77,1607.38,Red,Far Red,284.45,366,12,6227_366_12,6227,1,I,6,warm,11/12/17
133,2018-05-24_174551,RNA High sensitivity,Sample_#180524-174710,5/24/18 17:47,86.1,ng/mL,3.44,ng/uL,5,40,84.77,1607.38,Red,Far Red,375.16,83,9,6227_83_9,6227,1,I,6,warm,
134,2018-05-24_174551,RNA High sensitivity,Sample_#180524-174702,5/24/18 17:47,52.5,ng/mL,2.1,ng/uL,5,40,84.77,1607.38,Red,Far Red,257.23,298,12,6225_298_12,6225,1,I,5,warm,11/11/17
135,2018-05-24_174551,RNA High sensitivity,Sample_#180524-174652,5/24/18 17:46,164,ng/mL,6.56,ng/uL,5,40,84.77,1607.38,Red,Far Red,645.08,92,9,6225_92_9,6225,1,I,5,warm,
136,2018-05-24_174551,RNA High sensitivity,Sample_#180524-174644,5/24/18 17:46,233,ng/mL,9.32,ng/uL,5,40,84.77,1607.38,Red,Far Red,868.55,277,12,6224_277_12,6224,1,I,4,warm,11/13/17
137,2018-05-24_174551,RNA High sensitivity,Sample_#180524-174636,5/24/18 17:46,115,ng/mL,4.6,ng/uL,5,40,84.77,1607.38,Red,Far Red,475.24,74,9,6224_74_9,6224,1,I,4,warm,
138,2018-05-24_174551,RNA High sensitivity,Sample_#180524-174625,5/24/18 17:46,75.7,ng/mL,3.03,ng/uL,5,40,84.77,1607.38,Red,Far Red,338.64,380,12,6221_380_12,6221,1,I,6,warm,11/12/17
139,2018-05-24_174551,RNA High sensitivity,Sample_#180524-174615,5/24/18 17:46,255,ng/mL,10.2,ng/uL,5,40,84.77,1607.38,Red,Far Red,937.68,16,9,6221_16_9,6221,1,I,6,warm,
