,Trinity_ID,padj
1,TRINITY_DN0_c0_g1_i2,NA
2,TRINITY_DN0_c0_g1_i3,NA
3,TRINITY_DN0_c0_g2_i2,0.999859588597869
4,TRINITY_DN0_c1_g1_i1,0.602740152600398
5,TRINITY_DN0_c1_g1_i2,0.999859588597869
6,TRINITY_DN0_c1_g1_i3,0.237078618505318
7,TRINITY_DN0_c10_g1_i1,NA
8,TRINITY_DN0_c10_g2_i1,NA
9,TRINITY_DN0_c11_g1_i1,NA
10,TRINITY_DN0_c12_g1_i1,NA
11,TRINITY_DN0_c20_g1_i1,0.999859588597869
12,TRINITY_DN0_c3_g1_i5,0.730550438701274
13,TRINITY_DN0_c31_g1_i1,0.999859588597869
14,TRINITY_DN0_c4_g1_i1,NA
15,TRINITY_DN0_c4_g1_i2,0.818251392646553
16,TRINITY_DN1_c0_g1_i1,0.999859588597869
17,TRINITY_DN1_c0_g1_i2,0.983638603456983
18,TRINITY_DN1_c0_g1_i3,0.999859588597869
19,TRINITY_DN1_c0_g1_i4,0.955705742798895
20,TRINITY_DN10_c0_g1_i1,0.999859588597869
21,TRINITY_DN100_c0_g1_i1,0.999859588597869
22,TRINITY_DN100_c0_g1_i2,0.999859588597869
23,TRINITY_DN100_c0_g1_i3,0.999859588597869
24,TRINITY_DN100_c0_g2_i1,NA
25,TRINITY_DN1000_c0_g1_i1,0.881862787097444
26,TRINITY_DN1000_c0_g2_i1,0.999859588597869
27,TRINITY_DN10000_c0_g1_i1,NA
28,TRINITY_DN10000_c0_g1_i2,NA
29,TRINITY_DN10000_c0_g1_i3,NA
30,TRINITY_DN10000_c0_g1_i4,NA
31,TRINITY_DN10000_c0_g1_i5,0.999859588597869
32,TRINITY_DN10000_c0_g1_i6,NA
33,TRINITY_DN10000_c0_g1_i7,NA
34,TRINITY_DN10000_c0_g1_i8,NA
35,TRINITY_DN10001_c5_g1_i1,0.531064724033011
36,TRINITY_DN10002_c0_g1_i1,NA
37,TRINITY_DN10002_c0_g2_i1,NA
38,TRINITY_DN10003_c0_g1_i1,0.999859588597869
39,TRINITY_DN10004_c0_g1_i1,NA
40,TRINITY_DN10004_c0_g1_i2,NA
41,TRINITY_DN10005_c0_g1_i1,NA
42,TRINITY_DN10005_c0_g1_i2,0.986063470432763
43,TRINITY_DN10005_c0_g2_i1,0.999859588597869
44,TRINITY_DN10006_c0_g1_i1,0.982995471957554
45,TRINITY_DN10007_c0_g1_i1,NA
46,TRINITY_DN1001_c0_g1_i2,NA
47,TRINITY_DN1001_c0_g1_i3,0.999859588597869
48,TRINITY_DN1001_c0_g1_i4,NA
49,TRINITY_DN1001_c0_g1_i5,NA
50,TRINITY_DN10010_c0_g1_i1,0.999859588597869
51,TRINITY_DN10011_c0_g1_i1,0.999859588597869
52,TRINITY_DN10012_c0_g1_i1,NA
53,TRINITY_DN10013_c0_g1_i1,NA
54,TRINITY_DN10014_c0_g1_i1,NA
55,TRINITY_DN10016_c0_g1_i1,NA
56,TRINITY_DN10017_c0_g1_i1,0.999859588597869
57,TRINITY_DN10017_c1_g1_i1,NA
58,TRINITY_DN1002_c0_g1_i1,0.999859588597869
59,TRINITY_DN1002_c0_g1_i3,0.999859588597869
60,TRINITY_DN10021_c0_g1_i1,NA
61,TRINITY_DN10021_c0_g1_i3,0.999859588597869
62,TRINITY_DN10022_c0_g1_i1,NA
63,TRINITY_DN10023_c0_g1_i1,0.999859588597869
64,TRINITY_DN10024_c0_g1_i1,0.999859588597869
65,TRINITY_DN10025_c0_g1_i1,NA
66,TRINITY_DN10027_c0_g1_i1,0.999859588597869
67,TRINITY_DN10027_c0_g2_i1,0.999859588597869
68,TRINITY_DN10028_c0_g1_i1,0.999859588597869
69,TRINITY_DN10029_c0_g1_i1,0.999859588597869
70,TRINITY_DN10029_c0_g1_i2,NA
71,TRINITY_DN1003_c0_g1_i10,NA
72,TRINITY_DN1003_c0_g1_i12,0.546677418235154
73,TRINITY_DN1003_c0_g1_i4,0.000871786917692321
74,TRINITY_DN1003_c0_g1_i5,NA
75,TRINITY_DN1003_c0_g1_i6,0.999859588597869
76,TRINITY_DN1003_c0_g1_i7,NA
77,TRINITY_DN1003_c0_g1_i8,0.999859588597869
78,TRINITY_DN1003_c0_g1_i9,0.999859588597869
79,TRINITY_DN1003_c1_g1_i1,0.999859588597869
80,TRINITY_DN1003_c2_g1_i1,0.999859588597869
81,TRINITY_DN10031_c0_g1_i1,NA
82,TRINITY_DN10033_c0_g1_i1,NA
83,TRINITY_DN10034_c0_g1_i1,0.999859588597869
84,TRINITY_DN10035_c2_g1_i1,0.937451934154926
85,TRINITY_DN10038_c0_g1_i1,NA
86,TRINITY_DN1004_c0_g1_i1,0.999859588597869
87,TRINITY_DN1004_c1_g1_i1,NA
88,TRINITY_DN1004_c1_g1_i2,0.999859588597869
89,TRINITY_DN10040_c0_g1_i1,NA
90,TRINITY_DN10041_c0_g1_i1,0.999859588597869
91,TRINITY_DN10042_c0_g1_i1,NA
92,TRINITY_DN10044_c0_g1_i3,NA
93,TRINITY_DN10044_c0_g1_i4,NA
94,TRINITY_DN10044_c0_g1_i5,NA
95,TRINITY_DN10044_c0_g2_i1,NA
96,TRINITY_DN10044_c0_g3_i1,NA
97,TRINITY_DN10045_c0_g1_i1,0.999859588597869
98,TRINITY_DN10046_c0_g1_i1,NA
99,TRINITY_DN10046_c0_g1_i2,NA
100,TRINITY_DN10046_c0_g1_i3,0.999859588597869
101,TRINITY_DN10048_c0_g1_i1,NA
102,TRINITY_DN1005_c0_g1_i1,0.999859588597869
103,TRINITY_DN1005_c0_g1_i2,0.999859588597869
104,TRINITY_DN1005_c0_g1_i3,0.187271271278745
105,TRINITY_DN1005_c0_g2_i1,0.999859588597869
106,TRINITY_DN1005_c0_g2_i2,0.999859588597869
107,TRINITY_DN10050_c0_g1_i1,NA
108,TRINITY_DN10051_c0_g1_i1,NA
109,TRINITY_DN10051_c0_g1_i2,0.999859588597869
110,TRINITY_DN10051_c0_g1_i3,NA
111,TRINITY_DN10051_c0_g1_i4,NA
112,TRINITY_DN10052_c0_g1_i1,NA
113,TRINITY_DN10053_c0_g1_i1,6.09988360252111e-05
114,TRINITY_DN10053_c0_g2_i1,2.88044049250813e-05
115,TRINITY_DN10054_c0_g1_i1,0.999859588597869
116,TRINITY_DN10056_c0_g1_i3,NA
117,TRINITY_DN10056_c0_g1_i4,NA
118,TRINITY_DN10059_c0_g1_i1,NA
119,TRINITY_DN10059_c0_g1_i2,NA
120,TRINITY_DN10059_c0_g1_i4,NA
121,TRINITY_DN1006_c0_g1_i1,0.907971162756543
122,TRINITY_DN1006_c1_g1_i1,0.999859588597869
123,TRINITY_DN1006_c1_g1_i2,0.896782383363266
124,TRINITY_DN1006_c1_g1_i3,0.831157044729808
125,TRINITY_DN1006_c1_g1_i4,0.999859588597869
126,TRINITY_DN1006_c1_g1_i6,0.912376995242167
127,TRINITY_DN1006_c1_g1_i7,0.999859588597869
128,TRINITY_DN1006_c2_g1_i1,0.999859588597869
129,TRINITY_DN1006_c2_g1_i2,0.999859588597869
130,TRINITY_DN1006_c3_g1_i1,0.999859588597869
131,TRINITY_DN1006_c3_g1_i3,0.999859588597869
132,TRINITY_DN1006_c3_g1_i5,NA
133,TRINITY_DN1006_c3_g1_i6,0.999859588597869
134,TRINITY_DN1006_c4_g1_i1,0.938497706553464
135,TRINITY_DN1006_c4_g1_i2,0.999859588597869
136,TRINITY_DN1006_c4_g1_i3,0.999859588597869
137,TRINITY_DN10060_c0_g1_i2,NA
138,TRINITY_DN10060_c0_g2_i1,NA
139,TRINITY_DN10060_c0_g3_i1,NA
140,TRINITY_DN10061_c0_g1_i1,NA
141,TRINITY_DN10061_c1_g1_i1,NA
142,TRINITY_DN10062_c0_g1_i1,0.00220556959804665
143,TRINITY_DN10062_c0_g1_i2,0.999859588597869
144,TRINITY_DN10064_c0_g1_i1,NA
145,TRINITY_DN10064_c0_g1_i2,NA
146,TRINITY_DN10064_c0_g2_i1,NA
147,TRINITY_DN10067_c0_g1_i1,0.999859588597869
148,TRINITY_DN10068_c0_g1_i1,0.999859588597869
149,TRINITY_DN10068_c1_g1_i1,0.999859588597869
150,TRINITY_DN10069_c0_g1_i1,0.999859588597869
151,TRINITY_DN1007_c0_g1_i1,0.999859588597869
152,TRINITY_DN10073_c0_g1_i1,0.999859588597869
153,TRINITY_DN10074_c0_g1_i1,0.000276661971807528
154,TRINITY_DN10074_c0_g2_i1,5.94461178764008e-05
155,TRINITY_DN10075_c0_g1_i1,NA
156,TRINITY_DN10075_c0_g1_i2,NA
157,TRINITY_DN10076_c0_g1_i1,0.999961396113039
158,TRINITY_DN10077_c0_g1_i1,NA
159,TRINITY_DN10077_c0_g1_i2,NA
160,TRINITY_DN10077_c0_g1_i3,NA
161,TRINITY_DN10077_c0_g1_i4,0.00876387775292146
162,TRINITY_DN10078_c0_g1_i1,0.999859588597869
163,TRINITY_DN10079_c0_g1_i1,NA
164,TRINITY_DN10079_c0_g1_i2,0.717096127926607
165,TRINITY_DN1008_c0_g1_i1,0.999859588597869
166,TRINITY_DN1008_c0_g1_i2,0.813122007894397
167,TRINITY_DN1008_c0_g1_i3,0.999859588597869
168,TRINITY_DN1008_c0_g1_i5,0.999859588597869
169,TRINITY_DN1008_c0_g1_i8,NA
170,TRINITY_DN1008_c0_g1_i9,0.999859588597869
171,TRINITY_DN10081_c0_g1_i1,NA
172,TRINITY_DN10082_c0_g1_i1,NA
173,TRINITY_DN10083_c0_g1_i1,NA
174,TRINITY_DN10085_c0_g1_i1,0.999859588597869
175,TRINITY_DN10087_c0_g1_i1,NA
176,TRINITY_DN10087_c0_g1_i2,NA
177,TRINITY_DN10087_c0_g1_i3,NA
178,TRINITY_DN10087_c1_g1_i2,NA
179,TRINITY_DN10087_c1_g1_i3,NA
180,TRINITY_DN10088_c0_g1_i1,NA
181,TRINITY_DN10088_c0_g1_i2,0.999859588597869
182,TRINITY_DN1009_c0_g1_i1,0.999859588597869
183,TRINITY_DN10091_c0_g1_i1,NA
184,TRINITY_DN10094_c0_g1_i1,NA
185,TRINITY_DN10096_c0_g1_i1,0.999859588597869
186,TRINITY_DN10097_c0_g1_i1,NA
187,TRINITY_DN10098_c0_g1_i2,0.999859588597869
188,TRINITY_DN10098_c0_g1_i3,0.999859588597869
189,TRINITY_DN101_c0_g1_i1,0.999859588597869
190,TRINITY_DN101_c0_g1_i2,NA
191,TRINITY_DN101_c0_g1_i3,0.999859588597869
192,TRINITY_DN101_c0_g1_i4,0.999859588597869
193,TRINITY_DN101_c0_g1_i5,0.999859588597869
194,TRINITY_DN101_c0_g1_i6,0.999859588597869
195,TRINITY_DN101_c0_g1_i7,0.999859588597869
196,TRINITY_DN101_c0_g1_i8,0.999859588597869
197,TRINITY_DN1010_c0_g1_i1,0.479173862490284
198,TRINITY_DN1010_c0_g1_i4,NA
199,TRINITY_DN1010_c0_g1_i5,NA
200,TRINITY_DN1010_c0_g1_i7,0.999859588597869
201,TRINITY_DN10100_c0_g1_i1,NA
202,TRINITY_DN10100_c0_g1_i2,NA
203,TRINITY_DN10100_c0_g1_i3,0.999859588597869
204,TRINITY_DN10100_c0_g1_i5,NA
205,TRINITY_DN10100_c0_g1_i6,0.999859588597869
206,TRINITY_DN10100_c0_g1_i7,0.767017983430664
207,TRINITY_DN10100_c0_g1_i8,NA
208,TRINITY_DN10100_c0_g1_i9,NA
209,TRINITY_DN10100_c2_g1_i1,NA
210,TRINITY_DN10102_c0_g1_i1,NA
211,TRINITY_DN10103_c0_g1_i1,0.999859588597869
212,TRINITY_DN10105_c0_g1_i1,0.999859588597869
213,TRINITY_DN10108_c0_g1_i1,0.999859588597869
214,TRINITY_DN1011_c0_g1_i2,0.999859588597869
215,TRINITY_DN1011_c0_g1_i5,0.999859588597869
216,TRINITY_DN10111_c0_g1_i1,0.999859588597869
217,TRINITY_DN10114_c0_g1_i1,NA
218,TRINITY_DN10115_c0_g1_i1,0.999859588597869
219,TRINITY_DN10116_c0_g1_i1,NA
220,TRINITY_DN10116_c0_g1_i2,NA
221,TRINITY_DN10116_c0_g1_i3,NA
222,TRINITY_DN10116_c0_g1_i4,NA
223,TRINITY_DN10116_c0_g2_i1,NA
224,TRINITY_DN10116_c0_g2_i2,NA
225,TRINITY_DN10116_c0_g3_i1,NA
226,TRINITY_DN10117_c0_g1_i1,NA
227,TRINITY_DN10118_c0_g1_i1,NA
228,TRINITY_DN1012_c0_g1_i1,0.999859588597869
229,TRINITY_DN10120_c0_g1_i1,0.999859588597869
230,TRINITY_DN10121_c0_g1_i1,NA
231,TRINITY_DN10123_c0_g1_i2,0.999859588597869
232,TRINITY_DN10123_c1_g1_i1,NA
233,TRINITY_DN10125_c0_g1_i1,0.999859588597869
234,TRINITY_DN10127_c0_g1_i1,NA
235,TRINITY_DN10128_c0_g1_i1,NA
236,TRINITY_DN10128_c1_g1_i1,NA
237,TRINITY_DN10129_c0_g1_i1,NA
238,TRINITY_DN10129_c0_g1_i2,0.999859588597869
239,TRINITY_DN10129_c0_g1_i3,NA
240,TRINITY_DN1013_c0_g1_i1,0.999859588597869
241,TRINITY_DN10131_c0_g1_i1,NA
242,TRINITY_DN10131_c0_g1_i2,NA
243,TRINITY_DN10132_c0_g1_i1,NA
244,TRINITY_DN10134_c0_g1_i1,NA
245,TRINITY_DN10134_c0_g1_i2,NA
246,TRINITY_DN10135_c0_g1_i1,NA
247,TRINITY_DN10139_c0_g1_i1,0.999859588597869
248,TRINITY_DN1014_c0_g1_i1,0.999859588597869
249,TRINITY_DN1014_c0_g1_i2,0.999859588597869
250,TRINITY_DN1014_c0_g2_i1,0.999859588597869
251,TRINITY_DN1014_c1_g1_i1,0.999859588597869
252,TRINITY_DN1014_c1_g1_i2,0.999859588597869
253,TRINITY_DN1014_c2_g1_i1,0.999859588597869
254,TRINITY_DN1014_c2_g1_i2,0.999859588597869
255,TRINITY_DN1014_c2_g1_i3,0.999859588597869
256,TRINITY_DN1014_c2_g1_i4,0.999859588597869
257,TRINITY_DN1014_c2_g1_i5,0.999859588597869
258,TRINITY_DN1014_c3_g1_i1,0.999859588597869
259,TRINITY_DN1014_c3_g1_i2,0.999859588597869
260,TRINITY_DN1014_c4_g1_i1,0.999859588597869
261,TRINITY_DN10140_c0_g1_i1,NA
262,TRINITY_DN10141_c0_g1_i1,NA
263,TRINITY_DN10142_c0_g1_i1,NA
264,TRINITY_DN10143_c0_g1_i1,0.999859588597869
265,TRINITY_DN10144_c0_g1_i1,0.999859588597869
266,TRINITY_DN10144_c0_g1_i3,0.67529890300989
267,TRINITY_DN10145_c0_g1_i1,NA
268,TRINITY_DN10145_c0_g1_i2,0.999859588597869
269,TRINITY_DN10145_c0_g1_i3,NA
270,TRINITY_DN10145_c0_g2_i1,0.999859588597869
271,TRINITY_DN10146_c0_g1_i1,NA
272,TRINITY_DN10147_c0_g1_i1,NA
273,TRINITY_DN10147_c0_g1_i2,NA
274,TRINITY_DN10149_c0_g1_i1,NA
275,TRINITY_DN1015_c0_g1_i1,0.999859588597869
276,TRINITY_DN1015_c0_g1_i2,0.999859588597869
277,TRINITY_DN10150_c0_g1_i1,NA
278,TRINITY_DN10152_c0_g1_i1,NA
279,TRINITY_DN10152_c0_g1_i2,0.999859588597869
280,TRINITY_DN10152_c0_g1_i3,NA
281,TRINITY_DN10156_c0_g1_i1,NA
282,TRINITY_DN10156_c0_g1_i2,NA
283,TRINITY_DN10158_c0_g1_i1,NA
