,Trinity_ID,padj
284,TRINITY_DN10158_c0_g2_i1,NA
285,TRINITY_DN1016_c0_g1_i1,0.999859588597869
286,TRINITY_DN1016_c0_g1_i2,0.999859588597869
287,TRINITY_DN1016_c1_g1_i1,0.999859588597869
288,TRINITY_DN1016_c2_g1_i1,0.999859588597869
289,TRINITY_DN10160_c0_g1_i1,NA
290,TRINITY_DN10160_c0_g1_i2,NA
291,TRINITY_DN10162_c0_g1_i1,0.999859588597869
292,TRINITY_DN10163_c0_g1_i1,NA
293,TRINITY_DN10164_c0_g1_i1,NA
294,TRINITY_DN10164_c0_g1_i2,NA
295,TRINITY_DN10164_c0_g1_i3,NA
296,TRINITY_DN10165_c0_g1_i1,NA
297,TRINITY_DN10168_c0_g1_i1,NA
298,TRINITY_DN1017_c0_g1_i11,0.999859588597869
299,TRINITY_DN1017_c0_g1_i13,NA
300,TRINITY_DN1017_c0_g1_i4,0.671851281944424
301,TRINITY_DN1017_c0_g1_i8,0.999859588597869
302,TRINITY_DN10170_c0_g1_i2,NA
303,TRINITY_DN10170_c0_g1_i3,0.999859588597869
304,TRINITY_DN10171_c0_g1_i1,NA
305,TRINITY_DN10171_c0_g1_i2,NA
306,TRINITY_DN10175_c0_g1_i1,NA
307,TRINITY_DN10177_c0_g1_i1,NA
308,TRINITY_DN10177_c0_g1_i2,0.999859588597869
309,TRINITY_DN10178_c0_g1_i1,0.999859588597869
310,TRINITY_DN1018_c0_g1_i2,NA
311,TRINITY_DN1018_c0_g1_i3,0.516826507932614
312,TRINITY_DN1018_c0_g1_i4,0.999859588597869
313,TRINITY_DN10181_c0_g1_i1,NA
314,TRINITY_DN10182_c0_g1_i1,0.999859588597869
315,TRINITY_DN10183_c0_g1_i1,1.18861303576616e-07
316,TRINITY_DN10184_c0_g1_i1,NA
317,TRINITY_DN10186_c0_g1_i1,NA
318,TRINITY_DN10187_c0_g1_i1,NA
319,TRINITY_DN10187_c0_g1_i2,NA
320,TRINITY_DN10187_c0_g2_i1,0.999859588597869
321,TRINITY_DN10188_c0_g1_i1,NA
322,TRINITY_DN1019_c0_g1_i1,0.999859588597869
323,TRINITY_DN1019_c0_g1_i2,0.999859588597869
324,TRINITY_DN1019_c0_g1_i3,0.999859588597869
325,TRINITY_DN10190_c0_g1_i1,3.49072081341871e-06
326,TRINITY_DN10192_c0_g1_i1,NA
327,TRINITY_DN10192_c1_g1_i1,0.872158490822771
328,TRINITY_DN10193_c0_g1_i1,0.999859588597869
329,TRINITY_DN10195_c0_g1_i1,0.999859588597869
330,TRINITY_DN10198_c0_g1_i1,0.999859588597869
331,TRINITY_DN10198_c0_g1_i2,NA
332,TRINITY_DN10199_c0_g1_i1,0.999859588597869
333,TRINITY_DN102_c0_g1_i1,0.872269628493713
334,TRINITY_DN102_c0_g1_i2,0.621677191631073
335,TRINITY_DN102_c0_g1_i3,0.999859588597869
336,TRINITY_DN102_c0_g1_i4,0.902763210372227
337,TRINITY_DN102_c0_g1_i5,1.83398373058714e-08
338,TRINITY_DN1020_c0_g1_i1,0.969494118643283
339,TRINITY_DN1020_c0_g1_i2,0.999859588597869
340,TRINITY_DN1020_c0_g1_i3,NA
341,TRINITY_DN1020_c0_g2_i1,0.999859588597869
342,TRINITY_DN10202_c0_g1_i1,0.999859588597869
343,TRINITY_DN10202_c0_g1_i2,NA
344,TRINITY_DN10203_c0_g1_i1,0.999859588597869
345,TRINITY_DN10203_c0_g1_i2,NA
346,TRINITY_DN10203_c0_g1_i3,NA
347,TRINITY_DN10204_c0_g1_i1,NA
348,TRINITY_DN10205_c0_g1_i1,0.999859588597869
349,TRINITY_DN10209_c0_g1_i1,NA
350,TRINITY_DN1021_c0_g1_i1,0.999859588597869
351,TRINITY_DN1021_c0_g1_i2,0.999859588597869
352,TRINITY_DN10210_c0_g1_i1,NA
353,TRINITY_DN10210_c0_g1_i2,NA
354,TRINITY_DN10211_c0_g1_i1,NA
355,TRINITY_DN10213_c0_g1_i1,NA
356,TRINITY_DN10216_c0_g1_i1,NA
357,TRINITY_DN10217_c0_g1_i1,0.999859588597869
358,TRINITY_DN10218_c0_g1_i1,NA
359,TRINITY_DN1022_c0_g1_i1,0.999859588597869
360,TRINITY_DN1022_c0_g1_i2,0.999859588597869
361,TRINITY_DN10221_c0_g1_i1,0.999859588597869
362,TRINITY_DN10222_c0_g1_i1,NA
363,TRINITY_DN10224_c0_g1_i1,0.999859588597869
364,TRINITY_DN10224_c0_g1_i2,NA
365,TRINITY_DN10225_c0_g1_i1,0.999859588597869
366,TRINITY_DN10227_c0_g1_i1,5.59137883045939e-09
367,TRINITY_DN10227_c0_g1_i2,NA
368,TRINITY_DN10229_c0_g1_i1,NA
369,TRINITY_DN1023_c0_g1_i1,0.999859588597869
370,TRINITY_DN10230_c0_g1_i1,0.999859588597869
371,TRINITY_DN10230_c0_g1_i2,0.797050559577105
372,TRINITY_DN10231_c0_g1_i1,NA
373,TRINITY_DN10233_c0_g1_i2,0.999859588597869
374,TRINITY_DN10234_c0_g1_i2,NA
375,TRINITY_DN10234_c0_g1_i3,NA
376,TRINITY_DN10235_c0_g1_i1,NA
377,TRINITY_DN10237_c0_g2_i1,NA
378,TRINITY_DN10237_c0_g2_i2,NA
379,TRINITY_DN10238_c1_g1_i1,NA
380,TRINITY_DN1024_c0_g1_i1,0.999859588597869
381,TRINITY_DN1024_c0_g1_i4,0.999859588597869
382,TRINITY_DN10240_c1_g1_i1,NA
383,TRINITY_DN10241_c0_g1_i1,NA
384,TRINITY_DN10241_c0_g1_i2,NA
385,TRINITY_DN10242_c0_g1_i1,NA
386,TRINITY_DN10244_c0_g1_i1,NA
387,TRINITY_DN10245_c0_g1_i1,0.999859588597869
388,TRINITY_DN10247_c0_g1_i1,0.999859588597869
389,TRINITY_DN10247_c1_g1_i1,0.999859588597869
390,TRINITY_DN10248_c0_g1_i6,NA
391,TRINITY_DN10248_c0_g1_i8,NA
392,TRINITY_DN10249_c0_g1_i1,4.77908686935875e-06
393,TRINITY_DN1025_c0_g1_i2,0.722065661808929
394,TRINITY_DN1025_c0_g1_i4,0.82917656001127
395,TRINITY_DN1025_c0_g1_i5,0.999859588597869
396,TRINITY_DN1025_c0_g1_i8,0.999859588597869
397,TRINITY_DN10250_c1_g1_i2,0.945539357975431
398,TRINITY_DN10251_c0_g1_i1,NA
399,TRINITY_DN10251_c0_g1_i2,NA
400,TRINITY_DN10252_c0_g1_i1,NA
401,TRINITY_DN10253_c0_g1_i1,NA
402,TRINITY_DN10256_c0_g1_i1,6.41615988001235e-08
403,TRINITY_DN10257_c0_g1_i1,0.00255198594115432
404,TRINITY_DN10258_c0_g1_i2,0.999859588597869
405,TRINITY_DN10259_c0_g1_i1,NA
406,TRINITY_DN1026_c0_g1_i1,0.744419580152419
407,TRINITY_DN10260_c0_g1_i1,NA
408,TRINITY_DN10260_c0_g1_i2,0.999859588597869
409,TRINITY_DN10261_c0_g1_i1,0.829974054827632
410,TRINITY_DN10261_c0_g1_i2,NA
411,TRINITY_DN10261_c0_g1_i3,NA
412,TRINITY_DN10262_c0_g1_i1,NA
413,TRINITY_DN10264_c0_g1_i1,0.999859588597869
414,TRINITY_DN10265_c0_g1_i1,NA
415,TRINITY_DN10265_c0_g1_i2,NA
416,TRINITY_DN10265_c0_g2_i1,NA
417,TRINITY_DN10265_c0_g3_i1,NA
418,TRINITY_DN10269_c0_g1_i1,NA
419,TRINITY_DN10269_c0_g2_i1,NA
420,TRINITY_DN1027_c0_g1_i1,0.999859588597869
421,TRINITY_DN1027_c0_g1_i2,0.999859588597869
422,TRINITY_DN1027_c0_g1_i4,0.999859588597869
423,TRINITY_DN1027_c0_g1_i5,0.999859588597869
424,TRINITY_DN1027_c0_g1_i6,0.999859588597869
425,TRINITY_DN10270_c0_g1_i1,NA
426,TRINITY_DN10271_c0_g1_i1,NA
427,TRINITY_DN10273_c0_g1_i1,0.999859588597869
428,TRINITY_DN10274_c0_g1_i1,0.00139309424147167
429,TRINITY_DN10275_c0_g1_i1,NA
430,TRINITY_DN10275_c0_g1_i2,0.983456554973889
431,TRINITY_DN10277_c0_g1_i1,NA
432,TRINITY_DN10277_c0_g2_i1,NA
433,TRINITY_DN10278_c0_g1_i1,NA
434,TRINITY_DN10279_c0_g1_i1,NA
435,TRINITY_DN10279_c1_g1_i1,NA
436,TRINITY_DN10279_c1_g1_i2,NA
437,TRINITY_DN10279_c1_g1_i3,NA
438,TRINITY_DN10279_c1_g1_i4,NA
439,TRINITY_DN10279_c1_g1_i5,NA
440,TRINITY_DN1028_c0_g1_i1,0.999859588597869
441,TRINITY_DN1028_c0_g1_i2,NA
442,TRINITY_DN1028_c0_g1_i3,0.275339739299406
443,TRINITY_DN1028_c0_g1_i5,0.849954086766804
444,TRINITY_DN1028_c0_g1_i6,0.999859588597869
445,TRINITY_DN1028_c1_g1_i1,0.838701203783003
446,TRINITY_DN1028_c1_g1_i2,0.999859588597869
447,TRINITY_DN1028_c1_g1_i3,0.999859588597869
448,TRINITY_DN1028_c1_g1_i5,0.999859588597869
449,TRINITY_DN1028_c2_g1_i1,0.999859588597869
450,TRINITY_DN1028_c2_g1_i2,NA
451,TRINITY_DN10283_c0_g1_i2,NA
452,TRINITY_DN10283_c0_g1_i4,NA
453,TRINITY_DN10284_c0_g1_i1,0.999859588597869
454,TRINITY_DN10285_c0_g1_i1,0.0180000500435862
455,TRINITY_DN10285_c0_g2_i1,NA
456,TRINITY_DN10286_c0_g1_i1,NA
457,TRINITY_DN10286_c0_g1_i2,NA
458,TRINITY_DN10288_c1_g1_i1,0.280845142060673
459,TRINITY_DN10288_c5_g1_i1,NA
460,TRINITY_DN10289_c0_g1_i1,0.999859588597869
461,TRINITY_DN1029_c0_g1_i11,0.999859588597869
462,TRINITY_DN1029_c0_g1_i2,0.999859588597869
463,TRINITY_DN1029_c0_g1_i3,0.999859588597869
464,TRINITY_DN1029_c0_g1_i4,NA
465,TRINITY_DN1029_c0_g1_i5,NA
466,TRINITY_DN1029_c0_g1_i6,0.999859588597869
467,TRINITY_DN1029_c0_g1_i7,0.999859588597869
468,TRINITY_DN1029_c0_g1_i8,NA
469,TRINITY_DN1029_c0_g1_i9,NA
470,TRINITY_DN10290_c0_g1_i1,0.999859588597869
471,TRINITY_DN10291_c0_g1_i1,NA
472,TRINITY_DN10291_c0_g1_i2,0.55460716350367
473,TRINITY_DN10291_c0_g1_i3,NA
474,TRINITY_DN10292_c2_g1_i1,NA
475,TRINITY_DN10293_c0_g1_i1,NA
476,TRINITY_DN10293_c0_g1_i2,NA
477,TRINITY_DN10294_c0_g1_i2,0.999859588597869
478,TRINITY_DN10295_c0_g1_i1,NA
479,TRINITY_DN10295_c0_g1_i2,NA
480,TRINITY_DN10295_c0_g1_i4,NA
481,TRINITY_DN10295_c0_g1_i5,NA
482,TRINITY_DN10295_c0_g1_i6,NA
483,TRINITY_DN10296_c0_g1_i1,NA
484,TRINITY_DN10297_c0_g1_i1,0.999859588597869
485,TRINITY_DN10298_c0_g1_i1,0.999859588597869
486,TRINITY_DN10299_c0_g1_i1,0.999859588597869
487,TRINITY_DN103_c0_g1_i1,0.79104753494253
488,TRINITY_DN103_c0_g1_i2,0.999859588597869
489,TRINITY_DN103_c0_g1_i3,NA
490,TRINITY_DN103_c0_g2_i3,0.992885551164137
491,TRINITY_DN103_c10_g3_i1,NA
492,TRINITY_DN103_c13_g1_i1,0.999859588597869
493,TRINITY_DN103_c16_g3_i2,0.999859588597869
494,TRINITY_DN103_c2_g2_i1,NA
495,TRINITY_DN103_c2_g2_i11,NA
496,TRINITY_DN103_c2_g2_i13,0.999859588597869
497,TRINITY_DN103_c2_g2_i14,0.374574648561362
498,TRINITY_DN103_c2_g2_i15,0.999859588597869
499,TRINITY_DN103_c2_g2_i16,NA
500,TRINITY_DN103_c2_g2_i18,0.79104753494253
501,TRINITY_DN103_c2_g2_i3,NA
502,TRINITY_DN103_c2_g2_i4,NA
503,TRINITY_DN103_c2_g2_i5,0.999859588597869
504,TRINITY_DN103_c2_g2_i8,0.999859588597869
505,TRINITY_DN103_c23_g1_i1,NA
506,TRINITY_DN103_c29_g1_i2,0.999859588597869
507,TRINITY_DN103_c30_g1_i2,NA
508,TRINITY_DN103_c32_g1_i1,0.999859588597869
