Trinity_ID,log2FoldChange
TRINITY_DN10046_c0_g1_i2,NA
TRINITY_DN10046_c0_g1_i3,0.887434890000303
TRINITY_DN10048_c0_g1_i1,3.45180935409619
TRINITY_DN1005_c0_g1_i1,-0.424013828847129
TRINITY_DN1005_c0_g1_i2,-0.170143229957202
TRINITY_DN1005_c0_g1_i3,1.31065151490425
TRINITY_DN1005_c0_g2_i1,0.520711994175575
TRINITY_DN1005_c0_g2_i2,0.321280500960348
TRINITY_DN10050_c0_g1_i1,NA
TRINITY_DN10051_c0_g1_i1,NA
TRINITY_DN10051_c0_g1_i2,0.303488937392824
TRINITY_DN10051_c0_g1_i3,NA
TRINITY_DN10051_c0_g1_i4,NA
TRINITY_DN10052_c0_g1_i1,0.921791089334166
TRINITY_DN10053_c0_g1_i1,8.68893403350044
TRINITY_DN10053_c0_g2_i1,5.86761847920535
TRINITY_DN10054_c0_g1_i1,-0.336912664890776
TRINITY_DN10056_c0_g1_i3,1.95473908341483
TRINITY_DN10056_c0_g1_i4,NA
TRINITY_DN10059_c0_g1_i1,NA
TRINITY_DN10059_c0_g1_i2,0.960980315984506
TRINITY_DN10059_c0_g1_i4,NA
TRINITY_DN1006_c0_g1_i1,0.847884779392736
TRINITY_DN1006_c1_g1_i1,1.41405473586283
TRINITY_DN1006_c1_g1_i2,-5.04066023156816
TRINITY_DN1006_c1_g1_i3,2.62249479471366
TRINITY_DN1006_c1_g1_i4,0.885218853461727
TRINITY_DN1006_c1_g1_i6,2.50096922984886
TRINITY_DN1006_c1_g1_i7,0.172247078164703
TRINITY_DN1006_c2_g1_i1,0.484288590466285
TRINITY_DN1006_c2_g1_i2,0.0595541117041546
TRINITY_DN1006_c3_g1_i1,0.307798531852748
TRINITY_DN1006_c3_g1_i3,1.08643381318043
TRINITY_DN1006_c3_g1_i5,NA
TRINITY_DN1006_c3_g1_i6,-0.36423181663674
TRINITY_DN1006_c4_g1_i1,1.4890018729599
TRINITY_DN1006_c4_g1_i2,0.524994892062695
TRINITY_DN1006_c4_g1_i3,0.395763884421018
TRINITY_DN10060_c0_g1_i2,0.00115225983819556
TRINITY_DN10060_c0_g2_i1,-2.70614462532016
TRINITY_DN10060_c0_g3_i1,-1.59965510409327
TRINITY_DN10061_c0_g1_i1,NA
TRINITY_DN10061_c1_g1_i1,NA
TRINITY_DN10062_c0_g1_i1,7.96474734335171
TRINITY_DN10062_c0_g1_i2,-0.255422054332319
TRINITY_DN10064_c0_g1_i1,2.08147125704525
TRINITY_DN10064_c0_g1_i2,0.967842117744249
TRINITY_DN10064_c0_g2_i1,2.72599064177469
TRINITY_DN10067_c0_g1_i1,-0.716121607028511
TRINITY_DN10068_c0_g1_i1,-0.303776213495308
TRINITY_DN10068_c1_g1_i1,-0.249277031829982
TRINITY_DN10069_c0_g1_i1,-0.339019456983387
TRINITY_DN1007_c0_g1_i1,-0.015207933108892
TRINITY_DN10073_c0_g1_i1,-0.411455224577688
TRINITY_DN10074_c0_g1_i1,8.42117787128782
TRINITY_DN10074_c0_g2_i1,8.79335879202322
TRINITY_DN10075_c0_g1_i1,NA
TRINITY_DN10075_c0_g1_i2,NA
TRINITY_DN10076_c0_g1_i1,0.000447432664665755
TRINITY_DN10077_c0_g1_i1,2.59117617882753
TRINITY_DN10077_c0_g1_i2,NA
TRINITY_DN10077_c0_g1_i3,2.7760263151594
TRINITY_DN10077_c0_g1_i4,2.58362862978004
TRINITY_DN10078_c0_g1_i1,0.361122698271864
TRINITY_DN10079_c0_g1_i1,-3.54976020694646
TRINITY_DN10079_c0_g1_i2,2.03467937706989
TRINITY_DN1008_c0_g1_i1,-0.62263836752826
TRINITY_DN1008_c0_g1_i2,0.753249403942765
TRINITY_DN1008_c0_g1_i3,-2.70565215140042
TRINITY_DN1008_c0_g1_i5,-0.888300138135874
TRINITY_DN1008_c0_g1_i8,5.74961826981107
TRINITY_DN1008_c0_g1_i9,0.188880139092704
TRINITY_DN10081_c0_g1_i1,NA
TRINITY_DN10082_c0_g1_i1,-2.57363466893638
TRINITY_DN10083_c0_g1_i1,-3.3980825212639
TRINITY_DN10085_c0_g1_i1,1.870109953852
TRINITY_DN10087_c0_g1_i1,NA
TRINITY_DN10087_c0_g1_i2,-3.54976020694646
TRINITY_DN10087_c0_g1_i3,NA
TRINITY_DN10087_c1_g1_i2,NA
TRINITY_DN10087_c1_g1_i3,NA
TRINITY_DN10088_c0_g1_i1,1.43322063419358
TRINITY_DN10088_c0_g1_i2,-0.303979791638212
TRINITY_DN1009_c0_g1_i1,0.150317245059177
TRINITY_DN10091_c0_g1_i1,-0.420754623787423
TRINITY_DN10094_c0_g1_i1,-2.57363466893638
TRINITY_DN10096_c0_g1_i1,-0.259331321134686
TRINITY_DN10097_c0_g1_i1,1.39030024456987
TRINITY_DN10098_c0_g1_i2,-0.542794569827732
TRINITY_DN10098_c0_g1_i3,0.0619532592842144
TRINITY_DN101_c0_g1_i1,0.646007893906184
TRINITY_DN101_c0_g1_i2,-5.97690211324414
TRINITY_DN101_c0_g1_i3,0.34139281157751
TRINITY_DN101_c0_g1_i4,-0.200116548444995
TRINITY_DN101_c0_g1_i5,1.25655064052958
TRINITY_DN101_c0_g1_i6,0.0408950737540672
TRINITY_DN101_c0_g1_i7,0.0357438077744967
TRINITY_DN101_c0_g1_i8,-0.047100063950828
TRINITY_DN1010_c0_g1_i1,2.45431702918001
TRINITY_DN1010_c0_g1_i4,-2.95739393428325
TRINITY_DN1010_c0_g1_i5,NA
TRINITY_DN1010_c0_g1_i7,0.00870673922922955
TRINITY_DN10100_c0_g1_i1,NA
TRINITY_DN10100_c0_g1_i2,NA
TRINITY_DN10100_c0_g1_i3,-2.55712372289482
TRINITY_DN10100_c0_g1_i5,-1.83535017465178
TRINITY_DN10100_c0_g1_i6,0.820817323280095
TRINITY_DN10100_c0_g1_i7,-3.54178721732511
TRINITY_DN10100_c0_g1_i8,NA
TRINITY_DN10100_c0_g1_i9,-0.186461106707217
TRINITY_DN10100_c2_g1_i1,2.4712628800792
TRINITY_DN10102_c0_g1_i1,1.03685660213181
TRINITY_DN10103_c0_g1_i1,0.112214748402041
TRINITY_DN10105_c0_g1_i1,0.181181174547277
TRINITY_DN10108_c0_g1_i1,-0.50520730186358
TRINITY_DN1011_c0_g1_i2,-0.346880512651808
TRINITY_DN1011_c0_g1_i5,2.60900923895604
TRINITY_DN10111_c0_g1_i1,-0.26898244292466
TRINITY_DN10114_c0_g1_i1,NA
TRINITY_DN10115_c0_g1_i1,-0.378744224358768
TRINITY_DN10116_c0_g1_i1,NA
TRINITY_DN10116_c0_g1_i2,NA
TRINITY_DN10116_c0_g1_i3,4.70570785441993
TRINITY_DN10116_c0_g1_i4,-1.59965510409327
TRINITY_DN10116_c0_g2_i1,1.16583139762311
TRINITY_DN10116_c0_g2_i2,3.59276681947816
TRINITY_DN10116_c0_g3_i1,5.22709570894552
TRINITY_DN10117_c0_g1_i1,-1.85620306649984
TRINITY_DN10118_c0_g1_i1,2.32934934365
TRINITY_DN1012_c0_g1_i1,-0.576132319061807
TRINITY_DN10120_c0_g1_i1,-0.523405978627446
TRINITY_DN10121_c0_g1_i1,NA
TRINITY_DN10123_c0_g1_i2,-1.22124847144253
TRINITY_DN10123_c1_g1_i1,NA
TRINITY_DN10125_c0_g1_i1,0.551253308963968
TRINITY_DN10127_c0_g1_i1,1.84657389220968
TRINITY_DN10128_c0_g1_i1,1.30371569968772
TRINITY_DN10128_c1_g1_i1,-4.38585777222454
TRINITY_DN10129_c0_g1_i1,NA
TRINITY_DN10129_c0_g1_i2,0.257505268242633
TRINITY_DN10129_c0_g1_i3,NA
TRINITY_DN1013_c0_g1_i1,0.409025328208441
TRINITY_DN10131_c0_g1_i1,NA
TRINITY_DN10131_c0_g1_i2,NA
TRINITY_DN10132_c0_g1_i1,5.22862719980723
TRINITY_DN10134_c0_g1_i1,NA
TRINITY_DN10134_c0_g1_i2,2.32934934365
TRINITY_DN10135_c0_g1_i1,NA
TRINITY_DN10139_c0_g1_i1,-0.422361938883084
TRINITY_DN1014_c0_g1_i1,-0.121881567952613
TRINITY_DN1014_c0_g1_i2,-0.592808979438223
TRINITY_DN1014_c0_g2_i1,0.952723809156292
TRINITY_DN1014_c1_g1_i1,0.508248897138043
TRINITY_DN1014_c1_g1_i2,-0.0300873016290698
TRINITY_DN1014_c2_g1_i1,0.203416458180742
TRINITY_DN1014_c2_g1_i2,-0.63307903889254
TRINITY_DN1014_c2_g1_i3,0.141840062168055
TRINITY_DN1014_c2_g1_i4,0.291473878172815
TRINITY_DN1014_c2_g1_i5,0.544731291901624
TRINITY_DN1014_c3_g1_i1,-0.864427987553086
TRINITY_DN1014_c3_g1_i2,0.278258173342199
TRINITY_DN1014_c4_g1_i1,0.573572070757607
TRINITY_DN10140_c0_g1_i1,NA
TRINITY_DN10141_c0_g1_i1,-0.668633053679759
TRINITY_DN10142_c0_g1_i1,NA
TRINITY_DN10143_c0_g1_i1,1.93966805241564
TRINITY_DN10144_c0_g1_i1,-0.116320480292291
TRINITY_DN10144_c0_g1_i3,-0.963611120773518
TRINITY_DN10145_c0_g1_i1,2.95329292501181
TRINITY_DN10145_c0_g1_i2,-0.318155453502393
TRINITY_DN10145_c0_g1_i3,-2.70614462532016
TRINITY_DN10145_c0_g2_i1,2.76495747195334
TRINITY_DN10146_c0_g1_i1,1.16583139762311
TRINITY_DN10147_c0_g1_i1,1.16583139762311
TRINITY_DN10147_c0_g1_i2,NA
TRINITY_DN10149_c0_g1_i1,NA
TRINITY_DN1015_c0_g1_i1,-0.00757625034005974
TRINITY_DN1015_c0_g1_i2,-0.093453533295093
TRINITY_DN10150_c0_g1_i1,-1.59965510409327
TRINITY_DN10152_c0_g1_i1,4.65792053168235
TRINITY_DN10152_c0_g1_i2,-1.53013346096945
TRINITY_DN10152_c0_g1_i3,0.48012538278145
TRINITY_DN10156_c0_g1_i1,NA
TRINITY_DN10156_c0_g1_i2,NA
TRINITY_DN10158_c0_g1_i1,-1.44635993971305
TRINITY_DN10158_c0_g2_i1,0.283383886895642
TRINITY_DN1016_c0_g1_i1,-0.157374997446021
TRINITY_DN1016_c0_g1_i2,0.377545946995143
TRINITY_DN1016_c1_g1_i1,-0.306391214035714
TRINITY_DN1016_c2_g1_i1,-0.161882987031998
TRINITY_DN10160_c0_g1_i1,2.08147125704525
TRINITY_DN10160_c0_g1_i2,NA
TRINITY_DN10162_c0_g1_i1,1.41340245796968
TRINITY_DN10163_c0_g1_i1,-1.34961480524132
TRINITY_DN10164_c0_g1_i1,0.0301308466274138
TRINITY_DN10164_c0_g1_i2,-1.65818323624764
TRINITY_DN10164_c0_g1_i3,NA
TRINITY_DN10165_c0_g1_i1,NA
TRINITY_DN10168_c0_g1_i1,NA
TRINITY_DN1017_c0_g1_i11,-1.58070991647379
TRINITY_DN1017_c0_g1_i13,5.92446830406482
TRINITY_DN1017_c0_g1_i4,-1.4704039403567
TRINITY_DN1017_c0_g1_i8,0.241654459670299
TRINITY_DN10170_c0_g1_i2,-0.352615384176949
TRINITY_DN10170_c0_g1_i3,0.189221986466425
TRINITY_DN10171_c0_g1_i1,NA
TRINITY_DN10171_c0_g1_i2,NA
TRINITY_DN10175_c0_g1_i1,5.97955462979132
TRINITY_DN10177_c0_g1_i1,NA
TRINITY_DN10177_c0_g1_i2,0.264103867182328
TRINITY_DN10178_c0_g1_i1,-0.295807821360007
TRINITY_DN1018_c0_g1_i2,4.21054904682333
TRINITY_DN1018_c0_g1_i3,-0.780634644998031
TRINITY_DN1018_c0_g1_i4,-0.382108705259899
TRINITY_DN10181_c0_g1_i1,2.07857930620049
TRINITY_DN10182_c0_g1_i1,1.07685863139769
TRINITY_DN10183_c0_g1_i1,10.0272650978383
TRINITY_DN10184_c0_g1_i1,-0.275263133371571
TRINITY_DN10186_c0_g1_i1,3.39574263284277
TRINITY_DN10187_c0_g1_i1,-2.04360958159914
TRINITY_DN10187_c0_g1_i2,NA
TRINITY_DN10187_c0_g2_i1,-1.26761227209471
TRINITY_DN10188_c0_g1_i1,5.7964398274785
TRINITY_DN1019_c0_g1_i1,0.774282886169842
TRINITY_DN1019_c0_g1_i2,1.02585372803336
TRINITY_DN1019_c0_g1_i3,-0.113612814114959
TRINITY_DN10190_c0_g1_i1,8.47511030053237
TRINITY_DN10192_c0_g1_i1,1.9733594221002
TRINITY_DN10192_c1_g1_i1,-0.781474782857158
TRINITY_DN10193_c0_g1_i1,0.0830709876779705
TRINITY_DN10195_c0_g1_i1,-0.25066336626415
TRINITY_DN10198_c0_g1_i1,-0.479889288375923
TRINITY_DN10198_c0_g1_i2,-2.41295366940931
TRINITY_DN10199_c0_g1_i1,1.49667903450033
TRINITY_DN102_c0_g1_i1,-1.09875283330304
TRINITY_DN102_c0_g1_i2,-1.11824726400328
TRINITY_DN102_c0_g1_i3,0.224961742122131
TRINITY_DN102_c0_g1_i4,-0.630197847027354
TRINITY_DN102_c0_g1_i5,10.4172269082946
TRINITY_DN1020_c0_g1_i1,1.1803356581121
TRINITY_DN1020_c0_g1_i2,0.372322140848404
TRINITY_DN1020_c0_g1_i3,2.13015207181492
TRINITY_DN1020_c0_g2_i1,-0.372876027109133
TRINITY_DN10202_c0_g1_i1,0.272443200927662
TRINITY_DN10202_c0_g1_i2,1.63178820529889
TRINITY_DN10203_c0_g1_i1,0.997797103700328
TRINITY_DN10203_c0_g1_i2,5.25853311515037
TRINITY_DN10203_c0_g1_i3,-2.43570355267184
TRINITY_DN10204_c0_g1_i1,4.32490701634594
TRINITY_DN10205_c0_g1_i1,-2.74285828577498
TRINITY_DN10209_c0_g1_i1,0.775969730425045
TRINITY_DN1021_c0_g1_i1,0.389387712107946
TRINITY_DN1021_c0_g1_i2,0.101614645218281
TRINITY_DN10210_c0_g1_i1,NA
TRINITY_DN10210_c0_g1_i2,2.15893414708766
TRINITY_DN10211_c0_g1_i1,-1.65798504919425
TRINITY_DN10213_c0_g1_i1,-1.44635993971305
TRINITY_DN10216_c0_g1_i1,4.07171870663257
TRINITY_DN10217_c0_g1_i1,-0.254750316911468
TRINITY_DN10218_c0_g1_i1,NA
TRINITY_DN1022_c0_g1_i1,-0.957154196665668
TRINITY_DN1022_c0_g1_i2,0.222734725543382
TRINITY_DN10221_c0_g1_i1,-0.499268400930151
TRINITY_DN10222_c0_g1_i1,NA
TRINITY_DN10224_c0_g1_i1,-0.160909733081977
TRINITY_DN10224_c0_g1_i2,NA
TRINITY_DN10225_c0_g1_i1,-0.454511811873313
TRINITY_DN10227_c0_g1_i1,9.9150191120483
TRINITY_DN10227_c0_g1_i2,5.6217872263672
TRINITY_DN10229_c0_g1_i1,-2.41295366940931
TRINITY_DN1023_c0_g1_i1,-0.0123710992082688
TRINITY_DN10230_c0_g1_i1,-0.347770959467618
TRINITY_DN10230_c0_g1_i2,-0.577306040528796
TRINITY_DN10231_c0_g1_i1,2.21980525838089
TRINITY_DN10233_c0_g1_i2,0.0692187130159257
TRINITY_DN10234_c0_g1_i2,NA
TRINITY_DN10234_c0_g1_i3,3.21029786080164
TRINITY_DN10235_c0_g1_i1,NA
TRINITY_DN10237_c0_g2_i1,3.27380833033459
TRINITY_DN10237_c0_g2_i2,NA
TRINITY_DN10238_c1_g1_i1,-0.499655111669444
TRINITY_DN1024_c0_g1_i1,0.83070824846433
TRINITY_DN1024_c0_g1_i4,0.519470627772826
TRINITY_DN10240_c1_g1_i1,NA
TRINITY_DN10241_c0_g1_i1,3.87958103403051
TRINITY_DN10241_c0_g1_i2,0.967842117744249
TRINITY_DN10242_c0_g1_i1,NA
TRINITY_DN10244_c0_g1_i1,4.8591350739092
TRINITY_DN10245_c0_g1_i1,-1.18096545623126
TRINITY_DN10247_c0_g1_i1,-0.420051000959185
TRINITY_DN10247_c1_g1_i1,0.434068024144751
TRINITY_DN10248_c0_g1_i6,NA
TRINITY_DN10248_c0_g1_i8,3.50595071199036
TRINITY_DN10249_c0_g1_i1,7.10870425416759
TRINITY_DN1025_c0_g1_i2,-1.2921079724265
TRINITY_DN1025_c0_g1_i4,-1.28608859307832
TRINITY_DN1025_c0_g1_i5,0.824317639683283
TRINITY_DN1025_c0_g1_i8,-0.712875940746718
TRINITY_DN10250_c1_g1_i2,-0.756467554167145
TRINITY_DN10251_c0_g1_i1,3.33486425241119
TRINITY_DN10251_c0_g1_i2,4.17708913398148
TRINITY_DN10252_c0_g1_i1,-1.64899648207717
TRINITY_DN10253_c0_g1_i1,-3.38310319745268
TRINITY_DN10256_c0_g1_i1,7.82717477020057
TRINITY_DN10257_c0_g1_i1,7.86717941631335
TRINITY_DN10258_c0_g1_i2,0.778999262125787
TRINITY_DN10259_c0_g1_i1,NA
TRINITY_DN1026_c0_g1_i1,-0.714262243533601
TRINITY_DN10260_c0_g1_i1,NA
TRINITY_DN10260_c0_g1_i2,0.655443123725115
TRINITY_DN10261_c0_g1_i1,-1.5837356601619
TRINITY_DN10261_c0_g1_i2,NA
TRINITY_DN10261_c0_g1_i3,-0.0884004915287206
TRINITY_DN10262_c0_g1_i1,3.21977004793112
TRINITY_DN10264_c0_g1_i1,-0.0396235451603734
TRINITY_DN10265_c0_g1_i1,NA
TRINITY_DN10265_c0_g1_i2,NA
TRINITY_DN10265_c0_g2_i1,NA
TRINITY_DN10265_c0_g3_i1,NA
TRINITY_DN10269_c0_g1_i1,2.08147125704525
TRINITY_DN10269_c0_g2_i1,-3.3980825212639
TRINITY_DN1027_c0_g1_i1,0.170988834904996
TRINITY_DN1027_c0_g1_i2,0.717579687993987
TRINITY_DN1027_c0_g1_i4,1.28801702679561
TRINITY_DN1027_c0_g1_i5,-1.07312355817832
TRINITY_DN1027_c0_g1_i6,-1.22434384436581
TRINITY_DN10270_c0_g1_i1,NA
TRINITY_DN10271_c0_g1_i1,0.56275828359796
TRINITY_DN10273_c0_g1_i1,-0.888885615632503
TRINITY_DN10274_c0_g1_i1,8.05544172473986
TRINITY_DN10275_c0_g1_i1,4.63342947600159
TRINITY_DN10275_c0_g1_i2,-2.52832209967369
TRINITY_DN10277_c0_g1_i1,0.0940444817655983
TRINITY_DN10277_c0_g2_i1,0.745451918798617
TRINITY_DN10278_c0_g1_i1,1.30371569968772
TRINITY_DN10279_c0_g1_i1,NA
TRINITY_DN10279_c1_g1_i1,NA
TRINITY_DN10279_c1_g1_i2,NA
TRINITY_DN10279_c1_g1_i3,NA
TRINITY_DN10279_c1_g1_i4,NA
TRINITY_DN10279_c1_g1_i5,NA
TRINITY_DN1028_c0_g1_i1,0.139400717942841
TRINITY_DN1028_c0_g1_i2,NA
TRINITY_DN1028_c0_g1_i3,3.51105585291005
TRINITY_DN1028_c0_g1_i5,-0.875377141115259
TRINITY_DN1028_c0_g1_i6,-0.026968400295676
TRINITY_DN1028_c1_g1_i1,-2.29478427599134
TRINITY_DN1028_c1_g1_i2,-0.243137614160369
TRINITY_DN1028_c1_g1_i3,-0.130780216544704
TRINITY_DN1028_c1_g1_i5,-0.248639222070546
TRINITY_DN1028_c2_g1_i1,-0.176205113577736
TRINITY_DN1028_c2_g1_i2,NA
TRINITY_DN10283_c0_g1_i2,NA
TRINITY_DN10283_c0_g1_i4,NA
TRINITY_DN10284_c0_g1_i1,-0.829016553146221
TRINITY_DN10285_c0_g1_i1,7.36576089161474
TRINITY_DN10285_c0_g2_i1,5.97955462979132
TRINITY_DN10286_c0_g1_i1,NA
TRINITY_DN10286_c0_g1_i2,NA
TRINITY_DN10288_c1_g1_i1,-1.21101945226436
TRINITY_DN10288_c5_g1_i1,-2.69416874258878
TRINITY_DN10289_c0_g1_i1,-0.648719531169349
TRINITY_DN1029_c0_g1_i11,-0.0480511346129595
TRINITY_DN1029_c0_g1_i2,2.07977759995358
TRINITY_DN1029_c0_g1_i3,0.319604069741184
TRINITY_DN1029_c0_g1_i4,NA
TRINITY_DN1029_c0_g1_i5,NA
TRINITY_DN1029_c0_g1_i6,0.426381579828409
TRINITY_DN1029_c0_g1_i7,-0.05169375028688
TRINITY_DN1029_c0_g1_i8,2.34118874347214
TRINITY_DN1029_c0_g1_i9,NA
TRINITY_DN10290_c0_g1_i1,0.677960777883561
TRINITY_DN10291_c0_g1_i1,NA
TRINITY_DN10291_c0_g1_i2,5.3392755530602
TRINITY_DN10291_c0_g1_i3,NA
TRINITY_DN10292_c2_g1_i1,NA
TRINITY_DN10293_c0_g1_i1,NA
TRINITY_DN10293_c0_g1_i2,0.777907281791716
TRINITY_DN10294_c0_g1_i2,0.933002024840141
TRINITY_DN10295_c0_g1_i1,-1.90360893488067
TRINITY_DN10295_c0_g1_i2,-2.41295366940931
TRINITY_DN10295_c0_g1_i4,NA
TRINITY_DN10295_c0_g1_i5,NA
TRINITY_DN10295_c0_g1_i6,3.79544474531672
TRINITY_DN10296_c0_g1_i1,-1.59965510409327
TRINITY_DN10297_c0_g1_i1,0.302776473263844
TRINITY_DN10298_c0_g1_i1,0.121782021014609
TRINITY_DN10299_c0_g1_i1,-0.910703853437974
TRINITY_DN103_c0_g1_i1,-0.903980336746405
TRINITY_DN103_c0_g1_i2,0.200683724702148
TRINITY_DN103_c0_g1_i3,-0.722766725070083
TRINITY_DN103_c0_g2_i3,-1.13517583640783
TRINITY_DN103_c10_g3_i1,-1.59013664968293
TRINITY_DN103_c13_g1_i1,-0.610987435821776
TRINITY_DN103_c16_g3_i2,-0.859560214560693
TRINITY_DN103_c2_g2_i1,NA
TRINITY_DN103_c2_g2_i11,5.46184584444872
TRINITY_DN103_c2_g2_i13,-0.691730483190093
TRINITY_DN103_c2_g2_i14,-3.47030318830745
TRINITY_DN103_c2_g2_i15,0.615788990307419
TRINITY_DN103_c2_g2_i16,NA
TRINITY_DN103_c2_g2_i18,-3.26628934225363
TRINITY_DN103_c2_g2_i3,NA
TRINITY_DN103_c2_g2_i4,5.96060692773256
TRINITY_DN103_c2_g2_i5,-1.11835650052963
TRINITY_DN103_c2_g2_i8,-0.980616469984525
TRINITY_DN103_c23_g1_i1,-1.18135956010063
TRINITY_DN103_c29_g1_i2,-1.03236696826369
TRINITY_DN103_c30_g1_i2,-1.63958572141664
TRINITY_DN103_c32_g1_i1,-0.661019666286438
TRINITY_DN103_c34_g1_i1,NA
TRINITY_DN103_c4_g1_i1,-1.00898516969279
TRINITY_DN103_c4_g1_i15,4.17708913398148
TRINITY_DN103_c4_g1_i16,1.16583139762311
TRINITY_DN103_c4_g1_i17,-0.834469351091219
