Trinity_ID,binary_sig
TRINITY_DN11662_c0_g1_i1,NA
TRINITY_DN11662_c0_g2_i2,NA
TRINITY_DN11663_c0_g1_i1,0
TRINITY_DN11664_c0_g1_i1,NA
TRINITY_DN11665_c0_g1_i1,0
TRINITY_DN11665_c0_g1_i2,0
TRINITY_DN11666_c1_g1_i1,NA
TRINITY_DN11666_c2_g2_i1,NA
TRINITY_DN11666_c4_g1_i1,NA
TRINITY_DN11667_c0_g1_i1,1
TRINITY_DN1167_c0_g1_i1,NA
TRINITY_DN1167_c0_g1_i3,0
TRINITY_DN1167_c0_g1_i6,0
TRINITY_DN1167_c0_g1_i7,0
TRINITY_DN1167_c0_g1_i8,0
TRINITY_DN1167_c0_g1_i9,0
TRINITY_DN1167_c1_g1_i1,0
TRINITY_DN1167_c1_g1_i2,0
TRINITY_DN1167_c1_g1_i3,0
TRINITY_DN1167_c1_g1_i4,0
TRINITY_DN1167_c2_g1_i2,0
TRINITY_DN11670_c0_g1_i1,NA
TRINITY_DN11671_c1_g1_i1,NA
TRINITY_DN11672_c0_g1_i1,NA
TRINITY_DN11673_c0_g1_i1,NA
TRINITY_DN11674_c0_g1_i1,0
TRINITY_DN11674_c0_g1_i8,0
TRINITY_DN11674_c1_g1_i5,0
TRINITY_DN11674_c1_g1_i7,0
TRINITY_DN11674_c6_g1_i1,0
TRINITY_DN11674_c6_g1_i2,0
TRINITY_DN11677_c0_g1_i1,NA
TRINITY_DN11678_c0_g1_i10,NA
TRINITY_DN11678_c0_g1_i2,NA
TRINITY_DN11678_c0_g1_i3,NA
TRINITY_DN11678_c0_g1_i4,NA
TRINITY_DN11678_c0_g1_i5,NA
TRINITY_DN11678_c0_g1_i6,NA
TRINITY_DN11678_c0_g1_i7,NA
TRINITY_DN11678_c0_g1_i8,NA
TRINITY_DN1168_c0_g1_i1,0
TRINITY_DN11680_c0_g1_i1,0
TRINITY_DN11680_c0_g1_i2,0
TRINITY_DN11681_c0_g1_i1,NA
TRINITY_DN11682_c0_g1_i1,NA
TRINITY_DN11683_c0_g1_i1,NA
TRINITY_DN11683_c1_g1_i1,NA
TRINITY_DN11684_c0_g1_i1,NA
TRINITY_DN11685_c0_g1_i1,0
TRINITY_DN11686_c0_g1_i1,0
TRINITY_DN11687_c0_g1_i1,0
TRINITY_DN11687_c0_g1_i2,NA
TRINITY_DN11688_c0_g1_i1,NA
TRINITY_DN11688_c1_g1_i1,NA
TRINITY_DN11689_c0_g1_i1,1
TRINITY_DN1169_c0_g1_i3,0
TRINITY_DN11690_c0_g1_i1,0
TRINITY_DN11691_c0_g1_i1,NA
TRINITY_DN11694_c0_g1_i1,NA
TRINITY_DN11695_c0_g1_i1,NA
TRINITY_DN11695_c0_g1_i2,NA
TRINITY_DN11695_c0_g1_i3,NA
TRINITY_DN11695_c0_g1_i4,NA
TRINITY_DN11696_c0_g1_i1,NA
TRINITY_DN11696_c0_g2_i1,NA
TRINITY_DN11697_c0_g1_i1,NA
TRINITY_DN11698_c0_g1_i1,NA
TRINITY_DN11698_c0_g1_i2,NA
TRINITY_DN117_c0_g1_i1,NA
TRINITY_DN117_c0_g1_i2,0
TRINITY_DN117_c0_g1_i3,NA
TRINITY_DN117_c0_g1_i5,NA
TRINITY_DN1170_c0_g1_i1,0
TRINITY_DN1170_c0_g1_i2,0
TRINITY_DN1170_c0_g1_i3,0
TRINITY_DN1170_c0_g1_i4,0
TRINITY_DN1170_c0_g2_i1,0
TRINITY_DN1170_c0_g2_i2,0
TRINITY_DN1170_c0_g2_i3,0
TRINITY_DN1170_c0_g2_i5,NA
TRINITY_DN1170_c1_g1_i2,NA
TRINITY_DN1170_c1_g2_i1,NA
TRINITY_DN1170_c1_g2_i2,0
TRINITY_DN1170_c1_g2_i3,NA
TRINITY_DN1170_c1_g3_i1,NA
TRINITY_DN1170_c1_g3_i2,NA
TRINITY_DN1170_c1_g3_i4,NA
TRINITY_DN1170_c2_g1_i1,0
TRINITY_DN1170_c2_g1_i2,0
TRINITY_DN1170_c3_g1_i1,0
TRINITY_DN11700_c0_g1_i1,NA
TRINITY_DN11700_c0_g1_i2,NA
TRINITY_DN11701_c0_g1_i1,NA
TRINITY_DN11701_c0_g1_i2,NA
TRINITY_DN11701_c0_g2_i1,NA
TRINITY_DN11701_c0_g2_i2,0
TRINITY_DN11701_c0_g2_i3,NA
TRINITY_DN11702_c0_g1_i1,NA
TRINITY_DN11703_c0_g1_i1,NA
TRINITY_DN11704_c0_g1_i1,NA
TRINITY_DN11704_c0_g1_i2,NA
TRINITY_DN11704_c0_g1_i3,NA
TRINITY_DN11704_c0_g1_i5,NA
TRINITY_DN11705_c0_g1_i1,NA
TRINITY_DN11707_c0_g1_i1,NA
TRINITY_DN11707_c0_g1_i2,NA
TRINITY_DN11707_c2_g1_i1,NA
TRINITY_DN1171_c0_g1_i1,0
TRINITY_DN11710_c0_g1_i1,NA
TRINITY_DN11710_c0_g2_i1,NA
TRINITY_DN11711_c0_g1_i1,0
TRINITY_DN11713_c0_g1_i1,0
TRINITY_DN11714_c0_g1_i1,0
TRINITY_DN11714_c0_g1_i2,NA
TRINITY_DN11714_c0_g1_i3,NA
TRINITY_DN11714_c0_g2_i1,0
TRINITY_DN11714_c2_g1_i1,NA
TRINITY_DN11714_c2_g1_i2,NA
TRINITY_DN11714_c3_g1_i1,0
TRINITY_DN11715_c2_g1_i1,NA
TRINITY_DN11717_c0_g1_i1,0
TRINITY_DN11717_c0_g1_i2,NA
TRINITY_DN11718_c0_g1_i1,0
TRINITY_DN11718_c0_g1_i2,0
TRINITY_DN11719_c0_g1_i1,0
TRINITY_DN1172_c0_g1_i1,0
TRINITY_DN1172_c0_g1_i10,0
TRINITY_DN1172_c0_g1_i2,0
TRINITY_DN1172_c0_g1_i3,0
TRINITY_DN1172_c0_g1_i4,0
TRINITY_DN1172_c0_g1_i5,0
TRINITY_DN1172_c1_g1_i1,0
TRINITY_DN1172_c2_g1_i1,NA
TRINITY_DN1172_c2_g1_i2,NA
TRINITY_DN1172_c2_g1_i5,NA
TRINITY_DN1172_c2_g1_i6,NA
TRINITY_DN11721_c0_g1_i1,0
TRINITY_DN11721_c0_g1_i2,0
TRINITY_DN11722_c0_g1_i1,NA
TRINITY_DN11724_c0_g1_i1,0
TRINITY_DN11725_c0_g1_i1,NA
TRINITY_DN11725_c0_g2_i1,NA
TRINITY_DN11726_c0_g1_i1,NA
TRINITY_DN11726_c0_g1_i2,0
TRINITY_DN11727_c0_g1_i1,NA
TRINITY_DN11727_c0_g2_i1,NA
TRINITY_DN11728_c0_g1_i1,NA
TRINITY_DN11728_c0_g1_i2,0
TRINITY_DN11728_c0_g2_i1,NA
TRINITY_DN11729_c0_g1_i1,NA
TRINITY_DN11729_c0_g1_i2,NA
TRINITY_DN1173_c0_g1_i1,0
TRINITY_DN11730_c0_g1_i1,0
TRINITY_DN11730_c0_g2_i1,NA
TRINITY_DN11731_c0_g1_i2,0
TRINITY_DN11732_c0_g1_i1,NA
TRINITY_DN11733_c0_g1_i1,0
TRINITY_DN11737_c0_g1_i1,0
TRINITY_DN11737_c1_g1_i1,NA
TRINITY_DN11738_c0_g1_i1,NA
TRINITY_DN11738_c0_g1_i2,NA
TRINITY_DN11738_c0_g1_i3,NA
TRINITY_DN11738_c0_g2_i1,NA
TRINITY_DN1174_c0_g1_i2,0
TRINITY_DN11741_c0_g1_i1,NA
TRINITY_DN11741_c0_g1_i2,NA
TRINITY_DN11742_c0_g1_i1,0
TRINITY_DN11743_c0_g1_i1,NA
TRINITY_DN11743_c0_g1_i2,NA
TRINITY_DN11743_c0_g1_i3,NA
TRINITY_DN11743_c0_g2_i1,NA
TRINITY_DN11743_c0_g3_i1,NA
TRINITY_DN11744_c0_g1_i1,0
TRINITY_DN11745_c0_g1_i1,NA
TRINITY_DN11746_c0_g1_i1,0
TRINITY_DN11746_c0_g2_i1,0
TRINITY_DN11747_c0_g1_i2,NA
TRINITY_DN11747_c0_g1_i4,NA
TRINITY_DN11747_c0_g1_i6,NA
TRINITY_DN11747_c0_g1_i7,NA
TRINITY_DN11747_c0_g1_i8,NA
TRINITY_DN11747_c0_g1_i9,NA
TRINITY_DN11749_c0_g1_i1,0
TRINITY_DN1175_c0_g1_i1,0
TRINITY_DN1175_c0_g1_i2,0
TRINITY_DN1175_c0_g1_i3,0
TRINITY_DN1175_c0_g1_i4,0
TRINITY_DN11750_c0_g1_i1,NA
TRINITY_DN11751_c0_g1_i2,0
TRINITY_DN11751_c0_g1_i3,NA
TRINITY_DN11751_c0_g1_i4,NA
TRINITY_DN11751_c0_g2_i1,NA
TRINITY_DN11752_c0_g1_i1,NA
TRINITY_DN11752_c0_g1_i2,NA
TRINITY_DN11753_c3_g1_i1,NA
TRINITY_DN11755_c0_g1_i1,0
TRINITY_DN11755_c0_g1_i2,0
TRINITY_DN11756_c1_g1_i1,NA
TRINITY_DN11756_c1_g1_i2,NA
TRINITY_DN11756_c2_g1_i1,NA
TRINITY_DN11757_c0_g1_i1,0
TRINITY_DN11759_c0_g1_i1,NA
TRINITY_DN11759_c1_g1_i1,NA
TRINITY_DN11759_c1_g2_i1,NA
TRINITY_DN11759_c1_g2_i2,NA
TRINITY_DN11759_c1_g2_i3,NA
TRINITY_DN1176_c0_g1_i2,0
TRINITY_DN11760_c0_g1_i1,NA
TRINITY_DN11761_c0_g1_i1,0
TRINITY_DN11761_c0_g1_i2,0
TRINITY_DN11762_c0_g1_i1,NA
TRINITY_DN11764_c0_g1_i1,NA
TRINITY_DN11765_c0_g1_i1,NA
TRINITY_DN11765_c0_g1_i2,0
TRINITY_DN11766_c0_g1_i1,0
TRINITY_DN11767_c0_g1_i1,0
TRINITY_DN11768_c0_g1_i1,0
TRINITY_DN11769_c0_g1_i2,NA
TRINITY_DN1177_c0_g1_i1,0
TRINITY_DN1177_c0_g1_i2,0
TRINITY_DN11770_c0_g1_i1,0
TRINITY_DN11771_c0_g1_i1,NA
TRINITY_DN11771_c0_g1_i2,NA
TRINITY_DN11771_c0_g1_i3,NA
TRINITY_DN11771_c0_g1_i6,NA
TRINITY_DN11771_c0_g1_i7,NA
TRINITY_DN11771_c0_g1_i8,0
TRINITY_DN11771_c1_g1_i1,NA
TRINITY_DN11772_c0_g1_i1,NA
TRINITY_DN11773_c0_g1_i1,1
TRINITY_DN11774_c0_g1_i1,NA
TRINITY_DN11774_c0_g1_i2,NA
TRINITY_DN11774_c0_g1_i3,0
TRINITY_DN11774_c0_g1_i4,NA
TRINITY_DN11774_c0_g1_i5,NA
TRINITY_DN11774_c0_g2_i1,NA
TRINITY_DN11775_c0_g1_i1,1
TRINITY_DN11775_c0_g2_i1,1
TRINITY_DN11778_c0_g1_i1,NA
TRINITY_DN11778_c0_g1_i2,NA
TRINITY_DN11779_c0_g1_i1,0
TRINITY_DN1178_c0_g1_i1,0
TRINITY_DN1178_c0_g1_i2,0
TRINITY_DN1178_c0_g1_i3,0
TRINITY_DN11780_c0_g1_i1,0
TRINITY_DN11783_c0_g1_i1,NA
TRINITY_DN11783_c0_g1_i2,NA
TRINITY_DN11784_c0_g1_i1,0
TRINITY_DN11787_c0_g1_i1,NA
TRINITY_DN11787_c0_g1_i3,NA
TRINITY_DN11787_c0_g1_i4,NA
TRINITY_DN11787_c0_g1_i5,NA
TRINITY_DN11787_c0_g1_i6,0
TRINITY_DN11787_c0_g1_i7,NA
TRINITY_DN11787_c0_g1_i8,NA
TRINITY_DN11787_c0_g1_i9,NA
TRINITY_DN11788_c0_g1_i1,NA
TRINITY_DN11788_c0_g1_i2,NA
TRINITY_DN11789_c0_g1_i1,NA
TRINITY_DN1179_c0_g1_i1,0
TRINITY_DN11790_c0_g1_i1,1
TRINITY_DN11791_c0_g1_i1,NA
TRINITY_DN11792_c0_g1_i1,NA
TRINITY_DN11793_c0_g1_i1,0
TRINITY_DN11793_c0_g2_i1,NA
TRINITY_DN11794_c0_g1_i1,0
TRINITY_DN11796_c0_g1_i1,0
TRINITY_DN11796_c0_g1_i2,NA
TRINITY_DN11796_c1_g1_i1,0
TRINITY_DN11797_c0_g1_i1,NA
TRINITY_DN11797_c0_g1_i3,0
TRINITY_DN11798_c0_g1_i1,0
TRINITY_DN11799_c1_g1_i1,NA
TRINITY_DN118_c0_g1_i1,0
TRINITY_DN118_c0_g1_i2,0
TRINITY_DN1180_c0_g1_i1,0
TRINITY_DN11800_c0_g1_i1,0
TRINITY_DN11801_c0_g1_i4,0
TRINITY_DN11801_c0_g1_i5,0
TRINITY_DN11802_c0_g1_i1,NA
TRINITY_DN11804_c0_g1_i1,NA
TRINITY_DN11804_c0_g1_i2,NA
TRINITY_DN11804_c0_g1_i4,NA
TRINITY_DN11806_c0_g1_i2,0
TRINITY_DN11807_c0_g1_i1,0
TRINITY_DN11807_c1_g1_i1,NA
TRINITY_DN11808_c0_g1_i1,NA
TRINITY_DN11808_c0_g1_i2,NA
TRINITY_DN11809_c0_g1_i1,0
TRINITY_DN1181_c0_g1_i1,0
TRINITY_DN11810_c0_g1_i1,1
TRINITY_DN11811_c0_g1_i1,0
TRINITY_DN11813_c0_g1_i1,0
TRINITY_DN11813_c1_g1_i1,NA
TRINITY_DN11813_c2_g1_i1,NA
TRINITY_DN11814_c0_g1_i1,0
TRINITY_DN11816_c0_g1_i1,0
TRINITY_DN11817_c0_g1_i1,0
TRINITY_DN11819_c0_g1_i12,0
TRINITY_DN11819_c0_g1_i14,NA
TRINITY_DN11819_c0_g1_i15,NA
TRINITY_DN11819_c0_g1_i17,NA
TRINITY_DN11819_c0_g1_i18,NA
TRINITY_DN11819_c0_g1_i2,NA
TRINITY_DN11819_c0_g1_i3,NA
TRINITY_DN11819_c0_g1_i7,NA
TRINITY_DN11819_c0_g1_i9,NA
TRINITY_DN11819_c3_g1_i1,NA
TRINITY_DN11819_c4_g1_i1,NA
TRINITY_DN11819_c7_g1_i1,NA
TRINITY_DN1182_c0_g1_i1,0
TRINITY_DN1182_c0_g1_i2,NA
TRINITY_DN1182_c0_g2_i1,0
TRINITY_DN1182_c1_g1_i1,NA
TRINITY_DN1182_c1_g1_i10,0
TRINITY_DN1182_c1_g1_i11,0
TRINITY_DN1182_c1_g1_i12,NA
TRINITY_DN1182_c1_g1_i13,0
TRINITY_DN1182_c1_g1_i3,NA
TRINITY_DN1182_c1_g1_i4,NA
TRINITY_DN1182_c1_g1_i8,NA
TRINITY_DN1182_c2_g1_i1,NA
TRINITY_DN1182_c2_g1_i2,NA
TRINITY_DN11820_c0_g1_i1,NA
TRINITY_DN11821_c0_g1_i1,NA
TRINITY_DN11825_c0_g1_i1,NA
TRINITY_DN11825_c0_g2_i1,NA
TRINITY_DN11826_c0_g1_i1,0
TRINITY_DN11826_c0_g1_i2,0
TRINITY_DN11828_c0_g1_i1,1
TRINITY_DN11829_c0_g1_i1,NA
TRINITY_DN1183_c0_g1_i1,0
TRINITY_DN1183_c0_g1_i2,0
TRINITY_DN1183_c0_g2_i1,NA
TRINITY_DN11830_c0_g1_i1,NA
TRINITY_DN11831_c0_g1_i1,0
TRINITY_DN11832_c0_g1_i1,NA
TRINITY_DN11833_c0_g1_i1,NA
TRINITY_DN11834_c0_g1_i1,0
TRINITY_DN11834_c0_g1_i2,0
TRINITY_DN11834_c0_g2_i1,NA
TRINITY_DN11836_c0_g1_i1,0
TRINITY_DN11839_c0_g1_i1,NA
TRINITY_DN1184_c0_g1_i1,0
TRINITY_DN1184_c0_g1_i2,0
TRINITY_DN11842_c0_g1_i2,NA
TRINITY_DN11842_c0_g2_i1,0
TRINITY_DN11842_c0_g2_i2,NA
TRINITY_DN11843_c0_g1_i1,NA
TRINITY_DN11843_c0_g1_i2,NA
TRINITY_DN11846_c0_g1_i1,NA
TRINITY_DN11847_c0_g1_i1,0
TRINITY_DN11848_c0_g1_i1,0
TRINITY_DN11849_c0_g1_i1,0
TRINITY_DN1185_c0_g1_i1,0
TRINITY_DN1185_c0_g1_i2,0
TRINITY_DN1185_c0_g1_i4,0
TRINITY_DN1185_c0_g1_i5,0
TRINITY_DN1185_c0_g1_i6,0
TRINITY_DN11850_c0_g1_i1,NA
TRINITY_DN11850_c0_g1_i2,0
TRINITY_DN11850_c0_g1_i5,NA
TRINITY_DN11851_c0_g1_i1,0
TRINITY_DN11852_c0_g1_i1,NA
TRINITY_DN11852_c0_g1_i2,NA
TRINITY_DN11853_c0_g1_i1,NA
TRINITY_DN11855_c0_g1_i1,NA
TRINITY_DN11856_c0_g1_i1,NA
TRINITY_DN11856_c0_g1_i2,NA
TRINITY_DN11858_c0_g1_i1,NA
TRINITY_DN11858_c0_g2_i2,NA
TRINITY_DN11858_c0_g2_i3,NA
TRINITY_DN11858_c4_g1_i1,NA
TRINITY_DN11859_c0_g1_i1,NA
TRINITY_DN11859_c0_g1_i2,NA
TRINITY_DN11859_c0_g1_i3,NA
TRINITY_DN11859_c0_g1_i4,NA
TRINITY_DN11859_c0_g1_i6,NA
TRINITY_DN11859_c1_g1_i1,NA
TRINITY_DN11859_c2_g1_i1,NA
TRINITY_DN1186_c0_g1_i3,0
TRINITY_DN1186_c0_g1_i4,0
TRINITY_DN1186_c0_g1_i7,0
TRINITY_DN11860_c0_g1_i1,0
TRINITY_DN11862_c0_g1_i1,NA
TRINITY_DN11862_c0_g1_i2,NA
TRINITY_DN11864_c0_g1_i1,0
TRINITY_DN11868_c0_g1_i1,0
TRINITY_DN11869_c0_g1_i1,0
TRINITY_DN11869_c0_g1_i2,0
TRINITY_DN1187_c0_g1_i1,NA
TRINITY_DN1187_c0_g2_i1,0
TRINITY_DN1187_c0_g2_i2,0
TRINITY_DN11870_c0_g1_i1,0
TRINITY_DN11872_c0_g1_i1,0
TRINITY_DN11872_c1_g1_i1,NA
TRINITY_DN11873_c0_g1_i1,0
TRINITY_DN11874_c0_g1_i1,0
TRINITY_DN11876_c0_g1_i1,0
TRINITY_DN11877_c0_g1_i1,NA
TRINITY_DN11878_c0_g1_i1,NA
TRINITY_DN11879_c0_g1_i1,1
TRINITY_DN1188_c0_g1_i2,0
TRINITY_DN1188_c0_g1_i5,0
TRINITY_DN1188_c0_g1_i6,0
TRINITY_DN11880_c0_g1_i1,1
TRINITY_DN11880_c0_g1_i2,1
TRINITY_DN11880_c0_g2_i1,1
TRINITY_DN11881_c0_g1_i1,0
TRINITY_DN11882_c0_g1_i1,NA
TRINITY_DN11882_c0_g1_i2,NA
TRINITY_DN11882_c0_g1_i3,NA
TRINITY_DN11882_c0_g1_i4,NA
TRINITY_DN11882_c0_g1_i6,NA
TRINITY_DN11882_c0_g1_i7,NA
TRINITY_DN11883_c0_g1_i1,NA
TRINITY_DN11887_c1_g1_i1,NA
TRINITY_DN11887_c1_g1_i2,NA
TRINITY_DN11887_c1_g1_i3,NA
TRINITY_DN1189_c0_g1_i1,NA
TRINITY_DN1189_c0_g1_i5,0
TRINITY_DN1189_c0_g1_i6,NA
TRINITY_DN1189_c0_g2_i1,NA
TRINITY_DN11890_c0_g1_i1,NA
TRINITY_DN11890_c0_g2_i1,NA
TRINITY_DN11891_c0_g1_i1,0
TRINITY_DN11892_c0_g1_i1,0
TRINITY_DN11892_c0_g2_i1,0
TRINITY_DN11893_c0_g1_i1,0
TRINITY_DN11893_c0_g1_i2,0
TRINITY_DN11893_c0_g1_i3,0
TRINITY_DN11893_c1_g1_i1,0
TRINITY_DN11895_c0_g1_i1,NA
TRINITY_DN11895_c0_g1_i2,NA
TRINITY_DN11895_c0_g1_i3,NA
TRINITY_DN11895_c0_g1_i4,NA
TRINITY_DN11896_c0_g1_i1,0
TRINITY_DN11897_c0_g1_i1,NA
TRINITY_DN11897_c0_g2_i1,NA
TRINITY_DN11898_c0_g1_i1,NA
TRINITY_DN119_c0_g1_i1,0
TRINITY_DN119_c0_g1_i10,0
TRINITY_DN119_c0_g1_i11,NA
TRINITY_DN119_c0_g1_i15,0
TRINITY_DN119_c0_g1_i2,0
TRINITY_DN119_c0_g1_i3,0
TRINITY_DN119_c0_g1_i4,0
TRINITY_DN119_c0_g1_i5,0
TRINITY_DN119_c0_g1_i8,0
TRINITY_DN119_c0_g1_i9,0
TRINITY_DN1190_c0_g1_i1,0
TRINITY_DN1190_c0_g1_i2,0
TRINITY_DN1190_c0_g1_i3,0
TRINITY_DN11900_c0_g1_i1,NA
TRINITY_DN11900_c0_g2_i1,NA
TRINITY_DN11900_c0_g2_i2,NA
TRINITY_DN11900_c0_g2_i3,NA
TRINITY_DN11900_c1_g1_i1,NA
TRINITY_DN11900_c4_g1_i1,NA
TRINITY_DN11901_c0_g1_i1,0
TRINITY_DN11903_c0_g1_i1,NA
TRINITY_DN11903_c0_g1_i2,NA
TRINITY_DN11904_c0_g1_i1,0
TRINITY_DN11904_c0_g2_i1,0
TRINITY_DN11905_c0_g1_i1,NA
TRINITY_DN11906_c0_g1_i2,NA
TRINITY_DN11906_c0_g1_i4,NA
TRINITY_DN11906_c0_g1_i5,NA
TRINITY_DN11906_c0_g1_i7,NA
TRINITY_DN11907_c0_g1_i1,NA
TRINITY_DN11907_c0_g1_i3,NA
TRINITY_DN11908_c0_g1_i1,0
TRINITY_DN11908_c0_g1_i2,NA
TRINITY_DN11908_c0_g1_i3,NA
TRINITY_DN11908_c0_g1_i4,NA
TRINITY_DN11908_c2_g1_i1,NA
TRINITY_DN11909_c0_g1_i1,0
TRINITY_DN11909_c0_g2_i1,NA
TRINITY_DN1191_c0_g1_i1,0
TRINITY_DN1191_c0_g1_i3,0
TRINITY_DN1191_c0_g1_i4,0
TRINITY_DN11910_c0_g1_i1,NA
TRINITY_DN11911_c0_g1_i1,NA
TRINITY_DN11911_c0_g2_i1,NA
TRINITY_DN11912_c0_g1_i1,NA
TRINITY_DN11913_c0_g1_i1,0
TRINITY_DN11915_c0_g1_i1,1
TRINITY_DN11916_c0_g1_i1,NA
TRINITY_DN11918_c0_g1_i1,0
TRINITY_DN1192_c0_g1_i1,NA
TRINITY_DN1192_c0_g1_i10,0
TRINITY_DN1192_c0_g1_i13,0
TRINITY_DN1192_c0_g1_i15,0
TRINITY_DN1192_c0_g1_i16,0
TRINITY_DN1192_c0_g1_i17,0
TRINITY_DN1192_c0_g1_i18,0
TRINITY_DN1192_c0_g1_i19,0
TRINITY_DN1192_c0_g1_i2,NA
TRINITY_DN1192_c0_g1_i20,0
TRINITY_DN1192_c0_g1_i3,0
TRINITY_DN1192_c0_g1_i4,0
TRINITY_DN1192_c0_g1_i8,NA
TRINITY_DN1192_c0_g1_i9,0
TRINITY_DN1192_c1_g1_i1,0
TRINITY_DN1192_c2_g1_i1,0
TRINITY_DN1192_c2_g2_i1,0
TRINITY_DN1192_c2_g2_i2,0
TRINITY_DN1192_c4_g1_i1,0
TRINITY_DN11921_c0_g1_i1,NA
TRINITY_DN11922_c0_g1_i1,NA
TRINITY_DN11923_c0_g1_i1,NA
TRINITY_DN11923_c0_g2_i1,0
TRINITY_DN11925_c0_g1_i2,NA
TRINITY_DN11925_c0_g1_i3,0
TRINITY_DN11928_c0_g1_i1,NA
TRINITY_DN11928_c0_g1_i2,NA
TRINITY_DN11929_c0_g1_i1,NA
TRINITY_DN1193_c0_g1_i1,0
TRINITY_DN1193_c0_g1_i2,NA
TRINITY_DN1193_c0_g1_i3,NA
TRINITY_DN11930_c0_g1_i1,0
TRINITY_DN11930_c0_g1_i2,0
TRINITY_DN11930_c1_g1_i3,0
TRINITY_DN11930_c1_g1_i5,0
TRINITY_DN11930_c1_g1_i6,NA
TRINITY_DN11930_c2_g1_i1,0
TRINITY_DN11930_c2_g1_i2,0
TRINITY_DN11930_c3_g1_i1,NA
TRINITY_DN11930_c3_g1_i2,NA
TRINITY_DN11930_c3_g1_i4,NA
TRINITY_DN11930_c3_g1_i6,NA
TRINITY_DN11931_c0_g1_i1,0
TRINITY_DN11932_c0_g1_i1,NA
TRINITY_DN11932_c0_g1_i2,NA
TRINITY_DN11933_c0_g1_i1,NA
TRINITY_DN11935_c0_g1_i1,NA
TRINITY_DN11939_c0_g1_i1,0
TRINITY_DN11939_c0_g1_i2,NA
TRINITY_DN11939_c0_g1_i3,NA
TRINITY_DN11939_c1_g1_i1,NA
TRINITY_DN11939_c2_g1_i1,NA
TRINITY_DN1194_c0_g1_i1,0
TRINITY_DN1194_c0_g1_i2,0
TRINITY_DN1194_c0_g1_i3,0
TRINITY_DN11940_c0_g1_i1,NA
TRINITY_DN11940_c0_g1_i2,NA
TRINITY_DN11942_c0_g1_i1,0
TRINITY_DN11943_c1_g1_i1,NA
TRINITY_DN11943_c2_g1_i1,NA
TRINITY_DN11945_c0_g1_i1,NA
TRINITY_DN11946_c0_g1_i1,0
TRINITY_DN11947_c0_g1_i1,NA
TRINITY_DN11947_c0_g1_i2,NA
TRINITY_DN11948_c0_g1_i2,NA
TRINITY_DN11948_c0_g1_i3,0
TRINITY_DN11949_c0_g1_i1,0
TRINITY_DN1195_c0_g1_i1,0
TRINITY_DN1195_c0_g1_i2,0
TRINITY_DN11951_c0_g1_i2,NA
TRINITY_DN11951_c0_g1_i3,NA
TRINITY_DN11951_c0_g1_i4,NA
TRINITY_DN11952_c0_g1_i1,0
TRINITY_DN11952_c0_g1_i4,0
TRINITY_DN11954_c0_g1_i1,0
TRINITY_DN11956_c0_g1_i1,1
TRINITY_DN11958_c0_g1_i1,NA
TRINITY_DN11958_c0_g1_i2,NA
TRINITY_DN11958_c0_g1_i3,NA
TRINITY_DN11958_c0_g1_i4,NA
TRINITY_DN11959_c0_g1_i1,NA
TRINITY_DN11959_c0_g1_i2,NA
TRINITY_DN11959_c0_g1_i3,NA
TRINITY_DN1196_c0_g1_i1,0
TRINITY_DN1196_c0_g1_i2,0
TRINITY_DN11960_c0_g1_i1,NA
TRINITY_DN11961_c0_g1_i1,NA
TRINITY_DN11961_c0_g1_i2,NA
TRINITY_DN11964_c0_g1_i2,0
TRINITY_DN11964_c0_g1_i3,0
TRINITY_DN11964_c0_g1_i5,0
TRINITY_DN11964_c0_g1_i6,0
TRINITY_DN11964_c0_g1_i7,0
TRINITY_DN11964_c0_g1_i8,NA
TRINITY_DN11964_c1_g1_i1,0
TRINITY_DN11967_c0_g1_i1,0
TRINITY_DN11969_c0_g1_i1,NA
TRINITY_DN1197_c0_g1_i5,NA
TRINITY_DN1197_c0_g1_i8,0
TRINITY_DN1197_c1_g1_i1,0
TRINITY_DN11970_c0_g1_i2,NA
TRINITY_DN11972_c0_g1_i1,1
TRINITY_DN11973_c0_g1_i1,0
TRINITY_DN11973_c0_g1_i2,NA
TRINITY_DN11974_c0_g1_i1,0
TRINITY_DN11976_c0_g1_i1,NA
TRINITY_DN11977_c0_g1_i2,NA
TRINITY_DN11978_c0_g1_i1,NA
TRINITY_DN11979_c0_g1_i1,1
TRINITY_DN11979_c0_g2_i1,1
TRINITY_DN1198_c0_g1_i1,0
TRINITY_DN11980_c0_g1_i2,0
TRINITY_DN11980_c0_g2_i1,0
TRINITY_DN11980_c0_g3_i1,0
TRINITY_DN11981_c1_g1_i1,1
TRINITY_DN11982_c0_g1_i2,0
TRINITY_DN11982_c0_g1_i3,NA
TRINITY_DN11983_c0_g1_i1,NA
TRINITY_DN11983_c0_g1_i2,NA
TRINITY_DN11983_c0_g1_i3,NA
TRINITY_DN11983_c0_g1_i4,NA
TRINITY_DN11983_c0_g1_i6,NA
TRINITY_DN11983_c0_g1_i8,NA
TRINITY_DN11983_c2_g1_i1,NA
TRINITY_DN11984_c0_g1_i1,0
TRINITY_DN11984_c0_g2_i1,NA
TRINITY_DN11986_c1_g1_i1,NA
TRINITY_DN1199_c0_g1_i1,0
TRINITY_DN11990_c1_g1_i1,NA
TRINITY_DN11991_c0_g1_i1,NA
TRINITY_DN11992_c1_g1_i1,NA
